dates,max_load
2012/12/18,20310.0
2012/12/19,20442.0
2012/12/20,20161.0
2012/12/21,20027.0
2012/12/22,18624.0
2012/12/23,18608.0
2012/12/24,21498.0
2012/12/25,20803.0
2012/12/26,21479.0
2012/12/27,20998.0
2012/12/28,20501.0
2012/12/29,19371.0
2012/12/30,19381.0
2012/12/31,20417.0
2013/1/1,16693.0
2013/1/2,17929.0
2013/1/3,19840.0
2013/1/4,22392.0
2013/1/5,22664.0
2013/1/6,21625.0
2013/1/7,22903.0
2013/1/8,22248.0
2013/1/9,22092.0
2013/1/10,21723.0
2013/1/11,21442.0
2013/1/12,19949.0
2013/1/13,19696.0
2013/1/14,20824.0
2013/1/15,20698.0
2013/1/16,21584.0
2013/1/17,21895.0
2013/1/18,22043.0
2013/1/19,19391.0
2013/1/20,18716.0
2013/1/21,20141.0
2013/1/22,21210.0
2013/1/23,21336.0
2013/1/24,20303.0
2013/1/25,20493.0
2013/1/26,18245.0
2013/1/27,17673.0
2013/1/28,19910.0
2013/1/29,18733.0
2013/1/30,17836.0
2013/1/31,17251.0
2013/2/1,16565.0
2013/2/2,15788.0
2013/2/3,14841.0
2013/2/4,16580.0
2013/2/5,16701.0
2013/2/6,16485.0
2013/2/7,16069.0
2013/2/8,15228.0
2013/2/9,14870.0
2013/2/10,13648.0
2013/2/11,13752.0
2013/2/12,13483.0
2013/2/13,13575.0
2013/2/14,13991.0
2013/2/15,13889.0
2013/2/16,14987.0
2013/2/17,15739.0
2013/2/18,17688.0
2013/2/19,19414.0
2013/2/20,18906.0
2013/2/21,18292.0
2013/2/22,18488.0
2013/2/23,16436.0
2013/2/24,15865.0
2013/2/25,17652.0
2013/2/26,17969.0
2013/2/27,17885.0
2013/2/28,17193.0
2013/3/1,18870.0
2013/3/2,16884.0
2013/3/3,16156.0
2013/3/4,18009.0
2013/3/5,17555.0
2013/3/6,16916.0
2013/3/7,16617.0
2013/3/8,16431.0
2013/3/9,14997.0
2013/3/10,15001.0
2013/3/11,18217.0
2013/3/12,17054.0
2013/3/13,18323.0
2013/3/14,19064.0
2013/3/15,18067.0
2013/3/16,15814.0
2013/3/17,14960.0
2013/3/18,16889.0
2013/3/19,16367.0
2013/3/20,17534.0
2013/3/21,17698.0
2013/3/22,17134.0
2013/3/23,16280.0
2013/3/24,15648.0
2013/3/25,18093.0
2013/3/26,18684.0
2013/3/27,18021.0
2013/3/28,17195.0
2013/3/29,17808.0
2013/3/30,16061.0
2013/3/31,15507.0
2013/4/1,17275.0
2013/4/2,16916.0
2013/4/3,16531.0
2013/4/4,13573.0
2013/4/5,14560.0
2013/4/6,15492.0
2013/4/7,16517.0
2013/4/8,16932.0
2013/4/9,16657.0
2013/4/10,16734.0
2013/4/11,16653.0
2013/4/12,16474.0
2013/4/13,15340.0
2013/4/14,14603.0
2013/4/15,16365.0
2013/4/16,16543.0
2013/4/17,16398.0
2013/4/18,16434.0
2013/4/19,16566.0
2013/4/20,15748.0
2013/4/21,15074.0
2013/4/22,16469.0
2013/4/23,17103.0
2013/4/24,16603.0
2013/4/25,16615.0
2013/4/26,16460.0
2013/4/27,16138.0
2013/4/28,15864.0
2013/4/29,15087.0
2013/4/30,14134.0
2013/5/1,13280.0
2013/5/2,16266.0
2013/5/3,15944.0
2013/5/4,14572.0
2013/5/5,13985.0
2013/5/6,16363.0
2013/5/7,16491.0
2013/5/8,16446.0
2013/5/9,16896.0
2013/5/10,16792.0
2013/5/11,15443.0
2013/5/12,14581.0
2013/5/13,17560.0
2013/5/14,17621.0
2013/5/15,17500.0
2013/5/16,17001.0
2013/5/17,16761.0
2013/5/18,14924.0
2013/5/19,14459.0
2013/5/20,17436.0
2013/5/21,17816.0
2013/5/22,18485.0
2013/5/23,17651.0
2013/5/24,17994.0
2013/5/25,16124.0
2013/5/26,14687.0
2013/5/27,17949.0
2013/5/28,18274.0
2013/5/29,19086.0
2013/5/30,18132.0
2013/5/31,17631.0
2013/6/1,15615.0
2013/6/2,14284.0
2013/6/3,18206.0
2013/6/4,17552.0
2013/6/5,17459.0
2013/6/6,17695.0
2013/6/7,18022.0
2013/6/8,17920.0
2013/6/9,17382.0
2013/6/10,15869.0
2013/6/11,14663.0
2013/6/12,13271.0
2013/6/13,17400.0
2013/6/14,17033.0
2013/6/15,16185.0
2013/6/16,16014.0
2013/6/17,21693.0
2013/6/18,22967.0
2013/6/19,23931.0
2013/6/20,21623.0
2013/6/21,21100.0
2013/6/22,18137.0
2013/6/23,18154.0
2013/6/24,20598.0
2013/6/25,20587.0
2013/6/26,20267.0
2013/6/27,19499.0
2013/6/28,19333.0
2013/6/29,16385.0
2013/6/30,17643.0
2013/7/1,22612.0
2013/7/2,24551.0
2013/7/3,24834.0
2013/7/4,25845.0
2013/7/5,25289.0
2013/7/6,18727.0
2013/7/7,18822.0
2013/7/8,25741.0
2013/7/9,26480.0
2013/7/10,26921.0
2013/7/11,27330.0
2013/7/12,25391.0
2013/7/13,19635.0
2013/7/14,19767.0
2013/7/15,25881.0
2013/7/16,26212.0
2013/7/17,26123.0
2013/7/18,26537.0
2013/7/19,26307.0
2013/7/20,22698.0
2013/7/21,20924.0
2013/7/22,25641.0
2013/7/23,26714.0
2013/7/24,27685.0
2013/7/25,28172.0
2013/7/26,28545.0
2013/7/27,24000.0
2013/7/28,24168.0
2013/7/29,28620.0
2013/7/30,28685.0
2013/7/31,28603.0
2013/8/1,28046.0
2013/8/2,27804.0
2013/8/3,24370.0
2013/8/4,23818.0
2013/8/5,28009.0
2013/8/6,28715.0
2013/8/7,29303.0
2013/8/8,29080.0
2013/8/9,29242.0
2013/8/10,25381.0
2013/8/11,24130.0
2013/8/12,27683.0
2013/8/13,27604.0
2013/8/14,27351.0
2013/8/15,27044.0
2013/8/16,26470.0
2013/8/17,23103.0
2013/8/18,22042.0
2013/8/19,25891.0
2013/8/20,26435.0
2013/8/21,25523.0
2013/8/22,25149.0
2013/8/23,26013.0
2013/8/24,24066.0
2013/8/25,20740.0
2013/8/26,24813.0
2013/8/27,24222.0
2013/8/28,25443.0
2013/8/29,26274.0
2013/8/30,23741.0
2013/8/31,20762.0
2013/9/1,20130.0
2013/9/2,22814.0
2013/9/3,20319.0
2013/9/4,20033.0
2013/9/5,19445.0
2013/9/6,18395.0
2013/9/7,16855.0
2013/9/8,15780.0
2013/9/9,19198.0
2013/9/10,22240.0
2013/9/11,21981.0
2013/9/12,22272.0
2013/9/13,22910.0
2013/9/14,19223.0
2013/9/15,17607.0
2013/9/16,20619.0
2013/9/17,21910.0
2013/9/18,20228.0
2013/9/19,15616.0
2013/9/20,16144.0
2013/9/21,16309.0
2013/9/22,20302.0
2013/9/23,21029.0
2013/9/24,21636.0
2013/9/25,18671.0
2013/9/26,17852.0
2013/9/27,17710.0
2013/9/28,16026.0
2013/9/29,17248.0
2013/9/30,17147.0
2013/10/1,12639.0
2013/10/2,12386.0
2013/10/3,12729.0
2013/10/4,13761.0
2013/10/5,14387.0
2013/10/6,14784.0
2013/10/7,14992.0
2013/10/8,16988.0
2013/10/9,17018.0
2013/10/10,17322.0
2013/10/11,17747.0
2013/10/12,17443.0
2013/10/13,15410.0
2013/10/14,17887.0
2013/10/15,16718.0
2013/10/16,16524.0
2013/10/17,16564.0
2013/10/18,16713.0
2013/10/19,15421.0
2013/10/20,14450.0
2013/10/21,16590.0
2013/10/22,16634.0
2013/10/23,16687.0
2013/10/24,16621.0
2013/10/25,16703.0
2013/10/26,15441.0
2013/10/27,14636.0
2013/10/28,16403.0
2013/10/29,16595.0
2013/10/30,16819.0
2013/10/31,16729.0
2013/11/1,16542.0
2013/11/2,15516.0
2013/11/3,14675.0
2013/11/4,16500.0
2013/11/5,16560.0
2013/11/6,16689.0
2013/11/7,16669.0
2013/11/8,16698.0
2013/11/9,15822.0
2013/11/10,14818.0
2013/11/11,16620.0
2013/11/12,16825.0
2013/11/13,16519.0
2013/11/14,16884.0
2013/11/15,16669.0
2013/11/16,15661.0
2013/11/17,14915.0
2013/11/18,17187.0
2013/11/19,17514.0
2013/11/20,17406.0
2013/11/21,17274.0
2013/11/22,17140.0
2013/11/23,15593.0
2013/11/24,15380.0
2013/11/25,17420.0
2013/11/26,17602.0
2013/11/27,17923.0
2013/11/28,19093.0
2013/11/29,19344.0
2013/11/30,17173.0
2013/12/1,16949.0
2013/12/2,18663.0
2013/12/3,18457.0
2013/12/4,17991.0
2013/12/5,17913.0
2013/12/6,18220.0
2013/12/7,17074.0
2013/12/8,16250.0
2013/12/9,18821.0
2013/12/10,19201.0
2013/12/11,19585.0
2013/12/12,19617.0
2013/12/13,19375.0
2013/12/14,17223.0
2013/12/15,17090.0
2013/12/16,20057.0
2013/12/17,20420.0
2013/12/18,20379.0
2013/12/19,20723.0
2013/12/20,21302.0
2013/12/21,18174.0
2013/12/22,17928.0
2013/12/23,21139.0
2013/12/24,21202.0
2013/12/25,20774.0
2013/12/26,21568.0
2013/12/27,21611.0
2013/12/28,20359.0
2013/12/29,19633.0
2013/12/30,21516.0
2013/12/31,21086.0
2014/1/1,17484.0
2014/1/2,20109.0
2014/1/3,19658.0
2014/1/4,18073.0
2014/1/5,18807.0
2014/1/6,21366.0
2014/1/7,20174.0
2014/1/8,20911.0
2014/1/9,21643.0
2014/1/10,22070.0
2014/1/11,19685.0
2014/1/12,18674.0
2014/1/13,21457.0
2014/1/14,21092.0
2014/1/15,21141.0
2014/1/16,20880.0
2014/1/17,20631.0
2014/1/18,18604.0
2014/1/19,17878.0
2014/1/20,20024.0
2014/1/21,20118.0
2014/1/22,20104.0
2014/1/23,19732.0
2014/1/24,19175.0
2014/1/25,17271.0
2014/1/26,16600.0
2014/1/27,16633.0
2014/1/28,15221.0
2014/1/29,14123.0
2014/1/30,13057.0
2014/1/31,12267.0
2014/2/1,11935.0
2014/2/2,11055.0
2014/2/3,12501.0
2014/2/4,13214.0
2014/2/5,13746.0
2014/2/6,14424.0
2014/2/7,15827.0
2014/2/8,17595.0
2014/2/9,20004.0
2014/2/11,21098.0
2014/2/12,21506.0
2014/2/13,21152.0
2014/2/14,20825.0
2014/2/15,18065.0
2014/2/16,17785.0
2014/2/17,20637.0
2014/2/18,21706.0
2014/2/19,21902.0
2014/2/20,20978.0
2014/2/21,20809.0
2014/2/22,18203.0
2014/2/23,17675.0
2014/2/24,20421.0
2014/2/25,20815.0
2014/2/26,20279.0
2014/2/27,19970.0
2014/2/28,19911.0
2014/3/1,18359.0
2014/3/2,17460.0
2014/3/3,19801.0
2014/3/4,19898.0
2014/3/5,19967.0
2014/3/6,20624.0
2014/3/7,20053.0
2014/3/8,18380.0
2014/3/9,17755.0
2014/3/10,19208.0
2014/3/11,18894.0
2014/3/12,19153.0
2014/3/13,19532.0
2014/3/14,18858.0
2014/3/15,17008.0
2014/3/16,16031.0
2014/3/17,18139.0
2014/3/18,16749.0
2014/3/19,17471.0
2014/3/20,17999.0
2014/3/21,17834.0
2014/3/22,16136.0
2014/3/23,15650.0
2014/3/24,17386.0
2014/3/25,17425.0
2014/3/26,17097.0
2014/3/27,17050.0
2014/3/28,17522.0
2014/3/29,15693.0
2014/3/30,14732.0
2014/3/31,16699.0
2014/4/1,16565.0
2014/4/2,16765.0
2014/4/3,16670.0
2014/4/4,16302.0
2014/4/5,13543.0
2014/4/6,13919.0
2014/4/7,15054.0
2014/4/8,16606.0
2014/4/9,16629.0
2014/4/10,16354.0
2014/4/11,16322.0
2014/4/12,15490.0
2014/4/13,14552.0
2014/4/14,16369.0
2014/4/15,16388.0
2014/4/16,16438.0
2014/4/17,16514.0
2014/4/18,16702.0
2014/4/19,15782.0
2014/4/20,14707.0
2014/4/21,16545.0
2014/4/22,16502.0
2014/4/23,16623.0
2014/4/24,16711.0
2014/4/25,16903.0
2014/4/26,15865.0
2014/4/27,14697.0
2014/4/28,16912.0
2014/4/29,16643.0
2014/4/30,16383.0
2014/5/1,12772.0
2014/5/2,13352.0
2014/5/3,14473.0
2014/5/4,16296.0
2014/5/5,16540.0
2014/5/6,16631.0
2014/5/7,16549.0
2014/5/8,16933.0
2014/5/9,16689.0
2014/5/10,14960.0
2014/5/11,14748.0
2014/5/12,16940.0
2014/5/13,16931.0
2014/5/14,17085.0
2014/5/15,17193.0
2014/5/16,17250.0
2014/5/17,15926.0
2014/5/18,14554.0
2014/5/19,17091.0
2014/5/20,17355.0
2014/5/21,16897.0
2014/5/22,17548.0
2014/5/23,17690.0
2014/5/24,16149.0
2014/5/25,15045.0
2014/5/26,17994.0
2014/5/27,19077.0
2014/5/28,19423.0
2014/5/29,19250.0
2014/5/30,19555.0
2014/5/31,17012.0
2014/6/1,14826.0
2014/6/2,13561.0
2014/6/3,17308.0
2014/6/4,17538.0
2014/6/5,17725.0
2014/6/6,18192.0
2014/6/7,17230.0
2014/6/8,15417.0
2014/6/9,18264.0
2014/6/10,18463.0
2014/6/11,18723.0
2014/6/12,18958.0
2014/6/13,19566.0
2014/6/14,17525.0
2014/6/15,16071.0
2014/6/16,19142.0
2014/6/17,18897.0
2014/6/18,18273.0
2014/6/19,18867.0
2014/6/20,18727.0
2014/6/21,17055.0
2014/6/22,15860.0
2014/6/23,18144.0
2014/6/24,19054.0
2014/6/25,18460.0
2014/6/26,18231.0
2014/6/27,18051.0
2014/6/28,16858.0
2014/6/29,15592.0
2014/6/30,17895.0
2014/7/1,18285.0
2014/7/2,18877.0
2014/7/3,19228.0
2014/7/4,19066.0
2014/7/5,17298.0
2014/7/6,15993.0
2014/7/7,19815.0
2014/7/8,20329.0
2014/7/9,20752.0
2014/7/10,22030.0
2014/7/11,23394.0
2014/7/12,18895.0
2014/7/13,17133.0
2014/7/14,20796.0
2014/7/15,21313.0
2014/7/16,22141.0
2014/7/17,23239.0
2014/7/18,23371.0
2014/7/19,21460.0
2014/7/20,21209.0
2014/7/21,25401.0
2014/7/22,25704.0
2014/7/23,26306.0
2014/7/24,25713.0
2014/7/25,24454.0
2014/7/26,21783.0
2014/7/27,20741.0
2014/7/28,24744.0
2014/7/29,25097.0
2014/7/30,25765.0
2014/7/31,25449.0
2014/8/1,23156.0
2014/8/2,20192.0
2014/8/3,20571.0
2014/8/4,26209.0
2014/8/5,26775.0
2014/8/6,26838.0
2014/8/7,26008.0
2014/8/8,25275.0
2014/8/9,20736.0
2014/8/10,19688.0
2014/8/11,23373.0
2014/8/12,20570.0
2014/8/13,21651.0
2014/8/14,21393.0
2014/8/15,20502.0
2014/8/16,19096.0
2014/8/17,17546.0
2014/8/18,20083.0
2014/8/19,18686.0
2014/8/20,18658.0
2014/8/21,19457.0
2014/8/22,20478.0
2014/8/23,19229.0
2014/8/24,18500.0
2014/8/25,20713.0
2014/8/26,21383.0
2014/8/27,20304.0
2014/8/28,20649.0
2014/8/29,19615.0
2014/8/30,18604.0
2014/8/31,18920.0
2014/9/1,20450.0
2014/9/2,20872.0
2014/9/3,20284.0
2014/9/4,19592.0
2014/9/5,20234.0
2014/9/6,16339.0
2014/9/7,14942.0
2014/9/8,14388.0
2014/9/9,19899.0
2014/9/10,19865.0
2014/9/11,19576.0
2014/9/12,19266.0
2014/9/13,17501.0
2014/9/14,16480.0
2014/9/15,19089.0
2014/9/16,18935.0
2014/9/17,18894.0
2014/9/18,18239.0
2014/9/19,17835.0
2014/9/20,16725.0
2014/9/21,16292.0
2014/9/22,18565.0
2014/9/23,17770.0
2014/9/24,18321.0
2014/9/25,18302.0
2014/9/26,18456.0
2014/9/27,17129.0
2014/9/28,17996.0
2014/9/29,18049.0
2014/9/30,16985.0
2014/10/1,12460.0
2014/10/2,12241.0
2014/10/3,12635.0
2014/10/4,13662.0
2014/10/5,14113.0
2014/10/6,14662.0
2014/10/7,15326.0
2014/10/8,16726.0
2014/10/9,17048.0
2014/10/10,17256.0
2014/10/11,17250.0
2014/10/12,16266.0
2014/10/13,16834.0
2014/10/14,16465.0
2014/10/15,16624.0
2014/10/16,16718.0
2014/10/17,16640.0
2014/10/18,15113.0
2014/10/19,14864.0
2014/10/20,16660.0
2014/10/21,16666.0
2014/10/22,16747.0
2014/10/23,16840.0
2014/10/24,16743.0
2014/10/25,15513.0
2014/10/26,14928.0
2014/10/27,16751.0
2014/10/28,16596.0
2014/10/29,16769.0
2014/10/30,16734.0
2014/10/31,16730.0
2014/11/1,15495.0
2014/11/2,14665.0
2014/11/3,16349.0
2014/11/4,16495.0
2014/11/5,16496.0
2014/11/6,16672.0
2014/11/7,16515.0
2014/11/8,15496.0
2014/11/9,14439.0
2014/11/10,16767.0
2014/11/11,16778.0
2014/11/12,16919.0
2014/11/13,17031.0
2014/11/14,17149.0
2014/11/15,15998.0
2014/11/16,15235.0
2014/11/17,17291.0
2014/11/18,17237.0
2014/11/19,17270.0
2014/11/20,17250.0
2014/11/21,16973.0
2014/11/22,15688.0
2014/11/23,15023.0
2014/11/24,17258.0
2014/11/25,17311.0
2014/11/26,17207.0
2014/11/27,17391.0
2014/11/28,17374.0
2014/11/29,16079.0
2014/11/30,15517.0
2014/12/1,18544.0
2014/12/2,18797.0
2014/12/3,19796.0
2014/12/4,19904.0
2014/12/5,20767.0
2014/12/6,19238.0
2014/12/7,18374.0
2014/12/8,19916.0
2014/12/9,20386.0
2014/12/10,20111.0
2014/12/11,20585.0
2014/12/12,21296.0
2014/12/13,19554.0
2014/12/14,18633.0
2014/12/15,20753.0
2014/12/16,21879.0
2014/12/17,22185.0
2014/12/18,22203.0
2014/12/19,21737.0
2014/12/20,19485.0
2014/12/21,18931.0
2014/12/22,21805.0
2014/12/23,21708.0
2014/12/24,21413.0
2014/12/25,20897.0
2014/12/26,20923.0
2014/12/27,19111.0
2014/12/28,18807.0
2014/12/29,20511.0
2014/12/30,20257.0
2014/12/31,19876.0
2015/1/1,16711.0
2015/1/2,18439.0
2015/1/3,19246.0
2015/1/4,20507.0
2015/1/5,19477.0
2015/1/6,20634.0
2015/1/7,21360.0
2015/1/8,21678.0
2015/1/9,21538.0
2015/1/10,19005.0
2015/1/11,18263.0
2015/1/12,20724.0
2015/1/13,20788.0
2015/1/14,21759.0
2015/1/15,21589.0
2015/1/16,21534.0
2015/1/17,18675.0
2015/1/18,18089.0
2015/1/19,21224.0
2015/1/20,21514.0
2015/1/21,20745.0
2015/1/22,21452.0
2015/1/23,21340.0
2015/1/24,19701.0
2015/1/25,18708.0
2015/1/26,20567.0
2015/1/27,20509.0
2015/1/28,21819.0
2015/1/29,22707.0
2015/1/30,22884.0
2015/1/31,20957.0
2015/2/1,19794.0
2015/2/2,22226.0
2015/2/3,21783.0
2015/2/4,23132.0
2015/2/5,22360.0
2015/2/6,21756.0
2015/2/7,19796.0
2015/2/8,19407.0
2015/2/9,21496.0
2015/2/10,21418.0
2015/2/11,20858.0
2015/2/12,18351.0
2015/2/13,17677.0
2015/2/14,15965.0
2015/2/15,15627.0
2015/2/16,14122.0
2015/2/17,13121.0
2015/2/18,12391.0
2015/2/19,10818.0
2015/2/20,11304.0
2015/2/21,11682.0
2015/2/22,12032.0
2015/2/23,12913.0
2015/2/24,13848.0
2015/2/25,16156.0
2015/2/26,17046.0
2015/2/27,18008.0
2015/2/28,18766.0
2015/3/1,17645.0
2015/3/2,19789.0
2015/3/3,19689.0
2015/3/4,19933.0
2015/3/5,20509.0
2015/3/6,20483.0
2015/3/7,18065.0
2015/3/8,17699.0
2015/3/9,20363.0
2015/3/10,20661.0
2015/3/11,20594.0
2015/3/12,20745.0
2015/3/13,19852.0
2015/3/14,17296.0
2015/3/15,16620.0
2015/3/16,18812.0
2015/3/17,18241.0
2015/3/18,18155.0
2015/3/19,18338.0
2015/3/20,18351.0
2015/3/21,16531.0
2015/3/22,15767.0
2015/3/23,18096.0
2015/3/24,18115.0
2015/3/25,17928.0
2015/3/26,17790.0
2015/3/27,18218.0
2015/3/28,16228.0
2015/3/29,15199.0
2015/3/30,17753.0
2015/3/31,17222.0
2015/4/1,17070.0
2015/4/2,17070.0
2015/4/3,17322.0
2015/4/4,13402.0
2015/4/5,13790.0
2015/4/6,15515.0
2015/4/7,16981.0
2015/4/8,18776.0
2015/4/9,18546.0
2015/4/10,17404.0
2015/4/11,16023.0
2015/4/12,15116.0
2015/4/13,17434.0
2015/4/14,17389.0
2015/4/15,17070.0
2015/4/16,16718.0
2015/4/17,17022.0
2015/4/18,15880.0
2015/4/19,14921.0
2015/4/20,17254.0
2015/4/21,17097.0
2015/4/22,16970.0
2015/4/23,16909.0
2015/4/24,17145.0
2015/4/25,15739.0
2015/4/26,14978.0
2015/4/27,17161.0
2015/4/28,17559.0
2015/4/29,17731.0
2015/4/30,17731.0
2015/5/1,13156.0
2015/5/2,14040.0
2015/5/3,14720.0
2015/5/4,17095.0
2015/5/5,17159.0
2015/5/6,17202.0
2015/5/7,17165.0
2015/5/8,17428.0
2015/5/9,16167.0
2015/5/10,15114.0
2015/5/11,17458.0
2015/5/12,17521.0
2015/5/13,17696.0
2015/5/14,17850.0
2015/5/15,17852.0
2015/5/16,16081.0
2015/5/17,15220.0
2015/5/18,18234.0
2015/5/19,18114.0
2015/5/20,17967.0
2015/5/21,17827.0
2015/5/22,17640.0
2015/5/23,16406.0
2015/5/24,15217.0
2015/5/25,17919.0
2015/5/26,17781.0
2015/5/27,18031.0
