16279.0	16424.0	16291.0	16987.0	14076.0	15172.0	18064.0	0	0	5	
15572.0	16279.0	16424.0	16291.0	16987.0	14076.0	15172.0	0	1	6	
14924.0	15572.0	16279.0	16424.0	16291.0	16987.0	14076.0	0	1	7	
14039.0	14924.0	15572.0	16279.0	16424.0	16291.0	16987.0	0	0	1	
15845.0	14039.0	14924.0	15572.0	16279.0	16424.0	16291.0	0	0	2	
15524.0	15845.0	14039.0	14924.0	15572.0	16279.0	16424.0	0	0	3	
15986.0	15524.0	15845.0	14039.0	14924.0	15572.0	16279.0	0	0	4	
16561.0	15986.0	15524.0	15845.0	14039.0	14924.0	15572.0	0	0	5	
17037.0	16561.0	15986.0	15524.0	15845.0	14039.0	14924.0	0	1	6	
15119.0	17037.0	16561.0	15986.0	15524.0	15845.0	14039.0	0	0	7	
15926.0	15119.0	17037.0	16561.0	15986.0	15524.0	15845.0	0	0	1	
16178.0	15926.0	15119.0	17037.0	16561.0	15986.0	15524.0	0	0	2	
15527.0	16178.0	15926.0	15119.0	17037.0	16561.0	15986.0	0	0	3	
14961.0	15527.0	16178.0	15926.0	15119.0	17037.0	16561.0	1	0	4	
11269.0	14961.0	15527.0	16178.0	15926.0	15119.0	17037.0	1	0	5	
11382.0	11269.0	14961.0	15527.0	16178.0	15926.0	15119.0	1	1	6	
11294.0	11382.0	11269.0	14961.0	15527.0	16178.0	15926.0	1	1	7	
12009.0	11294.0	11382.0	11269.0	14961.0	15527.0	16178.0	1	0	1	
12954.0	12009.0	11294.0	11382.0	11269.0	14961.0	15527.0	1	0	2	
12708.0	12954.0	12009.0	11294.0	11382.0	11269.0	14961.0	1	0	3	
13328.0	12708.0	12954.0	12009.0	11294.0	11382.0	11269.0	1	0	4	
13679.0	13328.0	12708.0	12954.0	12009.0	11294.0	11382.0	0	0	5	
14596.0	13679.0	13328.0	12708.0	12954.0	12009.0	11294.0	0	0	6	
14383.0	14596.0	13679.0	13328.0	12708.0	12954.0	12009.0	0	1	7	
13583.0	14383.0	14596.0	13679.0	13328.0	12708.0	12954.0	0	0	1	
14776.0	13583.0	14383.0	14596.0	13679.0	13328.0	12708.0	0	0	2	
14575.0	14776.0	13583.0	14383.0	14596.0	13679.0	13328.0	0	0	3	
14673.0	14575.0	14776.0	13583.0	14383.0	14596.0	13679.0	0	0	4	
14644.0	14673.0	14575.0	14776.0	13583.0	14383.0	14596.0	0	0	5	
15031.0	14644.0	14673.0	14575.0	14776.0	13583.0	14383.0	0	1	6	
13547.0	15031.0	14644.0	14673.0	14575.0	14776.0	13583.0	0	1	7	
13010.0	13547.0	15031.0	14644.0	14673.0	14575.0	14776.0	0	0	1	
14686.0	13010.0	13547.0	15031.0	14644.0	14673.0	14575.0	0	0	2	
14682.0	14686.0	13010.0	13547.0	15031.0	14644.0	14673.0	0	0	3	
14635.0	14682.0	14686.0	13010.0	13547.0	15031.0	14644.0	0	0	4	
14761.0	14635.0	14682.0	14686.0	13010.0	13547.0	15031.0	0	0	5	
14839.0	14761.0	14635.0	14682.0	14686.0	13010.0	13547.0	0	1	6	
13847.0	14839.0	14761.0	14635.0	14682.0	14686.0	13010.0	0	1	7	
13353.0	13847.0	14839.0	14761.0	14635.0	14682.0	14686.0	0	0	1	
14715.0	13353.0	13847.0	14839.0	14761.0	14635.0	14682.0	0	0	2	
14866.0	14715.0	13353.0	13847.0	14839.0	14761.0	14635.0	0	0	3	
14981.0	14866.0	14715.0	13353.0	13847.0	14839.0	14761.0	0	0	4	
15160.0	14981.0	14866.0	14715.0	13353.0	13847.0	14839.0	0	0	5	
15250.0	15160.0	14981.0	14866.0	14715.0	13353.0	13847.0	0	1	6	
14067.0	15250.0	15160.0	14981.0	14866.0	14715.0	13353.0	0	1	7	
13050.0	14067.0	15250.0	15160.0	14981.0	14866.0	14715.0	0	0	1	
14720.0	13050.0	14067.0	15250.0	15160.0	14981.0	14866.0	0	0	2	
14653.0	14720.0	13050.0	14067.0	15250.0	15160.0	14981.0	0	0	3	
nan	14653.0	14720.0	13050.0	14067.0	15250.0	15160.0	0	0	4	
14714.0	nan	14653.0	14720.0	13050.0	14067.0	15250.0	0	0	5	
14646.0	14714.0	nan	14653.0	14720.0	13050.0	14067.0	0	1	6	
13991.0	14646.0	14714.0	nan	14653.0	14720.0	13050.0	0	1	7	
13616.0	13991.0	14646.0	14714.0	nan	14653.0	14720.0	0	0	1	
15294.0	13616.0	13991.0	14646.0	14714.0	nan	14653.0	0	0	2	
14965.0	15294.0	13616.0	13991.0	14646.0	14714.0	nan	0	0	3	
14651.0	14965.0	15294.0	13616.0	13991.0	14646.0	14714.0	0	0	4	
14865.0	14651.0	14965.0	15294.0	13616.0	13991.0	14646.0	0	0	5	
15462.0	14865.0	14651.0	14965.0	15294.0	13616.0	13991.0	0	1	6	
13441.0	15462.0	14865.0	14651.0	14965.0	15294.0	13616.0	0	1	7	
13470.0	13441.0	15462.0	14865.0	14651.0	14965.0	15294.0	0	0	1	
16299.0	13470.0	13441.0	15462.0	14865.0	14651.0	14965.0	0	0	2	
17172.0	16299.0	13470.0	13441.0	15462.0	14865.0	14651.0	0	0	3	
17408.0	17172.0	16299.0	13470.0	13441.0	15462.0	14865.0	0	0	4	
17539.0	17408.0	17172.0	16299.0	13470.0	13441.0	15462.0	0	0	5	
18034.0	17539.0	17408.0	17172.0	16299.0	13470.0	13441.0	0	1	6	
16071.0	18034.0	17539.0	17408.0	17172.0	16299.0	13470.0	0	1	7	
14689.0	16071.0	18034.0	17539.0	17408.0	17172.0	16299.0	0	0	1	
16016.0	14689.0	16071.0	18034.0	17539.0	17408.0	17172.0	0	0	2	
15367.0	16016.0	14689.0	16071.0	18034.0	17539.0	17408.0	0	0	3	
15254.0	15367.0	16016.0	14689.0	16071.0	18034.0	17539.0	0	0	4	
14923.0	15254.0	15367.0	16016.0	14689.0	16071.0	18034.0	0	0	5	
15192.0	14923.0	15254.0	15367.0	16016.0	14689.0	16071.0	0	1	6	
14723.0	15192.0	14923.0	15254.0	15367.0	16016.0	14689.0	0	1	7	
14810.0	14723.0	15192.0	14923.0	15254.0	15367.0	16016.0	0	0	1	
17048.0	14810.0	14723.0	15192.0	14923.0	15254.0	15367.0	0	0	2	
16557.0	17048.0	14810.0	14723.0	15192.0	14923.0	15254.0	0	0	3	
16704.0	16557.0	17048.0	14810.0	14723.0	15192.0	14923.0	0	0	4	
17243.0	16704.0	16557.0	17048.0	14810.0	14723.0	15192.0	0	0	5	
16633.0	17243.0	16704.0	16557.0	17048.0	14810.0	14723.0	0	1	6	
15780.0	16633.0	17243.0	16704.0	16557.0	17048.0	14810.0	0	1	7	
14981.0	15780.0	16633.0	17243.0	16704.0	16557.0	17048.0	0	0	1	
16178.0	14981.0	15780.0	16633.0	17243.0	16704.0	16557.0	0	0	2	
16184.0	16178.0	14981.0	15780.0	16633.0	17243.0	16704.0	0	0	3	
16609.0	16184.0	16178.0	14981.0	15780.0	16633.0	17243.0	0	0	4	
16749.0	16609.0	16184.0	16178.0	14981.0	15780.0	16633.0	0	0	5	
16258.0	16749.0	16609.0	16184.0	16178.0	14981.0	15780.0	0	1	6	
15176.0	16258.0	16749.0	16609.0	16184.0	16178.0	14981.0	0	1	7	
15041.0	15176.0	16258.0	16749.0	16609.0	16184.0	16178.0	0	0	1	
16514.0	15041.0	15176.0	16258.0	16749.0	16609.0	16184.0	0	0	2	
17560.0	16514.0	15041.0	15176.0	16258.0	16749.0	16609.0	0	0	3	
17215.0	17560.0	16514.0	15041.0	15176.0	16258.0	16749.0	0	0	4	
17592.0	17215.0	17560.0	16514.0	15041.0	15176.0	16258.0	0	0	5	
18229.0	17592.0	17215.0	17560.0	16514.0	15041.0	15176.0	0	1	6	
17748.0	18229.0	17592.0	17215.0	17560.0	16514.0	15041.0	0	1	7	
17223.0	17748.0	18229.0	17592.0	17215.0	17560.0	16514.0	0	0	1	
18821.0	17223.0	17748.0	18229.0	17592.0	17215.0	17560.0	0	0	2	
18063.0	18821.0	17223.0	17748.0	18229.0	17592.0	17215.0	0	0	3	
17318.0	18063.0	18821.0	17223.0	17748.0	18229.0	17592.0	0	0	4	
16523.0	17318.0	18063.0	18821.0	17223.0	17748.0	18229.0	0	0	5	
17062.0	16523.0	17318.0	18063.0	18821.0	17223.0	17748.0	0	1	6	
16713.0	17062.0	16523.0	17318.0	18063.0	18821.0	17223.0	0	1	7	
17599.0	16713.0	17062.0	16523.0	17318.0	18063.0	18821.0	0	0	1	
19059.0	17599.0	16713.0	17062.0	16523.0	17318.0	18063.0	0	0	2	
18374.0	19059.0	17599.0	16713.0	17062.0	16523.0	17318.0	0	0	3	
17734.0	18374.0	19059.0	17599.0	16713.0	17062.0	16523.0	0	0	4	
17662.0	17734.0	18374.0	19059.0	17599.0	16713.0	17062.0	1	0	5	
