"","date","max_load","average_c","Y","sin1theta","sin2theta","cos1theta","cos2theta","FDL_lag1","FDL_lag3","FDL_lag7","weekday","degree_lag1","degree_lag7","hol","cool_lag0","heat_lag0","cool_lag1","heat_lag1","cool_lag7","heat_lag7","CJ","GQ"
"1","2011-01-01",16544,4,1,0.0172133561558347,0.0344216116227457,0.999851839209116,0.999407400739705,19378,18190,18107,"星期六",4,4,"小长假",0,1.8,0,1.8,0,1.8,0,0
"2","2011-01-02",17685,4,2,0.0344216116227457,0.0688024268023199,0.999407400739705,0.997630305306586,16544,18994,17506,"星期日",4,4,"周末",0,1.8,0,1.8,0,1.8,0,0
"3","2011-01-03",19185,4.5,3,0.0516196672232538,0.103101697447435,0.998666816288476,0.994670819911521,17685,19378,18928,"星期一",4,4,"周末",0,1.5125,0,1.8,0,1.8,0,0
"4","2011-01-04",20386,3.5,4,0.0688024268023199,0.137278772113265,0.997630305306586,0.990532452132223,19185,16544,18410,"星期二",4.5,4,"工作日",0,2.1125,0,1.5125,0,1.8,0,0
"5","2011-01-05",21077,2.5,5,0.0859647987374465,0.171293144181478,0.996298174934608,0.985220106756061,20386,17685,18190,"星期三",3.5,4,"工作日",0,2.8125,0,2.1125,0,1.8,0,0
"6","2011-01-06",21172,3,6,0.103101697447435,0.205104499868619,0.994670819911521,0.978740079966915,21077,19185,18994,"星期四",2.5,4,"工作日",0,2.45,0,2.8125,0,1.8,0,0
"7","2011-01-07",21068,4.5,7,0.120208044899353,0.23867276600595,0.99274872245774,0.97110005188295,21172,20386,19378,"星期五",3,4,"工作日",0,1.5125,0,2.45,0,1.8,0,0
"8","2011-01-08",18982,5.5,8,0.137278772113265,0.271958157534106,0.990532452132223,0.962309077454149,21068,21077,16544,"星期六",4.5,4,"周末",0,1.0125,0,1.5125,0,1.8,0,0
"9","2011-01-09",19348,3.5,9,0.154308820664281,0.304921224656289,0.988022665663698,0.952377575730397,18982,21172,17685,"星期日",5.5,4,"周末",0,2.1125,0,1.0125,0,1.8,0,0
"10","2011-01-10",20971,2.5,10,0.171293144181478,0.337522899594113,0.985220106756061,0.941317317512847,19348,21068,19185,"星期一",3.5,4.5,"工作日",0,2.8125,0,2.1125,0,1.5125,0,0
"11","2011-01-11",21435,4,11,0.188226709843244,0.369724542890673,0.982125605868001,0.929141411403174,20971,18982,20386,"星期二",2.5,3.5,"工作日",0,1.8,0,2.8125,0,2.1125,0,0
"12","2011-01-12",21061,5,12,0.205104499868619,0.401487989205973,0.978740079966915,0.915864288267287,21435,19348,21077,"星期三",4,2.5,"工作日",0,1.25,0,1.8,0,2.8125,0,0
"13","2011-01-13",20534,3,13,0.221921513004165,0.432775592550431,0.975064532257195,0.901501684131884,21061,20971,21172,"星期四",5,3,"工作日",0,2.45,0,1.25,0,2.45,0,0
"14","2011-01-14",20497,1.5,14,0.23867276600595,0.463550270902851,0.97110005188295,0.886070621534138,20534,21435,21068,"星期五",3,4.5,"工作日",0,3.6125,0,2.45,0,1.5125,0,0
"15","2011-01-15",20303,1,15,0.255353295116187,0.493775550159977,0.966847813605277,0.869589389346611,20497,21061,18982,"星期六",1.5,5.5,"周末",0,4.05,0,3.6125,0,1.0125,0,0
"16","2011-01-16",20067,2,16,0.271958157534106,0.52341560736555,0.962309077454149,0.852077521101309,20303,20534,19348,"星期日",1,3.5,"周末",0,3.2,0,4.05,0,2.1125,0,0
"17","2011-01-17",21325,2,17,0.288482432880609,0.55243531316762,0.957485188355039,0.83355577183857,20067,20497,20971,"星期一",2,2.5,"工作日",0,3.2,0,3.2,0,2.8125,0,0
"18","2011-01-18",21858,2,18,0.304921224656289,0.580800273453801,0.952377575730397,0.814046093508218,21325,20303,21435,"星期二",2,4,"工作日",0,3.2,0,3.2,0,1.8,0,0
"19","2011-01-19",21786,2,19,0.321269661692364,0.608476870115126,0.946987753076075,0.793571608952147,21858,20067,21061,"星期三",2,5,"工作日",0,3.2,0,3.2,0,1.25,0,0
"20","2011-01-20",21922,2,20,0.337522899594113,0.635432300890177,0.941317317512847,0.772156584499164,21786,21325,20534,"星期四",2,3,"工作日",0,3.2,0,3.2,0,2.45,0,0
"21","2011-01-21",20934,2,21,0.353676122176372,0.661634618242278,0.935367949313148,0.749826401204569,21922,21858,20497,"星期五",2,1.5,"工作日",0,3.2,0,3.2,0,3.6125,0,0
"22","2011-01-22",19115,2,22,0.369724542890673,0.687052767223667,0.929141411403174,0.726607524768566,20934,21786,20303,"星期六",2,1,"周末",0,3.2,0,3.2,0,4.05,0,0
"23","2011-01-23",18610,2,23,0.385663406243607,0.711656622281775,0.922639548840488,0.702527474169157,19115,21922,20067,"星期日",2,2,"周末",0,3.2,0,3.2,0,3.2,0,0
"24","2011-01-24",20128,2,24,0.401487989205973,0.735417022963985,0.915864288267287,0.677614789046689,18610,20934,21325,"星期一",2,2,"工作日",0,3.2,0,3.2,0,3.2,0,0
"25","2011-01-25",19514,2,25,0.417193602612317,0.758305808478562,0.908817637339503,0.651898995878713,20128,19115,21858,"星期二",2,2,"工作日",0,3.2,0,3.2,0,3.2,0,0
"26","2011-01-26",19509,4.5,26,0.432775592550431,0.780295851070775,0.901501684131884,0.625410572985246,19514,18610,21786,"星期三",2,2,"工作日",0,1.5125,0,3.2,0,3.2,0,0
"27","2011-01-27",18597,4.5,27,0.448229341740411,0.801361088174677,0.893918596519257,0.598180914405916,19509,20128,21922,"星期四",4.5,2,"工作日",0,1.5125,0,1.5125,0,3.2,0,0
"28","2011-01-28",18832,4.5,28,0.463550270902851,0.821476553302414,0.886070621534138,0.570242292691787,18597,19514,20934,"星期五",4.5,2,"工作日",0,1.5125,0,1.5125,0,3.2,0,0
"29","2011-01-29",17189,1,29,0.478733840115788,0.840618405634478,0.877960084700888,0.541627820655981,18832,19509,19115,"星期六",4.5,2,"周末",0,4.05,0,1.5125,0,3.2,1,0
"30","2011-01-30",17139,0.5,30,0.493775550159977,0.858763958275803,0.869589389346611,0.512371412128424,17189,18597,18610,"星期日",1,2,"工作日",0,4.5125,0,4.05,0,3.2,1,0
"31","2011-01-31",15964,2.5,31,0.508670943852104,0.875891705144243,0.860961015888994,0.482507741761218,17139,18832,20128,"星期一",0.5,2,"工作日",0,2.8125,0,4.5125,0,3.2,1,0
"32","2011-02-01",14640,5,32,0.52341560736555,0.891981346459549,0.852077521101309,0.452072203932304,15964,17189,19514,"星期二",2.5,2,"工作日",0,1.25,0,2.8125,0,3.2,1,0
"33","2011-02-02",12790,6.5,33,0.5380051715383,0.907013812802636,0.842941537354783,0.42110087079609,14640,17139,19509,"星期三",5,4.5,"小长假",0,0.6125,0,1.25,0,1.5125,1,0
"34","2011-02-03",12152,8,34,0.55243531316762,0.920971287716635,0.83355577183857,0.389630449530788,12790,15964,18597,"星期四",6.5,4.5,"小长假",0,0.2,0,0.6125,0,1.5125,1,0
"35","2011-02-04",11797,9,35,0.566701756291118,0.933837228822925,0.823923005757554,0.357698238833125,12152,14640,18832,"星期五",8,4.5,"小长假",0,0.05,0,0.2,0,1.5125,1,0
"36","2011-02-05",11900,10,36,0.580800273453801,0.945596387427143,0.814046093508218,0.32534208471198,11797,12790,17189,"星期六",9,1,"周末",0,0,0,0.05,0,4.05,1,0
"37","2011-02-06",12049,10.5,37,0.594726686960763,0.956234826591906,0.803927961832821,0.292600335633348,11900,12152,17139,"星期日",10,0.5,"周末",0,0,0,0,0,4.5125,1,0
"38","2011-02-07",12408,12.5,38,0.608476870115126,0.965739937654855,0.793571608952147,0.2595117970698,12049,11797,15964,"星期一",10.5,2.5,"周末",0,0,0,0,0,2.8125,1,0
"39","2011-02-08",12590,12.5,39,0.622046748440867,0.97410045517242,0.782980103677063,0.226115685508288,12408,11900,14640,"星期二",12.5,5,"周末",0,0,0,0,0,1.25,1,0
"40","2011-02-09",14822,6.5,40,0.635432300890177,0.981306470271609,0.772156584499164,0.19245158197083,12590,12049,12790,"星期三",12.5,6.5,"工作日",0,0.6125,0,0,0,0.6125,1,0
"41","2011-02-10",17306,3,41,0.648629561034981,0.987349442393986,0.761104258660775,0.158559385103135,14822,12408,12152,"星期四",6.5,8,"工作日",0,2.45,0,0.6125,0,0.2,1,0
"42","2011-02-11",17546,2.5,42,0.661634618242278,0.992222209417932,0.749826401204569,0.124479263886789,17306,12590,11797,"星期五",3,9,"工作日",0,2.8125,0,2.45,0,0.05,1,0
"43","2011-02-12",17848,2.5,43,0.674443618832945,0.995918996147179,0.738326354003107,0.0902516100310412,17546,14822,11900,"星期六",2.5,10,"工作日",0,2.8125,0,2.8125,0,0,0,0
"44","2011-02-13",17487,2,44,0.687052767223667,0.998435421155564,0.726607524768566,0.0559169901006035,17848,17306,12049,"星期日",2.5,10.5,"周末",0,3.2,0,2.8125,0,0,0,0
"45","2011-02-14",19231,1.5,45,0.699458327051647,0.999768501979891,0.714673386042961,0.0215160974362223,17487,17546,12408,"星期一",2,12.5,"工作日",0,3.6125,0,3.2,0,0,0,0
"46","2011-02-15",19428,4.5,46,0.711656622281775,0.999916658654738,0.702527474169157,-0.0129102960750088,19231,17848,12590,"星期二",1.5,12.5,"工作日",0,1.5125,0,3.6125,0,0,0,0
"47","2011-02-16",19714,7,47,0.723644038295912,0.998879715585034,0.690173388242972,-0.0473213883224319,19428,17487,14822,"星期三",4.5,6.5,"工作日",0,0.45,0,1.5125,0,0.6125,0,0
"48","2011-02-17",19852,4,48,0.735417022963985,0.99665890175417,0.677614789046689,-0.0816763953304224,19714,19231,17306,"星期四",7,3,"工作日",0,1.8,0,0.45,0,2.45,0,0
"49","2011-02-18",19706,4,49,0.746972087696555,0.993256849267414,0.664855397964286,-0.1159345995955,19852,19428,17546,"星期五",4,2.5,"工作日",0,1.8,0,1.8,0,2.8125,0,0
"50","2011-02-19",17849,5.5,50,0.758305808478562,0.98867759023234,0.651898995878713,-0.150055398344653,19706,19714,17848,"星期六",4,2.5,"周末",0,1.0125,0,1.8,0,2.8125,0,0
"51","2011-02-20",16814,6.5,51,0.769414826883938,0.982926551979982,0.638749422051527,-0.18399835165768,17849,19852,17487,"星期日",5.5,2,"周末",0,0.6125,0,1.0125,0,3.2,0,0
"52","2011-02-21",18746,8.5,52,0.780295851070775,0.976010550632368,0.625410572985246,-0.217723230396532,16814,19706,19231,"星期一",6.5,1.5,"工作日",0,0.1125,0,0.6125,0,3.6125,0,0
"53","2011-02-22",18087,10,53,0.790945656756777,0.967937783024064,0.611886401268724,-0.251190063884819,18746,17849,19428,"星期二",8.5,4.5,"工作日",0,0,0,0.1125,0,1.5125,0,0
"54","2011-02-23",17225,12,54,0.801361088174677,0.958717816987296,0.598180914405916,-0.284359187281003,18087,16814,19714,"星期三",10,7,"工作日",0,0,0,0,0,0.45,0,0
"55","2011-02-24",16888,13.5,55,0.811539059007361,0.948361580012172,0.584298173628368,-0.317191288589106,17225,18746,19852,"星期四",12,4,"工作日",0,0,0,0,0,1.8,0,0
"56","2011-02-25",17780,11,56,0.821476553302414,0.936881346295432,0.570242292691787,-0.349647455251228,16888,18087,19706,"星期五",13.5,4,"工作日",0,0,0,0,0,1.8,0,0
"57","2011-02-26",16256,13,57,0.831170626365808,0.924290722193093,0.556017436657045,-0.381689220266659,17780,17225,17849,"星期六",11,5.5,"周末",0,0,0,0,0,1.0125,0,0
"58","2011-02-27",15252,13.5,58,0.840618405634478,0.910604630094216,0.541627820655981,-0.413278607782904,16256,16888,16814,"星期日",13,6.5,"周末",0,0,0,0,0,0.6125,0,0
"59","2011-02-28",18655,5.5,59,0.849817091527528,0.895839290734909,0.527077708642372,-0.444378178104613,15252,17780,18746,"星期一",13.5,8.5,"工作日",0,1.0125,0,0,0,0.1125,0,0
"60","2011-03-01",19727,3,60,0.858763958275803,0.880012203973536,0.512371412128424,-0.47495107206705,18655,16256,18087,"星期二",5.5,10,"工作日",0,2.45,0,1.0125,0,0,0,0
"61","2011-03-02",19129,4.5,61,0.867456354729597,0.863142128049911,0.497513288907181,-0.50496105472152,19727,15252,17225,"星期三",3,12,"工作日",0,1.5125,0,2.45,0,0,0,0
"62","2011-03-03",18637,5,62,0.875891705144243,0.845249057353063,0.482507741761218,-0.534372558280979,19129,18655,16888,"星期四",4.5,13.5,"工作日",0,1.25,0,1.5125,0,0,0,0
"63","2011-03-04",18556,6.5,63,0.884067509943364,0.82635419872391,0.467359217158002,-0.563150724274919,18637,19727,17780,"星期五",5,11,"工作日",0,0.6125,0,1.25,0,0,0,0
"64","2011-03-05",16852,10,64,0.891981346459549,0.806479946320945,0.452072203932304,-0.591261444863578,18556,19129,16256,"星期六",6.5,13,"周末",0,0,0,0.6125,0,0,0,0
"65","2011-03-06",16609,7,65,0.899630869652243,0.785649855078715,0.436651231956064,-0.618671403262503,16852,18637,15252,"星期日",10,13.5,"周末",0,0.45,0,0,0,0,0,0
"66","2011-03-07",18442,6,66,0.907013812802636,0.763888612790543,0.42110087079609,-0.64534811322955,16609,18556,18655,"星期一",7,5.5,"工作日",0,0.8,0,0.45,0,1.0125,0,0
"67","2011-03-08",17812,10,67,0.914127988185334,0.741222010848596,0.405425728359997,-0.671259957567531,18442,16852,19727,"星期二",6,3,"工作日",0,0,0,0.8,0,2.45,0,0
"68","2011-03-09",17873,8.5,68,0.920971287716635,0.717676913675962,0.389630449530788,-0.696376225596872,17812,16609,19129,"星期三",10,4.5,"工作日",0,0.1125,0,0,0,1.5125,0,0
"69","2011-03-10",17420,9.5,69,0.927541683579197,0.693281226886978,0.373719714790469,-0.720667149553861,17873,18442,18637,"星期四",8.5,5,"工作日",0,0.0125,0,0.1125,0,1.25,0,0
"70","2011-03-11",17235,13,70,0.933837228822925,0.668063864213533,0.357698238833125,-0.744103939871361,17420,17812,18556,"星期五",9.5,6.5,"工作日",0,0,0,0.0125,0,0.6125,0,0
"71","2011-03-12",16029,13.5,71,0.939856057941895,0.642054713236564,0.341570769167856,-0.766658819300159,17235,17873,16852,"星期六",13,10,"周末",0,0,0,0,0,0,0,0
"72","2011-03-13",15165,13,72,0.945596387427143,0.615284599963328,0.32534208471198,-0.788305055830525,16029,17420,16609,"星期日",13.5,7,"周末",0,0,0,0,0,0.45,0,0
"73","2011-03-14",17657,9,73,0.951056516295154,0.587785252292473,0.309016994374947,-0.809016994374947,15165,17235,18442,"星期一",13,6,"工作日",0,0.05,0,0,0,0.8,0,0
"74","2011-03-15",18450,5.5,74,0.956234826591906,0.559589262410176,0.292600335633348,-0.828770087174504,17657,16029,17812,"星期二",9,10,"工作日",0,1.0125,0,0.05,0,0,0,0
"75","2011-03-16",17927,8,75,0.961129783872301,0.530730048161933,0.276096973097469,-0.847540922892831,18450,15165,17873,"星期三",5.5,8.5,"工作日",0,0.2,0,1.0125,0,0.1125,0,0
"76","2011-03-17",16882,11,76,0.965739937654855,0.501241813445776,0.2595117970698,-0.865307254363206,17927,17657,17420,"星期四",8,9.5,"工作日",0,0,0,0.2,0,0.0125,0,0
"77","2011-03-18",17486,12,77,0.970063921851507,0.471159507673864,0.242849722095936,-0.882048024955854,16882,18450,17235,"星期五",11,13,"工作日",0,0,0,0,0,0,0,0
"78","2011-03-19",16009,14,78,0.97410045517242,0.440518784350495,0.226115685508288,-0.897743393534234,17486,17927,16029,"星期六",12,13.5,"周末",0,0,0,0,0,0,0,0
"79","2011-03-20",15469,11.5,79,0.977848341505657,0.409355958815621,0.209314645963048,-0.912374757970727,16009,16882,15165,"星期日",14,13,"周末",0,0,0,0,0,0,0,0
"80","2011-03-21",18532,6.5,80,0.981306470271609,0.377707965203965,0.19245158197083,-0.92592477719385,15469,17486,17657,"星期一",11.5,9,"工作日",0,0.6125,0,0,0,0.05,0,0
"81","2011-03-22",18891,6,81,0.984473816752092,0.345612312670734,0.175531490421428,-0.938377391740864,18532,16009,18450,"星期二",6.5,5.5,"工作日",0,0.8,0,0.6125,0,1.0125,0,0
"82","2011-03-23",17850,9.5,82,0.987349442393986,0.313107040935827,0.158559385103135,-0.949717842791432,18891,15469,17927,"星期三",6,8,"工作日",0,0.0125,0,0.8,0,0.2,0,0
"83","2011-03-24",17159,10.5,83,0.989932495087353,0.280230675199216,0.141540295217043,-0.959932689659745,17850,18532,16882,"星期四",9.5,11,"工作日",0,0,0,0.0125,0,0,0,0
"84","2011-03-25",17392,9,84,0.992222209417932,0.247022180480936,0.124479263886789,-0.969009825724406,17159,18891,17486,"星期五",10.5,12,"工作日",0,0.05,0,0,0,0,0,0
"85","2011-03-26",15913,11,85,0.994217906893952,0.213520915439796,0.107381346664163,-0.976938492777182,17392,17850,16009,"星期六",9,14,"周末",0,0,0,0.05,0,0,0,0
"86","2011-03-27",15103,12.5,86,0.995918996147179,0.179766585725562,0.0902516100310412,-0.98370929377361,15913,17159,15469,"星期日",11,11.5,"周末",0,0,0,0,0,0,0,0
"87","2011-03-28",16688,14,87,0.997324973108155,0.145799196919875,0.0730951298980778,-0.989314203970366,15103,17392,18532,"星期一",12.5,6.5,"工作日",0,0,0,0,0,0.6125,0,0
"88","2011-03-29",16766,10,88,0.998435421155564,0.111659007121695,0.0559169901006035,-0.993746580436178,16688,15913,18891,"星期二",14,6,"工作日",0,0,0,0,0,0.8,0,0
"89","2011-03-30",16793,11.5,89,0.999250011239683,0.077386479233463,0.0387222808921745,-0.997001169925015,16766,15103,17850,"星期三",10,9.5,"工作日",0,0,0,0,0,0.0125,0,0
"90","2011-03-31",16484,14,90,0.999768501979891,0.0430222330045306,0.0215160974362223,-0.99907411510223,16793,16688,17159,"星期四",11.5,10.5,"工作日",0,0,0,0,0,0,0,0
"91","2011-04-01",16218,15.5,91,0.99999073973619,0.0086069968886887,0.00430353829624429,-0.999962959116266,16484,16766,17392,"星期五",14,9,"工作日",0,0,0,0,0,0.05,0,0
"92","2011-04-02",16321,11.5,92,0.999916658654738,-0.0258184402271324,-0.0129102960750088,-0.999666648510511,16218,16793,15913,"星期六",15.5,11,"工作日",0,0,0,0,0,0,0,0
"93","2011-04-03",15298,7.5,93,0.999546280687357,-0.0602132773657928,-0.0301203048469081,-0.998185534471859,16321,16484,15103,"星期日",11.5,12.5,"周末",0,0.3125,0,0,0,0,0,0
"94","2011-04-04",14435,10.5,94,0.998879715585034,-0.0945367498171993,-0.0473213883224319,-0.995521372414475,15298,16218,16688,"星期一",7.5,14,"周末",0,0,0,0.3125,0,0,0,0
"95","2011-04-05",13811,12.5,95,0.997917160865392,-0.128748177452581,-0.0645084494493162,-0.99167731989929,14435,16321,16766,"星期二",10.5,10,"小长假",0,0,0,0,0,0,0,0
"96","2011-04-06",16363,15,96,0.99665890175417,-0.162807012938516,-0.0816763953304224,-0.986657932891657,13811,15298,16793,"星期三",12.5,11.5,"工作日",0,0,0,0,0,0,0,0
"97","2011-04-07",16990,13,97,0.995105311100698,-0.196672889793576,-0.0988201387328714,-0.980469160361632,16363,14435,16484,"星期四",15,14,"工作日",0,0,0,0,0,0,0,0
"98","2011-04-08",16344,14,98,0.993256849267414,-0.230305670230612,-0.1159345995955,-0.973118337233262,16990,13811,16218,"星期五",13,15.5,"工作日",0,0,0,0,0,0,0,0
"99","2011-04-09",15323,16.5,99,0.991114063993455,-0.263665492728007,-0.133014706534196,-0.964614175691244,16344,16363,16321,"星期六",14,11.5,"周末",0,0,0,0,0,0,0,0
"100","2011-04-10",14454,17.5,100,0.98867759023234,-0.29671281927349,-0.150055398344653,-0.954966754855255,15323,16990,15298,"星期日",16.5,7.5,"周末",0,0,0,0,0,0.3125,0,0
"101","2011-04-11",16396,13,101,0.98594814996383,-0.32940848222453,-0.167051625502119,-0.944187508834199,14454,16344,14435,"星期一",17.5,10.5,"工作日",0,0,0,0,0,0,0,0
"102","2011-04-12",16132,16.5,102,0.982926551979982,-0.361713730729767,-0.18399835165768,-0.932289213174513,16396,15323,13811,"星期二",13,12.5,"工作日",0,0,0,0,0,0,0,0
"103","2011-04-13",16241,17.5,103,0.97961369164549,-0.393590276656466,-0.200890555130635,-0.919285969718611,16132,14454,16363,"星期三",16.5,15,"工作日",0,0,0,0,0,0,0,0
"104","2011-04-14",16194,22,104,0.976010550632368,-0.425000339969554,-0.217723230396532,-0.905193189891398,16241,16396,16990,"星期四",17.5,13,"工作日",0.25,0,0,0,0,0,0,0
"105","2011-04-15",16457,20,105,0.972118196629061,-0.455906693508459,-0.23449138957041,-0.890027576434677,16194,16132,16344,"星期五",22,14,"工作日",0,0,0.25,0,0,0,0,0
"106","2011-04-16",15307,14.5,106,0.967937783024064,-0.48627270710869,-0.251190063884819,-0.873807103611081,16457,16241,15323,"星期六",20,16.5,"周末",0,0,0,0,0,0,0,0
"107","2011-04-17",14262,17,107,0.963470548564149,-0.516062391015853,-0.267814305162174,-0.856550995901004,15307,16194,14454,"星期日",14.5,17.5,"周末",0,0,0,0,0,0,0,0
"108","2011-04-18",15979,15,108,0.958717816987296,-0.545240438540651,-0.284359187281003,-0.838279705217775,14262,16457,16396,"星期一",17,13,"工作日",0,0,0,0,0,0,0,0
"109","2011-04-19",16039,15,109,0.953680996630446,-0.573772267904324,-0.300819807635667,-0.81901488666808,15979,15307,16132,"星期二",15,16.5,"工作日",0,0,0,0,0,0,0,0
"110","2011-04-20",16028,18,110,0.948361580012172,-0.601624063224923,-0.317191288589106,-0.798779372886365,16039,14262,16241,"星期三",15,17.5,"工作日",0,0,0,0,0,0,0,0
"111","2011-04-21",16288,16.5,111,0.942761143390421,-0.628762814595834,-0.333468778918187,-0.777597146973627,16028,15979,16194,"星期四",18,22,"工作日",0,0,0,0,0.25,0,0,0
"112","2011-04-22",16536,13.5,112,0.936881346295432,-0.655156357209085,-0.349647455251228,-0.75549331407268,16288,16039,16457,"星期五",16.5,20,"工作日",0,0,0,0,0,0,0,0
"113","2011-04-23",15077,17,113,0.930723931037979,-0.680773409477016,-0.365722523497269,-0.732494071613579,16536,16028,15307,"星期六",13.5,14.5,"周末",0,0,0,0,0,0,0,0
"114","2011-04-24",14556,18.5,114,0.924290722193093,-0.705583610107177,-0.381689220266659,-0.70862667826446,15077,16288,14262,"星期日",17,17,"周末",0,0,0,0,0,0,0,0
"115","2011-04-25",16124,22,115,0.917583626059394,-0.729557554086488,-0.397542814282556,-0.683919421624611,14556,16536,15979,"星期一",18.5,15,"工作日",0.25,0,0,0,0,0,0,0
"116","2011-04-26",16256,24.5,116,0.910604630094216,-0.752666827532008,-0.413278607782904,-0.658401584698049,16124,15077,16039,"星期二",22,15,"工作日",1.265625,0,0.25,0,0,0,0,0
"117","2011-04-27",16399,17,117,0.903355802324684,-0.774884041367041,-0.428891937912483,-0.632103411187349,16256,14556,16028,"星期三",24.5,18,"工作日",0,0,1.265625,0,0,0,0,0
"118","2011-04-28",15800,18,118,0.895839290734909,-0.796182863782615,-0.444378178104613,-0.605056069648849,16399,16124,16288,"星期四",17,16.5,"工作日",0,0,0,0,0,0,0,0
"119","2011-04-29",16076,23,119,0.888057322629493,-0.816538051445916,-0.459732739452104,-0.577291616551728,15800,16256,16536,"星期五",18,13.5,"工作日",0.5625,0,0,0,0,0,0,0
"120","2011-04-30",14421,23,120,0.880012203973536,-0.835925479418636,-0.47495107206705,-0.54884295828472,16076,16399,15077,"星期六",23,17,"周末",0.5625,0,0.5625,0,0,0,0,0
"121","2011-05-01",12289,20.5,121,0.871706318709322,-0.854322169749827,-0.490028666429059,-0.519743812155516,14421,15800,14556,"星期日",23,18.5,"小长假",0.015625,0,0.5625,0,0,0,0,0
"122","2011-05-02",13225,18,122,0.863142128049911,-0.871706318709322,-0.50496105472152,-0.490028666429059,12289,16076,16124,"星期一",20.5,22,"周末",0,0,0.015625,0,0.25,0,0,0
"123","2011-05-03",16115,15.5,123,0.854322169749827,-0.888057322629493,-0.519743812155515,-0.459732739452105,13225,14421,16256,"星期二",18,24.5,"工作日",0,0,0,0,1.265625,0,0,0
"124","2011-05-04",15705,17.5,124,0.845249057353063,-0.903355802324684,-0.534372558280979,-0.428891937912484,16115,12289,16399,"星期三",15.5,17,"工作日",0,0,0,0,0,0,0,0
"125","2011-05-05",15843,21,125,0.835925479418637,-0.917583626059393,-0.548842958284719,-0.397542814282557,15705,13225,15800,"星期四",17.5,18,"工作日",0.0625,0,0,0,0,0,0,0
"126","2011-05-06",16360,23.5,126,0.82635419872391,-0.930723931037979,-0.563150724274919,-0.365722523497269,15843,16115,16076,"星期五",21,23,"工作日",0.765625,0,0.0625,0,0.5625,0,0,0
"127","2011-05-07",15858,26,127,0.816538051445916,-0.942761143390421,-0.577291616551727,-0.333468778918187,16360,15705,14421,"星期六",23.5,23,"周末",2.25,0,0.765625,0,0.5625,0,0,0
"128","2011-05-08",15380,27.5,128,0.806479946320945,-0.953680996630445,-0.591261444863578,-0.300819807635668,15858,15843,12289,"星期日",26,20.5,"周末",3.515625,0,2.25,0,0.015625,0,0,0
"129","2011-05-09",18070,28.5,129,0.796182863782616,-0.963470548564149,-0.605056069648849,-0.267814305162175,15380,16360,13225,"星期一",27.5,18,"工作日",4.5,0,3.515625,0,0,0,0,0
"130","2011-05-10",19334,26.5,130,0.785649855078715,-0.972118196629061,-0.618671403262503,-0.234491389570411,18070,15858,16115,"星期二",28.5,15.5,"工作日",2.640625,0,4.5,0,0,0,0,0
"131","2011-05-11",17288,20,131,0.774884041367041,-0.97961369164549,-0.632103411187349,-0.200890555130635,19334,15380,15705,"星期三",26.5,17.5,"工作日",0,0,2.640625,0,0,0,0,0
"132","2011-05-12",16934,20.5,132,0.763888612790543,-0.98594814996383,-0.64534811322955,-0.167051625502119,17288,18070,15843,"星期四",20,21,"工作日",0.015625,0,0,0,0.0625,0,0,0
"133","2011-05-13",16928,23,133,0.752666827532008,-0.991114063993455,-0.658401584698049,-0.133014706534196,16934,19334,16360,"星期五",20.5,23.5,"工作日",0.5625,0,0.015625,0,0.765625,0,0,0
"134","2011-05-14",15472,23.5,134,0.741222010848596,-0.995105311100697,-0.671259957567531,-0.0988201387328721,16928,17288,15858,"星期六",23,26,"周末",0.765625,0,0.5625,0,2.25,0,0,0
"135","2011-05-15",14618,24,135,0.729557554086487,-0.997917160865392,-0.683919421624611,-0.0645084494493162,15472,16934,15380,"星期日",23.5,27.5,"周末",1,0,0.765625,0,3.515625,0,0,0
"136","2011-05-16",17070,23.5,136,0.717676913675962,-0.999546280687357,-0.696376225596872,-0.0301203048469084,14618,16928,18070,"星期一",24,28.5,"工作日",0.765625,0,1,0,4.5,0,0,0
"137","2011-05-17",17561,25.5,137,0.705583610107178,-0.99999073973619,-0.70862667826446,0.00430353829624382,17070,15472,19334,"星期二",23.5,26.5,"工作日",1.890625,0,0.765625,0,2.640625,0,0,0
"138","2011-05-18",17457,26.5,138,0.693281226886978,-0.999250011239683,-0.720667149553861,0.038722280892174,17561,14618,17288,"星期三",25.5,20,"工作日",2.640625,0,1.890625,0,0,0,0,0
"139","2011-05-19",18060,27.5,139,0.680773409477016,-0.997324973108155,-0.732494071613579,0.0730951298980778,17457,17070,16934,"星期四",26.5,20.5,"工作日",3.515625,0,2.640625,0,0.015625,0,0,0
"140","2011-05-20",19311,28,140,0.668063864213533,-0.994217906893952,-0.744103939871361,0.107381346664163,18060,17561,16928,"星期五",27.5,23,"工作日",4,0,3.515625,0,0.5625,0,0,0
"141","2011-05-21",16118,22,141,0.655156357209085,-0.989932495087353,-0.75549331407268,0.141540295217043,19311,17457,15472,"星期六",28,23.5,"周末",0.25,0,4,0,0.765625,0,0,0
"142","2011-05-22",14295,18,142,0.642054713236564,-0.984473816752092,-0.766658819300159,0.175531490421428,16118,18060,14618,"星期日",22,24,"周末",0,0,0.25,0,1,0,0,0
"143","2011-05-23",15940,17,143,0.628762814595834,-0.977848341505657,-0.777597146973627,0.209314645963049,14295,19311,17070,"星期一",18,23.5,"工作日",0,0,0,0,0.765625,0,0,0
