,subTypeName,dealnum,close,open,low,average,dealamount,indate,high,deal
5076,湖北,0,25,23.95,23.95,0,0,2014/8/3,25,23.95
5077,重庆,0,30.74,30.74,30.74,0,0,2014/8/3,30.74,30.74
5078,北京,0,58,58,58,0,0,2014/8/2,58,58
5079,上海,0,48,48,48,0,0,2014/8/2,48,48
5080,广东,0,63.99,58.17,58.17,0,0,2014/8/2,63.99,52.39
5081,天津,0,22.09,22.09,22.09,0,0,2014/8/2,22.09,22.09
5082,SZ2013,0,56.05,56.05,56,0,0,2014/8/2,56.05,56.02
5083,湖北,0,25,23.95,23.95,0,0,2014/8/2,25,23.95
5084,重庆,0,30.74,30.74,30.74,0,0,2014/8/2,30.74,30.74
5085,北京,0,58,58,58,0,0,2014/8/1,58,58
5086,上海,0,48,48,48,0,0,2014/8/1,48,48
5087,广东,2830,63.99,58.17,58.17,0,148267,2014/8/1,63.99,52.39
5088,天津,220,22.09,22.09,22.09,0,4859,2014/8/1,22.09,22.09
5089,SZ2013,592,56.05,56.05,56,0,33166.1,2014/8/1,56.05,56.02
5090,湖北,22617,25,23.95,23.95,0,529922,2014/8/1,25,23.95
5091,重庆,0,30.74,30.74,30.74,0,0,2014/8/1,30.74,30.74
5092,北京,0,58,58,58,0,0,2014/7/31,58,58
5093,上海,0,48,48,48,0,0,2014/7/31,48,48
5094,广东,0,71.09,64.63,64.63,0,0,2014/7/31,71.09,71.09
5095,天津,200,23.88,23.88,23.88,0,4776,2014/7/31,23.88,23.88
5096,SZ2013,100,61.59,61.59,61.59,0,6159,2014/7/31,61.59,61.59
5097,湖北,26001,23.92,23.6,23.6,0,613574,2014/7/31,23.92,23.6
5098,重庆,0,30.74,30.74,30.74,0,0,2014/7/31,30.74,30.74
5099,北京,2000,58,58,58,0,116000,2014/7/30,58,58
5100,上海,0,48,48,48,0,0,2014/7/30,48,48
5101,广东,0,58.17,64.63,64.63,0,0,2014/7/30,71.09,71.02
5102,天津,400,23.69,23.69,23.69,0,9476,2014/7/30,23.69,23.69
5103,SZ2013,100,56,56,56,0,5600,2014/7/30,56,56
5104,湖北,30910,24,23.99,23.99,0,726502,2014/7/30,24,23.99
5105,重庆,0,30.74,30.74,30.74,0,0,2014/7/30,30.74,30.74
5106,北京,1500,60,60,60,0,90000,2014/7/29,60,60
5107,上海,0,48,48,48,0,0,2014/7/29,48,48
5108,广东,1993,58.17,64.63,64.63,0,141540,2014/7/29,71.09,71.02
5109,天津,260,22.27,22.27,22.27,0,5790,2014/7/29,22.27,22.27
5110,SZ2013,57,60,60,60,0,3420,2014/7/29,60,60
5111,湖北,26504,24,23.53,23.53,0,632730,2014/7/29,24,23.53
5112,重庆,0,30.74,30.74,30.74,0,0,2014/7/29,30.74,30.74
5113,北京,0,74.9,74.9,74.9,0,0,2014/7/28,74.9,74.9
5114,上海,0,48,48,48,0,0,2014/7/28,48,48
5115,广东,10,64.63,58.75,58.75,0,646.3,2014/7/28,64.63,64.63
5116,天津,200,22.02,22.02,22.02,0,4404,2014/7/28,22.02,22.02
5117,SZ2013,100,55,55,55,0,5500,2014/7/28,55,55
5118,湖北,28233,23.79,22.8,22.8,0,641926,2014/7/28,23.79,22.8
5119,重庆,0,30.74,30.74,30.74,0,0,2014/7/28,30.74,30.74
5120,北京,0,74.9,74.9,74.9,0,0,2014/7/27,74.9,74.9
5121,上海,0,48,48,48,0,0,2014/7/27,48,48
5122,广东,0,58.75,53.41,53.41,0,0,2014/7/27,58.75,58.75
5123,天津,0,19.29,19.29,19.29,0,0,2014/7/27,19.29,19.29
5124,SZ2013,0,56,56,56,0,0,2014/7/27,56,56
5125,湖北,0,23.25,23.13,23.13,0,0,2014/7/27,23.25,23.13
5126,重庆,0,30.74,30.74,30.74,0,0,2014/7/27,30.74,30.74
5127,北京,0,74.9,74.9,74.9,0,0,2014/7/26,74.9,74.9
5128,上海,0,48,48,48,0,0,2014/7/26,48,48
5129,广东,0,58.75,53.41,53.41,0,0,2014/7/26,58.75,58.75
5130,天津,0,19.29,19.29,19.29,0,0,2014/7/26,19.29,19.29
5131,SZ2013,0,56,56,56,0,0,2014/7/26,56,56
5132,湖北,0,23.25,23.13,23.13,0,0,2014/7/26,23.25,23.13
5133,重庆,0,30.74,30.74,30.74,0,0,2014/7/26,30.74,30.74
5134,北京,8000,74.9,74.9,74.9,0,599200,2014/7/25,74.9,74.9
5135,上海,0,48,48,48,0,0,2014/7/25,48,48
5136,广东,3000,58.75,53.41,53.41,0,176250,2014/7/25,58.75,58.75
5137,天津,110623,19.29,19.29,19.29,0,2134040,2014/7/25,19.29,19.29
5138,SZ2013,115,56,56,56,0,6440,2014/7/25,56,56
5139,湖北,28824,23.25,23.13,23.13,0,656495,2014/7/25,23.25,23.13
5140,重庆,0,30.74,30.74,30.74,0,0,2014/7/25,30.74,30.74
5141,北京,0,72,72,72,0,0,2014/7/24,72,72
5142,上海,0,48,48,48,0,0,2014/7/24,48,48
5143,广东,11,53.41,48.55,48.55,0,587.51,2014/7/24,53.41,53.41
5144,天津,659116,17,17,17,0,11207000,2014/7/24,17,17
5145,SZ2013,0,58,58,57,0,0,2014/7/24,58,57.62
5146,湖北,60062,23.8,21.18,21.18,0,1280040,2014/7/24,23.8,21.18
5147,重庆,0,30.74,30.74,30.74,0,0,2014/7/24,30.74,30.74
5148,北京,2000,72,72,72,0,144000,2014/7/23,72,72
5149,上海,0,48,48,48,0,0,2014/7/23,48,48
5150,广东,5001,48.55,44.14,44.14,0,198834,2014/7/23,48.55,39.76
5151,天津,4070,18.98,18.98,18.98,0,77261,2014/7/23,18.98,18.98
5152,SZ2013,650,58,58,57,0,37450,2014/7/23,58,57.62
5153,湖北,42168,23.65,23.12,23.12,0,992117,2014/7/23,23.65,23.12
5154,重庆,0,30.74,30.74,30.74,0,0,2014/7/23,30.74,30.74
5155,北京,200,72.5,72.5,72.5,0,14500,2014/7/22,72.5,72.5
5156,上海,0,48,48,48,0,0,2014/7/22,48,48
5157,广东,0,44.14,44.35,44.35,0,0,2014/7/22,45.2,44.14
5158,天津,1280,20,20,20,0,25600,2014/7/22,20,20
5159,SZ2013,0,58.5,59,58.5,0,0,2014/7/22,58.5,58.5
5160,湖北,31456,23.83,21.5,21.5,0,742939,2014/7/22,23.83,21.5
5161,重庆,0,30.74,30.74,30.74,0,0,2014/7/22,30.74,30.74
5162,北京,300,73,73,73,0,21900,2014/7/21,73,73
5163,上海,0,48,48,48,0,0,2014/7/21,48,48
5164,广东,0,44.14,44.35,44.35,0,0,2014/7/21,45.2,44.14
5165,天津,360,20.67,20.67,20.67,0,7440,2014/7/21,20.67,20.67
5166,SZ2013,0,58.5,59,58.5,0,0,2014/7/21,58.5,58.5
5167,湖北,42644,23.65,23.5,23.5,0,1003990,2014/7/21,23.65,23.5
5168,重庆,0,30.74,30.74,30.74,0,0,2014/7/21,30.74,30.74
5169,北京,0,77,77,77,0,0,2014/7/20,77,77
5170,上海,0,48,48,48,0,0,2014/7/20,48,48
5171,广东,0,44.14,44.35,44.35,0,0,2014/7/20,45.2,44.14
5172,天津,0,20.74,20.74,20.74,0,0,2014/7/20,20.74,20.74
5173,SZ2013,0,58.5,59,58.5,0,0,2014/7/20,58.5,58.5
5174,湖北,0,24.5,24.5,24.5,0,0,2014/7/20,24.5,24.5
5175,重庆,0,30.74,30.74,30.74,0,0,2014/7/20,30.74,30.74
5176,北京,0,77,77,77,0,0,2014/7/19,77,77
5177,上海,0,48,48,48,0,0,2014/7/19,48,48
5178,广东,0,44.14,44.35,44.35,0,0,2014/7/19,45.2,44.14
5179,天津,0,20.74,20.74,20.74,0,0,2014/7/19,20.74,20.74
5180,SZ2013,0,58.5,59,58.5,0,0,2014/7/19,58.5,58.5
5181,湖北,0,24.5,24.5,24.5,0,0,2014/7/19,24.5,24.5
5182,重庆,0,30.74,30.74,30.74,0,0,2014/7/19,30.74,30.74
5183,北京,0,77,77,77,0,0,2014/7/18,77,77
5184,上海,0,48,48,48,0,0,2014/7/18,48,48
5185,广东,631,44.14,44.35,44.35,0,27854.7,2014/7/18,45.2,44.14
5186,天津,0,20.74,20.74,20.74,0,0,2014/7/18,20.74,20.74
5187,SZ2013,200,58.5,59,58.5,0,11700,2014/7/18,58.5,58.5
5188,湖北,32430,24.5,24.5,24.5,0,775213,2014/7/18,24.5,24.5
5189,重庆,0,30.74,30.74,30.74,0,0,2014/7/18,30.74,30.74
5190,北京,0,77,77,77,0,0,2014/7/17,77,77
5191,上海,0,48,48,48,0,0,2014/7/17,48,48
5192,广东,0,44.35,44.99,44.99,0,0,2014/7/17,45.3,44.35
5193,天津,0,22.02,22.02,22.02,0,0,2014/7/17,22.02,22.02
5194,SZ2013,400,60,60,59,0,23800,2014/7/17,60,59.5
5195,湖北,42905,24.05,23.9,23.9,0,1027780,2014/7/17,24.05,23.9
5196,重庆,0,30.74,30.74,30.74,0,0,2014/7/17,30.74,30.74
5197,北京,465,77,77,77,0,35805,2014/7/16,77,77
5198,上海,0,48,48,48,0,0,2014/7/16,48,48
5199,广东,1402,44.35,44.99,44.99,0,62184,2014/7/16,45.3,44.35
5200,天津,0,24.3,24.3,24.3,0,0,2014/7/16,24.3,24.3
5201,SZ2013,278,60,62,60,0,16680,2014/7/16,60,60
5202,湖北,32708,24.5,24,24,0,785453,2014/7/16,24.5,24
5203,重庆,0,30.74,30.74,30.74,0,0,2014/7/16,30.74,30.74
5204,北京,5610,76.11,76.11,76.11,0,426970,2014/7/15,76.11,76.11
5205,上海,0,48,48,48,0,0,2014/7/15,48,48
5206,广东,97008,44.99,46,46,0,4364500,2014/7/15,45,44.99
5207,天津,800,25.19,25.19,25.19,0,20148,2014/7/15,25.19,25.19
5208,湖北,42500,24.5,23.9,23.9,0,1025880,2014/7/15,24.5,23.9
5209,重庆,0,30.74,30.74,30.74,0,0,2014/7/15,30.74,30.74
5210,北京,7966,76.71,76.71,76.71,0,611042,2014/7/14,76.71,76.71
5211,上海,0,48,48,48,0,0,2014/7/14,48,48
5212,广东,30869,46,50.5,50.5,0,1419970,2014/7/14,46,46
5213,天津,1020,23.84,23.84,23.84,0,24313,2014/7/14,23.84,23.84
5214,SZ2013,557,62,63,60,0,33828,2014/7/14,62,60.73
5215,湖北,37215,25,23.64,23.64,0,893560,2014/7/14,25,23.64
5216,重庆,0,30.74,30.74,30.74,0,0,2014/7/14,30.74,30.74
5217,北京,0,74.04,74.04,74.04,0,0,2014/7/13,74.04,74.04
5218,上海,0,48,48,48,0,0,2014/7/13,48,48
5219,广东,0,50.51,50.6,50.6,0,0,2014/7/13,55,50.51
5220,天津,0,23.55,23.55,23.55,0,0,2014/7/13,23.55,23.55
5221,SZ2013,0,63,63,62,0,0,2014/7/13,63,62.01
5222,湖北,0,24.3,24.3,24.3,0,0,2014/7/13,24.3,24.3
5223,重庆,0,30.74,30.74,30.74,0,0,2014/7/13,30.74,30.74
5224,北京,0,74.04,74.04,74.04,0,0,2014/7/12,74.04,74.04
5225,上海,0,48,48,48,0,0,2014/7/12,48,48
5226,广东,0,50.51,50.6,50.6,0,0,2014/7/12,55,50.51
5227,天津,0,23.55,23.55,23.55,0,0,2014/7/12,23.55,23.55
5228,SZ2013,0,63,63,62,0,0,2014/7/12,63,62.01
5229,湖北,0,24.3,24.3,24.3,0,0,2014/7/12,24.3,24.3
5230,重庆,0,30.74,30.74,30.74,0,0,2014/7/12,30.74,30.74
5231,北京,50737,74.04,74.04,74.04,0,3756600,2014/7/11,74.04,74.04
5232,上海,0,48,48,48,0,0,2014/7/11,48,48
5233,广东,104112,46.5,50.6,50.6,0,5258880,2014/7/11,55,50.51
5234,天津,6413,23.55,23.55,23.55,0,151034,2014/7/11,23.55,23.55
5235,SZ2013,131,63,63,62,0,8123,2014/7/11,63,62.01
5236,湖北,41097,24.3,24.3,24.3,0,971329,2014/7/11,24.3,24.3
5237,重庆,0,30.74,30.74,30.74,0,0,2014/7/11,30.74,30.74
5238,北京,50819,74.07,74.07,74.07,0,3763960,2014/7/10,74.07,74.07
5239,上海,0,48,48,48,0,0,2014/7/10,48,48
5240,广东,44270,50.6,55,55,0,2654440,2014/7/10,60,59.56
5241,天津,4200,24.13,24.13,24.13,0,101352,2014/7/10,24.13,24.13
5242,SZ2013,157,63,63,63,0,9891,2014/7/10,63,63
5243,湖北,36873,23.5,23.5,23.5,0,858468,2014/7/10,23.5,23.5
5244,重庆,0,30.74,30.74,30.74,0,0,2014/7/10,30.74,30.74
5245,北京,26286,69.45,69.45,69.45,0,1825610,2014/7/9,69.45,69.45
5246,上海,0,48,48,48,0,0,2014/7/9,48,48
5247,广东,42838,55,57.88,57.88,0,2570230,2014/7/9,60,60
5248,天津,300,25.83,25.83,25.83,0,7750,2014/7/9,25.83,25.83
5249,SZ2013,73,63,63,63,0,4599,2014/7/9,63,63
5250,湖北,47742,23.3,23.22,23.22,0,1109810,2014/7/9,23.3,23.22
5251,重庆,0,30.74,30.74,30.74,0,0,2014/7/9,30.74,30.74
5252,北京,44784,68.99,68.99,68.99,0,3089700,2014/7/8,68.99,68.99
5253,上海,0,48,48,48,0,0,2014/7/8,48,48
5254,广东,72523,57.88,60.91,60.91,0,4197720,2014/7/8,60.05,57.88
5255,天津,300,25.2,25.2,25.2,0,7560,2014/7/8,25.2,25.2
5256,SZ2013,0,65,62.5,63,0,0,2014/7/8,65,64.97
5257,湖北,37879,23.91,23.5,23.5,0,879542,2014/7/8,23.91,23.5
5258,重庆,0,30.74,30.74,30.74,0,0,2014/7/8,30.74,30.74
5259,北京,11779,68.23,68.23,68.23,0,803651,2014/7/7,68.23,68.23
5260,上海,0,48,48,48,0,0,2014/7/7,48,48
5261,广东,2,60.91,67.68,67.68,0,121.82,2014/7/7,60.91,60.91
5262,天津,18640,26.51,26.51,26.51,0,494116,2014/7/7,26.51,26.51
5263,SZ2013,17427,65,62.5,63,0,861141,2014/7/7,65,64.97
5264,湖北,38383,23.19,23,23,0,880997,2014/7/7,23.19,23
5265,重庆,0,30.74,30.74,30.74,0,0,2014/7/7,30.74,30.74
5266,北京,0,68.18,68.18,68.18,0,0,2014/7/6,68.18,68.18
5267,上海,0,48,48,48,0,0,2014/7/6,48,48
5268,广东,0,67.68,61.58,61.58,0,0,2014/7/6,67.73,59.13
5269,天津,0,27.48,27.48,27.48,0,0,2014/7/6,27.48,27.48
5270,SZ2013,0,65,65,62.5,0,0,2014/7/6,65,65
5271,湖北,0,23.48,23,23,0,0,2014/7/6,23.48,23
5272,重庆,0,30.74,30.74,30.74,0,0,2014/7/6,30.74,30.74
5273,北京,0,68.18,68.18,68.18,0,0,2014/7/5,68.18,68.18
5274,上海,0,48,48,48,0,0,2014/7/5,48,48
5275,广东,0,67.68,61.58,61.58,0,0,2014/7/5,67.73,59.13
5276,天津,0,27.48,27.48,27.48,0,0,2014/7/5,27.48,27.48
5277,SZ2013,0,65,65,62.5,0,0,2014/7/5,65,65
5278,湖北,0,23.48,23,23,0,0,2014/7/5,23.48,23
5279,重庆,0,30.74,30.74,30.74,0,0,2014/7/5,30.74,30.74
5280,北京,20656,68.18,68.18,68.18,0,1408290,2014/7/4,68.18,68.18
5281,上海,0,48,48,48,0,0,2014/7/4,48,48
5282,广东,94,67.68,61.58,61.58,0,5558.47,2014/7/4,67.73,59.13
5283,天津,5240,27.48,27.48,27.48,0,144004,2014/7/4,27.48,27.48
5284,SZ2013,6381,65,65,62.5,0,414740,2014/7/4,65,65
5285,湖北,44752,23.48,23,23,0,1018540,2014/7/4,23.48,23
5286,重庆,0,30.74,30.74,30.74,0,0,2014/7/4,30.74,30.74
5287,北京,66161,66.77,66.77,66.77,0,4417460,2014/7/3,66.77,66.77
5288,上海,0,48,48,48,0,0,2014/7/3,48,48
5289,广东,4,61.58,59.54,59.54,0,246.3,2014/7/3,65.2,61.58
5290,天津,17100,29.59,29.59,29.59,0,506006,2014/7/3,29.59,29.59
5291,SZ2013,226,66.9,67.46,65,0,14929.4,2014/7/3,66.9,66.06
5292,湖北,52724,24.3,24.3,24.3,0,1206180,2014/7/3,24.3,24.3
5293,重庆,0,30.74,30.74,30.74,0,0,2014/7/3,30.74,30.74
5294,北京,27956,67.12,67.12,67.12,0,1876440,2014/7/2,67.12,67.12
5295,上海,0,48,48,48,0,0,2014/7/2,48,48
5296,广东,4077,59.54,58,58,0,242726,2014/7/2,60,59.54
5297,天津,820,31.41,31.41,31.41,0,25755,2014/7/2,31.41,31.41
5298,SZ2013,17318,67.46,65.99,61,0,865972,2014/7/2,67.46,62.08
5299,湖北,52073,23.8,23.8,23.8,0,1192930,2014/7/2,23.8,23.8
5300,重庆,0,30.74,30.74,30.74,0,0,2014/7/2,30.74,30.74
5301,北京,37587,66.15,66.15,66.15,0,2486410,2014/7/1,66.15,66.15
5302,上海,0,48,48,48,0,0,2014/7/1,48,48
5303,广东,2776,58,62.41,62.41,0,161019,2014/7/1,68.65,58
5304,天津,5420,32.67,32.67,32.67,0,177059,2014/7/1,32.67,32.67
5305,SZ2013,5534,65.99,65,59,0,349250,2014/7/1,65.99,63.11
5306,湖北,33999,22.88,22.85,22.85,0,774384,2014/7/1,22.88,22.85
5307,重庆,0,30.74,30.74,30.74,0,0,2014/7/1,30.74,30.74
5308,北京,5021,62.45,62.45,62.45,0,313558,2014/6/30,62.45,62.45
5309,上海,7220,48,48,48,0,346560,2014/6/30,48,48
5310,广东,8,62.41,68,68,0,499.29,2014/6/30,64.43,62.41
5311,天津,3920,35.58,35.58,35.58,0,139458,2014/6/30,35.58,35.58
5312,SZ2013,49056,66,65,59,0,3148990,2014/6/30,66,64.32
5313,湖北,62454,24.4,24.4,24.4,0,1420090,2014/6/30,24.4,24.4
5314,重庆,0,30.74,30.74,30.74,0,0,2014/6/30,30.74,30.74
5315,北京,0,66.48,66.48,66.48,0,0,2014/6/29,66.48,66.48
5316,上海,0,39,40,40,0,0,2014/6/29,40,38.5
5317,广东,0,68,71,71,0,0,2014/6/29,72,68
5318,天津,0,36.46,36.46,36.46,0,0,2014/6/29,36.46,36.46
5319,SZ2013,18020,65,65,61,0,1025600,2014/6/29,65,63.44
5320,湖北,0,23,23,23,0,0,2014/6/29,23,23
5321,重庆,0,30.74,30.74,30.74,0,0,2014/6/29,30.74,30.74
5322,北京,0,66.48,66.48,66.48,0,0,2014/6/28,66.48,66.48
5323,上海,0,39,40,40,0,0,2014/6/28,40,38.5
5324,广东,0,68,71,71,0,0,2014/6/28,72,68
5325,天津,0,36.46,36.46,36.46,0,0,2014/6/28,36.46,36.46
5326,SZ2013,12143,70,70,65,0,815260,2014/6/28,70,67.14
5327,湖北,0,23,23,23,0,0,2014/6/28,23,23
5328,重庆,0,30.74,30.74,30.74,0,0,2014/6/28,30.74,30.74
5329,北京,18617,66.48,66.48,66.48,0,1237640,2014/6/27,66.48,66.48
5330,上海,3823,39,40,40,0,150653,2014/6/27,40,39.41
5331,广东,6,68,71,71,0,408,2014/6/27,72,68
5332,天津,1980,36.46,36.46,36.46,0,72191,2014/6/27,36.46,36.46
5333,SZ2013,115221,74,73.55,66.2,0,7907770,2014/6/27,74,69.98
5334,湖北,42155,23,23,23,0,953669,2014/6/27,23,23
5335,重庆,0,30.74,30.74,30.74,0,0,2014/6/27,30.74,30.74
5336,北京,101188,56.87,56.87,56.87,0,5754370,2014/6/26,56.87,56.87
5337,上海,11706,38.9,39.5,39.5,0,457708,2014/6/26,39.5,39.1
5338,广东,4,71,68.66,68.66,0,284,2014/6/26,71,71
5339,天津,2078,39,39,39,0,81038,2014/6/26,39,39
5340,SZ2013,87232,74,73.52,73,0,6434770,2014/6/26,74,73.77
5341,湖北,50022,23.48,21,21,0,1136790,2014/6/26,23.48,21
5342,重庆,0,30.74,30.74,30.74,0,0,2014/6/26,30.74,30.74
5343,北京,45444,54.72,54.72,54.72,0,2486770,2014/6/25,54.72,54.72
5344,上海,135012,39.1,40,40,0,5402200,2014/6/25,40,39.1
5345,广东,5,68.66,67.52,67.52,0,343.3,2014/6/25,68.66,68.66
5346,天津,600,39.52,39.52,39.52,0,23711,2014/6/25,39.52,39.52
5347,SZ2013,128521,78.89,76.8,72,0,9172600,2014/6/25,78.89,74.53
5348,湖北,41431,25.16,25.16,25.16,0,954992,2014/6/25,25.16,25.16
5349,重庆,0,30.74,30.74,30.74,0,0,2014/6/25,30.74,30.74
5350,北京,30955,53.54,53.54,53.54,0,1657290,2014/6/24,53.54,53.54
5351,上海,8397,39.6,41,41,0,333549,2014/6/24,41,39.72
5352,广东,5,67.52,65.35,65.35,0,337.6,2014/6/24,67.52,67.52
5353,天津,3300,41.21,41.21,41.21,0,136002,2014/6/24,41.21,41.21
5354,SZ2013,118689,79,77,75.5,0,8888410,2014/6/24,79,76.79
5355,湖北,37453,23.45,23.45,23.45,0,865396,2014/6/24,23.45,23.45
5356,重庆,0,30.74,30.74,30.74,0,0,2014/6/24,30.74,30.74
5357,北京,20531,53.52,53.52,53.52,0,1098730,2014/6/23,53.52,53.52
5358,上海,204049,41,39.3,39.3,0,8336590,2014/6/23,42,40.85
5359,广东,4,65.35,63.51,63.51,0,261.4,2014/6/23,65.35,65.35
5360,天津,18080,42.41,42.41,42.41,0,766787,2014/6/23,42.41,42.41
5361,SZ2013,79804,79,74,74,0,6104980,2014/6/23,79,76.5
5362,湖北,52329,23,22.92,22.92,0,1198840,2014/6/23,23,22.92
5363,重庆,0,30.74,30.74,30.74,0,0,2014/6/23,30.74,30.74
5364,北京,0,53.4,53.4,53.4,0,0,2014/6/22,53.4,53.4
5365,上海,0,43,43,43,0,0,2014/6/22,44,43.03
5366,广东,0,63.51,63,63,0,0,2014/6/22,63.51,63.51
5367,天津,0,38.58,38.58,38.58,0,0,2014/6/22,38.58,38.58
5368,SZ2013,0,74,72.33,72,0,0,2014/6/22,74,73.07
5369,湖北,0,23,22.96,22.96,0,0,2014/6/22,23,22.96
5370,重庆,0,30.74,30.74,30.74,0,0,2014/6/22,30.74,30.74
5371,北京,0,53.4,53.4,53.4,0,0,2014/6/21,53.4,53.4
5372,上海,0,43,43,43,0,0,2014/6/21,44,43.03
5373,广东,0,63.51,63,63,0,0,2014/6/21,63.51,63.51
5374,天津,0,38.58,38.58,38.58,0,0,2014/6/21,38.58,38.58
5375,SZ2013,0,74,72.33,72,0,0,2014/6/21,74,73.07
5376,湖北,0,23,22.96,22.96,0,0,2014/6/21,23,22.96
5377,重庆,0,30.74,30.74,30.74,0,0,2014/6/21,30.74,30.74
5378,北京,140,53.4,53.4,53.4,0,7476,2014/6/20,53.4,53.4
5379,上海,19055,43,43,43,0,819992,2014/6/20,44,43.03
5380,广东,5,63.51,63,63,0,317.55,2014/6/20,63.51,63.51
5381,天津,500,38.58,38.58,38.58,0,19290,2014/6/20,38.58,38.58
5382,SZ2013,120848,74,72.33,72,0,8830190,2014/6/20,74,73.07
5383,湖北,35251,23,22.96,22.96,0,808088,2014/6/20,23,22.96
5384,北京,21349,53.46,53.46,53.46,0,1141230,2014/6/19,53.46,53.46
5385,上海,114407,42.8,41,41,0,4030690,2014/6/19,43,42.8
5386,广东,6,63,60.22,60.22,0,378,2014/6/19,63,63
5387,天津,1520,38.09,38.09,38.09,0,57897,2014/6/19,38.09,38.09
5388,SZ2013,91117,72.5,71,70.05,0,6256610,2014/6/19,72.5,71.29
5389,湖北,49128,23.25,23,23,0,1125830,2014/6/19,23.25,23
5390,重庆,145000,30.74,30.74,30.74,0,4457500,2014/6/19,30.74,30.74
5391,北京,30979,53.82,53.82,53.82,0,1667380,2014/6/18,53.82,53.82
5392,上海,60869,41,41,41,0,2497370,2014/6/18,43,41
5393,广东,1005,60.22,60.28,60.28,0,60523.4,2014/6/18,64.68,60.22
5394,天津,820,34.63,34.63,34.63,0,28397,2014/6/18,34.63,34.63
5395,SZ2013,96974,71.7,71.16,65,0,6680700,2014/6/18,71.7,68.89
5396,湖北,43208,23,22.01,22.01,0,989034,2014/6/18,23,22.01
5397,北京,8238,53.36,53.36,53.36,0,439612,2014/6/17,53.36,53.36
5398,上海,13400,41,41,41,0,549800,2014/6/17,42,41
5399,广东,66,60.28,63.32,63.32,0,3978.8,2014/6/17,62.3,60.28
5400,天津,1760,31.48,31.48,31.48,0,55402,2014/6/17,31.48,31.48
5401,SZ2013,45890,74,71.88,67,0,3205180,2014/6/17,74,69.84
5402,湖北,55305,23,23,23,0,1264090,2014/6/17,23,23
5403,北京,19156,53.36,53.36,53.36,0,1022130,2014/6/16,53.36,53.36
5404,上海,13495,40.5,40.3,40.3,0,546607,2014/6/16,41,40.6
5405,广东,15,63.32,66.82,66.82,0,949.78,2014/6/16,64.9,63.31
5406,天津,480,28.78,28.78,28.78,0,121240,2014/6/16,28.78,28.78
5407,SZ2013,44204,75,70.48,70,0,2904020,2014/6/16,75,70.48
5408,湖北,42312,24,24,24,0,989599,2014/6/16,24,24
5409,北京,0,53.33,53.33,53.33,0,0,2014/6/15,53.33,53.33
5410,上海,0,40.1,40,40,0,0,2014/6/15,40.5,40.14
5411,广东,0,66.82,65.16,65.16,0,0,2014/6/15,66.82,66.82
5412,天津,0,29.61,29.61,29.61,0,0,2014/6/15,29.61,29.61
5413,SZ2013,0,73.49,71,70,0,0,2014/6/15,73.49,70.31
5414,湖北,0,23.7,23.75,23.75,0,0,2014/6/15,23.7,23.75
5415,北京,0,53.33,53.33,53.33,0,0,2014/6/14,53.33,53.33
5416,上海,0,40.1,40,40,0,0,2014/6/14,40.5,40.14
5417,广东,0,66.82,65.16,65.16,0,0,2014/6/14,66.82,66.82
5418,天津,0,29.61,29.61,29.61,0,0,2014/6/14,29.61,29.61
5419,SZ2013,0,73.49,71,70,0,0,2014/6/14,73.49,70.31
5420,湖北,0,23.7,23.75,23.75,0,0,2014/6/14,23.7,23.75
5421,北京,32661,53.33,53.33,53.33,0,1741660,2014/6/13,53.33,53.33
5422,上海,3434,40.1,40,40,0,137858,2014/6/13,40.5,40.14
5423,广东,5,66.82,65.16,65.16,0,334.1,2014/6/13,66.82,66.82
5424,天津,600,29.61,29.61,29.61,0,17870,2014/6/13,29.61,29.61
5425,SZ2013,30244,73.49,71,70,0,2126530,2014/6/13,73.49,70.31
5426,湖北,42435,23.7,23.75,23.75,0,992721,2014/6/13,23.7,23.75
5427,北京,25185,53.5,53.5,53.5,0,1347370,2014/6/12,53.5,53.5
5428,上海,199000,40,40,40,0,7960200,2014/6/12,40.1,40
5429,广东,0,65.16,63.5,63.5,0,0,2014/6/12,65.16,65.16
5430,天津,820,30.18,30.18,30.18,0,24278,2014/6/12,30.18,30.18
5431,SZ2013,22949,73.99,70,69.99,0,1623640,2014/6/12,73.99,70.75
5432,湖北,42191,23.8,23.75,23.75,0,992439,2014/6/12,23.8,23.75
5433,北京,20951,53.47,53.47,53.47,0,1120250,2014/6/11,53.47,53.47
5434,上海,1579,40,40,40,0,63160,2014/6/11,40,40
5435,广东,7,65.16,63.5,63.5,0,456.12,2014/6/11,65.16,65.16
5436,天津,800,29.37,29.37,29.37,0,24145,2014/6/11,29.37,29.37
5437,SZ2013,11903,75,69.5,69.7,0,834514,2014/6/11,75,70.11
5438,湖北,69436,23.8,23.6,23.6,0,1641760,2014/6/11,23.8,23.6
5439,北京,400,53.7,53.7,53.7,0,21480,2014/6/10,53.7,53.7
5440,上海,4917,40,40,40,0,196680,2014/6/10,40,40
5441,广东,172600,63.5,62.5,62.5,0,10356000,2014/6/10,63.5,63.5
5442,天津,700,29.37,29.37,29.37,0,20562,2014/6/10,29.37,29.37
5443,SZ2013,10569,69,70,68.8,0,733472,2014/6/10,69,69.4
5444,湖北,51044,23.8,23.8,23.8,0,1208900,2014/6/10,23.8,23.8
5445,北京,36577,53.45,53.45,53.45,0,1954950,2014/6/9,53.45,53.45
5446,上海,583,40,40,40,0,23320,2014/6/9,40,40
