,subTypeName,dealnum,close,open,low,average,dealamount,indate,high,deal
1265,天津,100,22.82,22.82,22.82,0,2282,2015/12/30,22.82,22.82
1266,SZ2013,0,45,45,45,0,0,2015/12/30,45,45
1267,SZ2014,4002,44.6,39.96,39.96,0,159929,2015/12/30,44.6,39.96
1268,SZ2015,10102,40.05,40.05,40.05,0,404585,2015/12/30,40.05,40.05
1269,湖北,66698,23.08,23.08,23.08,0,1484730,2015/12/30,23.08,23.08
1270,重庆,1000,12.5,12.5,12.5,0,12500,2015/12/30,12.5,12.5
1271,北京,0,37,37,37,0,0,2015/12/29,37,37
1272,上海,1,11.8,11.8,11.8,0,11.8,2015/12/29,11.8,11.8
1273,广东,1000,17.4,17.4,17.4,0,17400,2015/12/29,17.4,17.4
1274,天津,0,22.81,22.81,22.81,0,0,2015/12/29,22.81,22.81
1275,SZ2014,29501,44.4,38.08,38.08,0,1203820,2015/12/29,44.4,38.08
1276,SZ2015,5103,44.5,39.87,39.87,0,203461,2015/12/29,44.5,39.87
1277,SZ2013,0,45,45,45,0,0,2015/12/29,45,45
1278,湖北,37734,22.24,22.24,22.24,0,868931,2015/12/29,22.24,22.24
1279,重庆,0,13,13,13,0,0,2015/12/29,13,13
1280,北京,5400,37,37,37,0,199800,2015/12/28,37,37
1281,上海,0,10,10,10,0,0,2015/12/28,10,10
1282,广东,500,16.9,16.9,16.9,0,8450,2015/12/28,16.9,16.9
1283,天津,120,22.81,22.81,22.81,0,2737,2015/12/28,22.81,22.81
1284,SZ2015,6852,44.3,48.95,40.05,0,284216,2015/12/28,48.95,41.48
1285,SZ2013,0,45,45,45,0,0,2015/12/28,45,45
1286,SZ2014,172752,42.31,40,39.6,0,6446550,2015/12/28,48.4,44.81
1287,湖北,60419,23.07,23.07,23.07,0,1395690,2015/12/28,23.07,23.07
1288,重庆,0,13,13,13,0,0,2015/12/28,13,13
1289,北京,0,37.39,37.39,37.39,0,0,2015/12/25,37.39,37.39
1290,上海,3098,10,10,10,0,39085,2015/12/25,10,10
1291,广东,400,16.2,16.2,16.2,0,6480,2015/12/25,16.2,16.2
1292,天津,0,22.82,22.82,22.82,0,0,2015/12/25,22.82,22.82
1293,SZ2013,1,45,45,45,0,45,2015/12/25,45,45
1294,SZ2014,63501,44,40.95,39.6,0,2062600,2015/12/25,44,40.58
1295,SZ2015,12302,44.5,39.15,39.15,0,481634,2015/12/25,44.5,39.15
1296,湖北,18835,22.86,22.86,22.86,0,430634,2015/12/25,22.86,22.86
1297,重庆,0,13,13,13,0,0,2015/12/25,13,13
1298,北京,693,37.39,37.39,37.39,0,25913,2015/12/24,37.39,37.39
1299,上海,0,10.9,10.9,10.9,0,0,2015/12/24,10.9,10.9
1300,广东,1045,15.76,15.76,15.76,0,16472.6,2015/12/24,15.76,15.76
1301,天津,60,22.82,22.82,22.82,0,1369,2015/12/24,22.82,22.82
1302,SZ2013,0,45,45,45,0,0,2015/12/24,45,45
1303,SZ2014,5001,44,38.25,38.25,0,191294,2015/12/24,44,38.25
1304,SZ2015,10324,43.5,43.02,38.7,0,399643,2015/12/24,43.5,38.71
1305,湖北,17655,22.81,22.81,22.81,0,402676,2015/12/24,22.81,22.81
1306,重庆,0,13,13,13,0,0,2015/12/24,13,13
1307,北京,0,35.5,35.5,35.5,0,0,2015/12/23,35.5,35.5
1308,上海,1,10.9,10.9,10.9,0,10.9,2015/12/23,10.9,10.9
1309,广东,2760,15.45,15.45,15.45,0,42467.6,2015/12/23,15.45,15.45
1310,天津,0,22.85,22.85,22.85,0,0,2015/12/23,22.85,22.85
1311,SZ2014,8502,44.3,40.05,40.05,0,340514,2015/12/23,44.3,40.05
1312,SZ2015,17002,42,37.8,37.8,0,672084,2015/12/23,46.2,39.53
1313,SZ2013,0,45,45,45,0,0,2015/12/23,45,45
1314,湖北,19659,22.79,22.79,22.79,0,447942,2015/12/23,22.79,22.79
1315,重庆,0,13,13,13,0,0,2015/12/23,13,13
1316,北京,400,35.5,35.5,35.5,0,14200,2015/12/22,35.5,35.5
1317,上海,2,10.7,10.7,10.7,0,21.4,2015/12/22,10.7,10.7
1318,广东,0,15.1,15.1,15.1,0,0,2015/12/22,15.1,15.1
1319,天津,60,22.85,22.85,22.85,0,1371,2015/12/22,22.85,22.85
1320,SZ2015,14246,42,39.24,39.24,0,559016,2015/12/22,42,39.24
1321,SZ2013,0,45,45,45,0,0,2015/12/22,45,45
1322,SZ2014,13523,44.5,40.32,40.32,0,546485,2015/12/22,44.5,40.41
1323,湖北,20964,22.6,22.6,22.6,0,473793,2015/12/22,22.6,22.6
1324,重庆,0,13,13,13,0,0,2015/12/22,13,13
1325,北京,150,35,35,35,0,5250,2015/12/21,35,35
1326,上海,1,10.5,10.5,10.5,0,10.5,2015/12/21,10.5,10.5
1327,广东,0,15.1,15.1,15.1,0,0,2015/12/21,15.1,15.1
1328,天津,160,22.86,22.86,22.86,0,3658,2015/12/21,22.86,22.86
1329,SZ2013,0,45,45,45,0,0,2015/12/21,45,45
1330,SZ2014,13523,44.5,40.32,40.32,0,546485,2015/12/21,44.5,40.41
1331,SZ2015,14246,42,39.24,39.24,0,559016,2015/12/21,42,39.24
1332,湖北,11605,22.41,22.41,22.41,0,260122,2015/12/21,22.41,22.41
1333,重庆,0,13,13,13,0,0,2015/12/21,13,13
1334,北京,0,30,30,30,0,0,2015/12/18,30,30
1335,上海,2000,10,10,10,0,20000,2015/12/18,10,10
1336,广东,1000,15.1,15.1,15.1,0,15100,2015/12/18,15.1,15.1
1337,天津,140,22.84,22.84,22.84,0,3197,2015/12/18,22.84,22.84
1338,SZ2013,1,44.2,44.2,44.2,0,44.2,2015/12/18,44.2,44.2
1339,SZ2014,8531,44,39.6,39.6,0,337832,2015/12/18,44,39.6
1340,SZ2015,1003,42.5,34.83,34.83,0,34957.5,2015/12/18,42.5,34.85
1341,湖北,3619,22.6,22.6,22.6,0,81589.4,2015/12/18,22.6,22.6
1342,重庆,264,13,13,13,0,3432,2015/12/18,13,13
1343,北京,1500,30,30,30,0,45000,2015/12/17,30,30
1344,上海,5006,10.6,10.6,10.6,0,50164.6,2015/12/17,10.6,10.6
1345,广东,1000,14,14,14,0,14000,2015/12/17,14,14
1346,天津,120,22.86,22.86,22.86,0,2742,2015/12/17,22.86,22.86
1347,SZ2014,8531,44,39.6,39.6,0,337832,2015/12/17,44,39.6
1348,SZ2015,1003,42.5,34.83,34.83,0,34957.5,2015/12/17,42.5,34.85
1349,SZ2013,1,44.2,44.2,44.2,0,44.2,2015/12/17,44.2,44.2
1350,湖北,2389,22.55,22.55,22.55,0,53925.1,2015/12/17,22.55,22.55
1351,重庆,0,12.5,12.5,12.5,0,0,2015/12/17,12.5,12.5
1352,北京,1800,38.83,38.83,38.83,0,69900,2015/12/16,38.83,38.83
1353,上海,2004,10.6,10.6,10.6,0,21249.6,2015/12/16,10.6,10.6
1354,广东,0,15.2,15.2,15.2,0,0,2015/12/16,15.2,15.2
1355,天津,100,22.82,22.82,22.82,0,2282,2015/12/16,22.82,22.82
1356,SZ2015,2783,38.7,38.7,38.7,0,107712,2015/12/16,42,38.7
1357,SZ2013,2,44.2,46,44.2,0,90.2,2015/12/16,46,45.1
1358,SZ2014,19154,44,39.78,39.78,0,761950,2015/12/16,44,39.78
1359,湖北,10,22.81,22.81,22.81,0,228.1,2015/12/16,22.81,22.81
1360,重庆,0,12.5,12.5,12.5,0,0,2015/12/16,12.5,12.5
1361,北京,0,39,39,39,0,0,2015/12/15,39,39
1362,上海,0,11.8,11.8,11.8,0,0,2015/12/15,11.8,11.8
1363,广东,0,15.2,15.2,15.2,0,0,2015/12/15,15.2,15.2
1364,天津,140,22.86,22.86,22.86,0,3201,2015/12/15,22.86,22.86
1365,SZ2015,3003,43,37.8,37.8,0,113529,2015/12/15,43,37.81
1366,SZ2014,9003,44.2,39.6,39.6,0,356533,2015/12/15,44.2,39.6
1367,SZ2013,2,44.5,44.5,44.5,0,89,2015/12/15,44.5,44.5
1368,湖北,16268,23,23,23,0,374110,2015/12/15,23,23
1369,重庆,0,12.5,12.5,12.5,0,0,2015/12/15,12.5,12.5
1370,北京,0,39,39,39,0,0,2015/12/14,39,39
1371,上海,0,11.8,11.8,11.8,0,0,2015/12/14,11.8,11.8
1372,广东,0,15.2,15.2,15.2,0,0,2015/12/14,15.2,15.2
1373,天津,120,22.87,22.87,22.87,0,2744,2015/12/14,22.87,22.87
1374,SZ2014,10001,44,38.76,38.76,0,387644,2015/12/14,44,38.76
1375,SZ2015,7022,42,43,37.69,0,301838,2015/12/14,43,42.98
1376,SZ2013,2,44.3,46,44.3,0,90.3,2015/12/14,46,45.15
1377,湖北,27121,22.95,22.8,22.8,0,621884,2015/12/14,23,22.95
1378,重庆,0,12.5,12.5,12.5,0,0,2015/12/14,12.5,12.5
1379,北京,0,39,39,39,0,0,2015/12/11,39,39
1380,上海,0,11.8,11.8,11.8,0,0,2015/12/11,11.8,11.8
1381,广东,300,15.2,15.2,15.2,0,4560,2015/12/11,15.2,15.2
1382,天津,140,22.83,22.83,22.83,0,3196,2015/12/11,22.83,22.83
1383,SZ2015,7003,41.88,34.26,34.26,0,239938,2015/12/11,41.88,34.26
1384,SZ2014,8003,43.07,43,43,0,344129,2015/12/11,43.07,43
1385,SZ2013,1,45,45,45,0,45,2015/12/11,45,45
1386,北京,0,39,39,39,0,0,2015/12/10,39,39
1387,上海,1000,11.8,11.8,11.8,0,11800,2015/12/10,11.8,11.8
1388,广东,0,15,15,15,0,0,2015/12/10,15,15
1389,天津,60,22.85,22.85,22.85,0,1371,2015/12/10,22.85,22.85
1390,SZ2014,18013,39.15,39.15,39.15,0,705209,2015/12/10,39.15,39.15
1391,SZ2013,0,44.2,44.2,44.2,0,0,2015/12/10,44.2,44.2
1392,SZ2015,12776,40.66,38.25,38.07,0,519432,2015/12/10,42,38.07
1393,湖北,10333,23.2,23.2,23.2,0,239206,2015/12/10,23.2,23.2
1394,重庆,0,12.5,12.5,12.5,0,0,2015/12/10,12.5,12.5
1395,北京,0,39,39,39,0,0,2015/12/9,39,39
1396,上海,6000,10.82,10.82,10.82,0,64900,2015/12/9,10.82,10.82
1397,广东,0,15,15,15,0,0,2015/12/9,15,15
1398,天津,120,22.87,22.87,22.87,0,2744,2015/12/9,22.87,22.87
1399,SZ2013,1,44.2,44.2,44.2,0,44.2,2015/12/9,44.2,44.2
1400,SZ2015,13605,40.09,46.2,37.8,0,545425,2015/12/9,46.2,42.3
1401,SZ2014,7001,47,47,47,0,329044,2015/12/9,47,47
1402,湖北,16400,22.96,22.96,22.96,0,376580,2015/12/9,22.96,22.96
1403,重庆,0,12.5,12.5,12.5,0,0,2015/12/9,12.5,12.5
1404,北京,150,39,39,39,0,5850,2015/12/8,39,39
1405,上海,12,12,12,12,0,144,2015/12/8,12,12
1406,广东,0,15,15,15,0,0,2015/12/8,15,15
1407,天津,60,22.85,22.85,22.85,0,1371,2015/12/8,22.85,22.85
1408,SZ2015,12,40.75,40.5,40.5,0,489,2015/12/8,42,42
1409,SZ2014,23203,41,41,41,0,967891,2015/12/8,41,41
1410,SZ2013,1,44,44,44,0,44,2015/12/8,44,44
1411,湖北,15632,22.95,22.95,22.95,0,359289,2015/12/8,22.95,22.95
1412,重庆,0,12.5,12.5,12.5,0,0,2015/12/8,12.5,12.5
1413,北京,250,33.6,33.6,33.6,0,8400,2015/12/7,33.6,33.6
1414,上海,1400,10.9,10.9,10.9,0,15260,2015/12/7,10.9,10.9
1415,广东,0,15,15,15,0,0,2015/12/7,15,15
1416,天津,2744,22.87,22.87,22.87,0,120,2015/12/7,22.87,22.87
1417,SZ2015,2303,40.96,40.95,40.95,0,94320,2015/12/7,45,45
1418,SZ2014,25819,42,42,42,0,1053590,2015/12/7,42,42
1419,SZ2013,0,46,46,46,0,0,2015/12/7,46,46
1420,湖北,11000,22.5,22.5,22.5,0,247500,2015/12/7,22.5,22.5
1421,重庆,0,12.5,12.5,12.5,0,0,2015/12/7,12.5,12.5
1422,北京,0,40,40,40,0,0,2015/12/4,40,40
1423,上海,5000,12.1,12.1,12.1,0,60500,2015/12/4,12.1,12.1
1424,广东,0,15,15,15,0,0,2015/12/4,15,15
1425,天津,140,22.82,22.82,22.82,0,3195,2015/12/4,22.82,22.82
1426,SZ2014,48810,40.05,40.05,40.05,0,2000390,2015/12/4,40.05,40.05
1427,SZ2013,202,46,40.5,40.5,0,8192,2015/12/4,46,46
1428,SZ2015,5036,45.5,39.87,39.87,0,200819,2015/12/4,45.5,39.88
1429,湖北,12230,22.18,22.18,22.18,0,271255,2015/12/4,22.18,22.18
1430,重庆,0,12.5,12.5,12.5,0,0,2015/12/4,12.5,12.5
1431,北京,0,40,40,40,0,0,2015/12/3,40,40
1432,上海,5000,13.4,13.4,13.4,0,67000,2015/12/3,13.4,13.4
1433,广东,0,15,15,15,0,0,2015/12/3,15,15
1434,天津,100,22.89,22.89,22.89,0,2289,2015/12/3,22.89,22.89
1435,SZ2013,5001,45,40.5,40.5,0,202545,2015/12/3,45,45
1436,SZ2015,6202,44.3,40,39.87,0,247839,2015/12/3,44.3,39.96
1437,SZ2014,78914,40.95,40.95,40.95,0,3232580,2015/12/3,40.95,40.95
1438,湖北,15260,23.05,23.05,23.05,0,351730,2015/12/3,23.05,23.05
1439,重庆,0,12.5,12.5,12.5,0,0,2015/12/3,12.5,12.5
1440,北京,120,40,40,40,0,4800,2015/12/2,40,40
1441,上海,5500,14.6,14.6,14.6,0,81950,2015/12/2,14.6,14.6
1442,广东,300,15,15,15,0,4500,2015/12/2,15,15
1443,天津,140,22.86,22.86,22.86,0,3200,2015/12/2,22.86,22.86
1444,SZ2015,5802,44.3,45,40.5,0,240989,2015/12/2,48,41.54
1445,SZ2014,70999,40.68,40.68,40.68,0,2888250,2015/12/2,40.68,40.68
1446,SZ2013,5001,45,40.95,40.95,0,204795,2015/12/2,45,45
1447,湖北,30363,23.01,23.01,23.01,0,698653,2015/12/2,23.01,23.01
1448,重庆,0,12.5,12.5,12.5,0,0,2015/12/2,12.5,12.5
1449,北京,0,33.6,33.6,33.6,0,0,2015/12/1,33.6,33.6
1450,上海,5000,16.5,16.5,16.5,0,82500,2015/12/1,16.5,16.5
1451,广东,100,15.3,15.3,15.3,0,1530,2015/12/1,15.3,15.3
1452,天津,140,22.93,22.93,22.93,0,3211,2015/12/1,22.93,22.93
1453,SZ2015,11003,43.53,43.53,43.53,0,478935,2015/12/1,43.53,43.53
1454,SZ2014,70898,42.12,42.12,42.12,0,2990620,2015/12/1,42.12,42.12
1455,SZ2013,2,45.5,45.5,45.5,0,91,2015/12/1,45.5,45.5
1456,湖北,29400,23.05,23.05,23.05,0,677686,2015/12/1,23.05,23.05
1457,重庆,51,12.5,12.5,12.5,0,637.5,2015/12/1,12.5,12.5
1458,北京,0,33.6,33.6,33.6,0,0,2015/11/30,33.6,33.6
1459,上海,5000,18.3,18.3,18.3,0,91500,2015/11/30,18.3,18.3
1460,广东,100,15,15,15,0,1500,2015/11/30,15,15
1461,天津,120,22.93,22.93,22.93,0,2752,2015/11/30,22.93,22.93
1462,SZ2014,56900,40.32,40.32,40.32,0,2294220,2015/11/30,40.32,40.32
1463,SZ2013,2,47,47,47,0,94,2015/11/30,47,47
1464,SZ2015,5011,47,40.5,40.5,0,202997,2015/11/30,47,40.51
1465,湖北,10600,23.11,23.11,23.11,0,244970,2015/11/30,23.11,23.11
1466,重庆,375,12.5,12.5,12.5,0,4687.5,2015/11/30,12.5,12.5
1467,北京,2950,33.6,33.6,33.6,0,99120,2015/11/27,33.6,33.6
1468,上海,5000,30.3,30.3,30.3,0,151500,2015/11/27,30.3,30.3
1469,广东,100,15,15,15,0,1500,2015/11/27,15,15
1470,天津,0,22.89,22.89,22.89,0,0,2015/11/27,22.89,22.89
1471,SZ2013,0,45,45,45,0,0,2015/11/27,45,45
1472,SZ2015,1,45,45,45,0,45,2015/11/27,45,45
1473,SZ2014,61999,39.15,39.15,39.15,0,2427270,2015/11/27,39.15,39.15
1474,湖北,10100,23.11,23.11,23.11,0,233410,2015/11/27,23.11,23.11
1475,重庆,0,12.46,12.46,12.46,0,0,2015/11/27,12.46,12.46
1476,北京,150,41.5,41.5,41.5,0,6225,2015/11/26,41.5,41.5
1477,上海,0,12.5,12.5,12.5,0,0,2015/11/26,12.5,12.5
1478,广东,700,15,15,15,0,10500,2015/11/26,15,15
1479,天津,140,22.89,22.89,22.89,0,3204,2015/11/26,22.89,22.89
1480,SZ2015,4,44.8,44.8,40.68,0,170.96,2015/11/26,44.8,42.74
1481,SZ2014,69998,39.6,39.6,39.6,0,2789930,2015/11/26,39.6,39.6
1482,SZ2013,1,45,45,45,0,45,2015/11/26,45,45
1483,湖北,10000,23.2,23.2,23.2,0,232000,2015/11/26,23.2,23.2
1484,重庆,0,12.46,12.46,12.46,0,0,2015/11/26,12.46,12.46
1485,北京,0,42,42,42,0,0,2015/11/25,42,42
1486,上海,0,12.5,12.5,12.5,0,0,2015/11/25,12.5,12.5
1487,广东,0,15.3,15.3,15.3,0,0,2015/11/25,15.3,15.3
1488,天津,120,22.93,22.93,22.93,0,2752,2015/11/25,22.93,22.93
1489,SZ2015,2,45.2,45.2,45.2,0,90.4,2015/11/25,45.2,45.2
1490,SZ2014,80998,38.52,38.52,38.52,0,3127450,2015/11/25,38.52,38.52
1491,SZ2013,1,46,46,46,0,46,2015/11/25,46,46
1492,湖北,30658,23.73,23.73,23.73,0,720614,2015/11/25,23.73,23.73
1493,重庆,0,12.46,12.46,12.46,0,0,2015/11/25,12.46,12.46
1494,北京,0,42,42,42,0,0,2015/11/24,42,42
1495,上海,0,12.5,12.5,12.5,0,0,2015/11/24,12.5,12.5
1496,广东,300,14.99,14.99,14.99,0,4498,2015/11/24,14.99,14.99
1497,天津,100,22.97,22.97,22.97,0,2297,2015/11/24,22.97,22.97
1498,SZ2014,81028,38.25,38.25,38.25,0,3099330,2015/11/24,38.25,38.25
1499,SZ2013,1,46.3,46.3,46.3,0,46.3,2015/11/24,46.3,46.3
1500,SZ2015,0,45.5,45.5,40.95,0,0,2015/11/24,45.5,45.17
1501,湖北,62400,23.13,23.13,23.13,0,1443310,2015/11/24,23.13,23.13
1502,重庆,624,12.46,12.46,12.46,0,7775.04,2015/11/24,12.46,12.46
1503,北京,0,42,42,42,0,0,2015/11/23,42,42
1504,上海,0,12.5,12.5,12.5,0,0,2015/11/23,12.5,12.5
1505,广东,2000,14.95,14.95,14.95,0,29900,2015/11/23,14.95,14.95
1506,天津,120,22.93,22.93,22.93,0,2751,2015/11/23,22.93,22.93
1507,SZ2013,1,46,46,46,0,46,2015/11/23,46,46
1508,SZ2015,6203,45.5,45.5,40.95,0,280192,2015/11/23,45.5,45.17
1509,SZ2014,56000,38.25,38.25,38.25,0,2142010,2015/11/23,38.25,38.25
1510,湖北,86000,23.1,23.1,23.1,0,1988030,2015/11/23,23.1,23.1
1511,重庆,376,12.46,12.46,12.46,0,4684.96,2015/11/23,12.46,12.46
1512,北京,0,42,42,42,0,0,2015/11/20,42,42
1513,北京,0,42,42,42,0,0,2015/11/20,42,42
1514,上海,0,12.5,12.5,12.5,0,0,2015/11/20,12.5,12.5
1515,广东,800,14.69,14.91,14.91,0,11750,2015/11/20,15.1,14.69
1516,天津,0,22.98,22.98,22.98,0,0,2015/11/20,22.98,22.98
1517,SZ2013,1,46,46,46,0,46,2015/11/20,46,46
1518,SZ2015,6201,45.5,40.51,40.5,0,251158,2015/11/20,45.5,40.5
1519,SZ2014,37353,37.8,37.8,37.8,0,1416160,2015/11/20,37.8,37.8
1520,湖北,106553,23.05,23.05,23.05,0,2451840,2015/11/20,23.05,23.05
1521,重庆,0,12.48,12.48,12.48,0,0,2015/11/20,12.48,12.48
1522,北京,100,42,42,42,0,4200,2015/11/19,42,42
1523,上海,0,12.5,12.5,12.5,0,0,2015/11/19,12.5,12.5
1524,广东,0,14.91,14.91,14.91,0,0,2015/11/19,14.91,14.91
1525,天津,100,22.98,22.98,22.98,0,2298,2015/11/19,22.98,22.98
1526,SZ2015,5002,45,45,45,0,225090,2015/11/19,45,45
1527,SZ2014,36005,36.86,36.86,36.86,0,1327160,2015/11/19,36.86,36.86
1528,SZ2013,1,45,45,45,0,45,2015/11/19,45,45
1529,湖北,15144,23.9,23.9,23.9,0,348685,2015/11/19,23.9,23.9
1530,重庆,22,12.48,12.48,12.48,0,249.6,2015/11/19,12.48,12.48
1531,北京,0,40,40,40,0,0,2015/11/18,40,40
1532,上海,0,12.5,12.5,12.5,0,0,2015/11/18,12.5,12.5
1533,广东,0,14.91,14.91,14.91,0,0,2015/11/18,14.91,14.91
1534,天津,140,23.03,23.03,23.03,0,3224,2015/11/18,23.03,23.03
1535,SZ2014,35643,40.95,40.95,40.95,0,1459580,2015/11/18,40.95,40.95
1536,SZ2013,2,46.5,46.5,46.5,0,93,2015/11/18,46.5,46.5
1537,SZ2015,9208,46,40.95,40.95,0,415142,2015/11/18,50.05,45.08
1538,湖北,15000,23.01,23.01,23.01,0,345150,2015/11/18,23.01,23.01
1539,重庆,0,10.4,10.4,10.4,0,0,2015/11/18,10.4,10.4
1540,北京,0,40,40,40,0,0,2015/11/17,40,40
1541,上海,0,12.5,12.5,12.5,0,0,2015/11/17,12.5,12.5
1542,广东,0,14.91,14.91,14.91,0,0,2015/11/17,14.91,14.91
1543,天津,120,22.95,22.95,22.95,0,2754,2015/11/17,22.95,22.95
1544,SZ2013,2,46,46,46,0,92,2015/11/17,46,46
1545,SZ2015,9691,40.73,40.5,40.5,0,394738,2015/11/17,45.5,45.5
1546,SZ2014,34920,40.5,40.5,40.5,0,1414270,2015/11/17,40.5,40.5
1547,湖北,22280,23.1,23,23,0,513518,2015/11/17,23.1,23
1548,重庆,0,10.4,10.4,10.4,0,0,2015/11/17,10.4,10.4
1549,北京,0,40,40,40,0,0,2015/11/16,40,40
1550,上海,0,12.5,12.5,12.5,0,0,2015/11/16,12.5,12.5
1551,广东,0,14.91,14.91,14.91,0,0,2015/11/16,14.91,14.91
1552,天津,100,22.86,22.86,22.86,0,2286,2015/11/16,22.86,22.86
1553,SZ2013,2,45.5,45.5,45.5,0,91,2015/11/16,45.5,45.5
1554,SZ2015,11503,45,39.6,39.6,0,455530,2015/11/16,45,45
1555,SZ2014,30789,40.5,40.5,40.5,0,1246960,2015/11/16,40.5,40.5
1556,湖北,23100,23.15,23.1,23.1,0,533652,2015/11/16,23.15,23.1
1557,重庆,0,10.4,10.4,10.4,0,0,2015/11/16,10.4,10.4
1558,北京,0,40,40,40,0,0,2015/11/13,40,40
1559,上海,0,12.5,12.5,12.5,0,0,2015/11/13,12.5,12.5
1560,广东,0,14.91,15.29,15.29,0,0,2015/11/13,16.82,14.91
1561,天津,0,22.77,22.77,22.77,0,0,2015/11/13,22.77,22.77
1562,SZ2015,10803,44,39.6,39.6,0,427812,2015/11/13,44,39.6
1563,SZ2014,29214,40.05,40.05,40.05,0,1170030,2015/11/13,40.05,40.05
1564,SZ2013,1,45.5,45.5,45.5,0,45.5,2015/11/13,45.5,45.5
1565,湖北,15020,23.79,23.79,23.79,0,348476,2015/11/13,23.79,23.79
1566,重庆,0,10.4,10.4,10.4,0,0,2015/11/13,10.4,10.4
1567,北京,0,40,40,40,0,0,2015/11/12,40,40
1568,上海,0,12.5,12.5,12.5,0,0,2015/11/12,12.5,12.5
1569,广东,2900,14.91,15.29,15.29,0,43228,2015/11/12,16.82,14.91
1570,天津,120,22.77,22.77,22.77,0,2732,2015/11/12,22.77,22.77
1571,SZ2014,30001,40.5,40.5,40.5,0,1215040,2015/11/12,40.5,40.5
1572,SZ2013,5051,45,40.95,40.95,0,206842,2015/11/12,45,45
1573,SZ2015,8813,44,39.6,39.6,0,349004,2015/11/12,44,39.6
1574,湖北,1,22.55,22.55,22.55,0,22.55,2015/11/12,22.55,22.55
1575,重庆,0,10.4,10.4,10.4,0,0,2015/11/12,10.4,10.4
1576,北京,0,40,40,40,0,0,2015/11/11,40,40
1577,上海,0,12.5,12.5,12.5,0,0,2015/11/11,12.5,12.5
1578,广东,1105,15.29,15,15,0,16897.5,2015/11/11,16.5,15.29
1579,天津,120,22.93,22.93,22.93,0,2751,2015/11/11,22.93,22.93
1580,SZ2013,5004,45.5,40.5,40.5,0,202682,2015/11/11,45.5,45.5
1581,SZ2015,8012,44,39.6,39.6,0,317280,2015/11/11,44,39.6
1582,SZ2014,35453,40.05,40.05,40.05,0,1419900,2015/11/11,40.05,40.05
1583,湖北,1000,22.3,22.3,22.3,0,20501.5,2015/11/11,22.3,22.3
1584,重庆,0,10.4,10.4,10.4,0,0,2015/11/11,10.4,10.4
1585,北京,0,40,40,40,0,0,2015/11/10,40,40
1586,上海,0,12.5,12.5,12.5,0,0,2015/11/10,12.5,12.5
1587,广东,300,15,15,15,0,4500,2015/11/10,15,15
1588,天津,140,23.02,23.02,23.02,0,3222,2015/11/10,23.02,23.02
1589,SZ2013,5602,45,40.5,40.5,0,226890,2015/11/10,45,45
1590,SZ2015,5003,44,45,39.6,0,198129,2015/11/10,45,39.6
1591,SZ2014,35231,40.05,40.05,40.05,0,1411010,2015/11/10,40.05,40.05
1592,湖北,101,22.55,20,20,0,2022.55,2015/11/10,22.55,20
1593,重庆,0,10.4,10.4,10.4,0,0,2015/11/10,10.4,10.4
1594,北京,500,40,40,40,0,20000,2015/11/9,40,40
1595,北京,500,40,40,40,0,20000,2015/11/9,40,40
1596,上海,0,12.5,12.5,12.5,0,0,2015/11/9,12.5,12.5
1597,广东,700,15,15.44,15.44,0,10500,2015/11/9,15,15
1598,天津,120,22.98,22.98,22.98,0,2757,2015/11/9,22.98,22.98
1599,SZ2015,5353,44,44,44,0,230877,2015/11/9,44,44
1600,SZ2014,31819,40.5,40.5,40.5,0,1295080,2015/11/9,40.5,40.5
1601,SZ2013,5607,47.34,47.34,39.6,0,222087,2015/11/9,47.34,45
1602,湖北,1102,23.13,23.13,23.13,0,22859.3,2015/11/9,23.13,23.13
1603,重庆,0,10.4,10.4,10.4,0,0,2015/11/9,10.4,10.4
1604,北京,500,41,41,41,0,20500,2015/11/6,41,41
1605,上海,0,12.5,12.5,12.5,0,0,2015/11/6,12.5,12.5
1606,广东,2710,15.44,16.46,16.46,0,41845,2015/11/6,16,15.44
1607,天津,160,23.04,23.04,23.04,0,3687,2015/11/6,23.04,23.04
1608,SZ2014,30001,39.29,39.29,39.29,0,1178740,2015/11/6,39.29,39.29
1609,SZ2013,0,44,44,44,0,0,2015/11/6,44,44
1610,SZ2015,13651,47.92,39.2,39.2,0,560410,2015/11/6,47.92,41.05
1611,湖北,40029,23.16,23.16,23.16,0,841872,2015/11/6,23.16,23.16
1612,重庆,0,10.4,10.4,10.4,0,0,2015/11/6,10.4,10.4
1613,北京,120,43,43,43,0,5160,2015/11/5,43,43
1614,上海,0,12.5,12.5,12.5,0,0,2015/11/5,12.5,12.5
1615,广东,800,16.46,14.96,14.96,0,13168,2015/11/5,16.46,16.46
1616,天津,120,23.78,23.78,23.78,0,2854,2015/11/5,23.78,23.78
1617,SZ2013,4751,44,40,39.6,0,189744,2015/11/5,44,44
1618,SZ2015,14304,43.56,35.64,35.64,0,509863,2015/11/5,43.56,35.64
1619,SZ2014,35002,40.95,40.95,40.95,0,1164840,2015/11/5,40.95,40.95
1620,湖北,18764,23.25,23.25,23.25,0,408983,2015/11/5,23.25,23.25
1621,重庆,0,10.4,10.4,10.4,0,0,2015/11/5,10.4,10.4
1622,北京,0,45,45,45,0,0,2015/11/4,45,45
1623,上海,0,12.5,12.5,12.5,0,0,2015/11/4,12.5,12.5
1624,广东,10000,14.96,14.96,14.96,0,149552,2015/11/4,14.96,14.96
1625,天津,0,22.76,22.76,22.76,0,0,2015/11/4,22.76,22.76
