,date,FDL
1954,2013/05/07,33768.62
1955,2013/05/08,33996.67
1956,2013/05/09,34678.28
1957,2013/05/10,34457.43
1958,2013/05/11,32939.33
1959,2013/05/12,31183.88
1960,2013/05/13,35040.37
1961,2013/05/14,35776.69
1962,2013/05/15,35546.93
1963,2013/05/16,34693.08
1964,2013/05/17,34586.05
1965,2013/05/18,31814
1966,2013/05/19,30933.59
1967,2013/05/20,34750.07
1968,2013/05/21,35827.93
1969,2013/05/22,36777.39
1970,2013/05/23,36109.58
1971,2013/05/24,36553.54
1972,2013/05/25,34498.6
1973,2013/05/26,31754.9
1974,2013/05/27,35615.3
1975,2013/05/28,36392.04
1976,2013/05/29,37657.58
1977,2013/05/30,35988.58
1978,2013/05/31,34546.95
1979,2013/06/01,32368.14
1980,2013/06/02,30356.35
1981,2013/06/03,35342.16
1982,2013/06/04,35384.17
1983,2013/06/05,35907.64
1984,2013/06/06,36817.65
1985,2013/06/07,36288.1
1986,2013/06/08,35768.83
1987,2013/06/09,34742.83
1988,2013/06/10,32226.56
1989,2013/06/11,30837.43
1990,2013/06/12,27835.4
1991,2013/06/13,33481.68
1992,2013/06/14,34658.66
1993,2013/06/15,34175.83
1994,2013/06/16,33909.14
1995,2013/06/17,39574.53
1996,2013/06/18,44937.32
1997,2013/06/19,45327.28
1998,2013/06/20,43593.7
1999,2013/06/21,40873.86
2000,2013/06/22,35224.2
2001,2013/06/23,34817.53
2002,2013/06/24,40452.52
2003,2013/06/25,41219.67
2004,2013/06/26,39226.02
2005,2013/06/27,38604.73
2006,2013/06/28,36907.52
2007,2013/06/29,34003.32
2008,2013/06/30,35711.77
2009,2013/07/01,43159.34
2010,2013/07/02,47386.79
2011,2013/07/03,49269
2012,2013/07/04,51678.94
2013,2013/07/05,49011.49
2014,2013/07/06,40355.26
2015,2013/07/07,39261.49
2016,2013/07/08,47736.31
2017,2013/07/09,52942.38
2018,2013/07/10,53531.59
2019,2013/07/11,53607.77
2020,2013/07/12,50869.12
2021,2013/07/13,42121.41
2022,2013/07/14,42167.84
2023,2013/07/15,49822.13
2024,2013/07/16,51468.64
2025,2013/07/17,51706.58
2026,2013/07/18,51362.36
2027,2013/07/19,50092.64
2028,2013/07/20,47797.08
2029,2013/07/21,44764.26
2030,2013/07/22,50475.4
2031,2013/07/23,53637.24
2032,2013/07/24,55841.3
2033,2013/07/25,56789.13
2034,2013/07/26,56739.75
2035,2013/07/27,50357.97
2036,2013/07/28,49231.15
2037,2013/07/29,55789.83
2038,2013/07/30,58423.69
2039,2013/07/31,56915.38
2040,2013/08/01,56945.49
2041,2013/08/02,56352.16
2042,2013/08/03,49936.25
2043,2013/08/04,48940.18
2044,2013/08/05,54971.01
2045,2013/08/06,57920.59
2046,2013/08/07,58946.49
2047,2013/08/08,59467.95
2048,2013/08/09,59643.07
2049,2013/08/10,54093.78
2050,2013/08/11,50585.78
2051,2013/08/12,54679.32
2052,2013/08/13,54602.37
2053,2013/08/14,54568.68
2054,2013/08/15,53822.51
2055,2013/08/16,52758.78
2056,2013/08/17,48441.29
2057,2013/08/18,45902.92
2058,2013/08/19,51523.43
2059,2013/08/20,52861.92
2060,2013/08/21,51681.96
2061,2013/08/22,50891.24
2062,2013/08/23,51421.84
2063,2013/08/24,49824.68
2064,2013/08/25,45469.53
2065,2013/08/26,48864.56
2066,2013/08/27,48909.05
2067,2013/08/28,49510.31
2068,2013/08/29,51374.06
2069,2013/08/30,48320.11
2070,2013/08/31,42538.27
2071,2013/09/01,41363.85
2072,2013/09/02,43072.86
2073,2013/09/03,39482.66
2074,2013/09/04,38484.78
2075,2013/09/05,37767.04
2076,2013/09/06,36855.23
2077,2013/09/07,34908.54
2078,2013/09/08,33264.91
2079,2013/09/09,38425.45
2080,2013/09/10,41172.97
2081,2013/09/11,43028.73
2082,2013/09/12,45076.12
2083,2013/09/13,44795.42
2084,2013/09/14,40112.64
2085,2013/09/15,36799.95
2086,2013/09/16,40238.55
2087,2013/09/17,42163.4
2088,2013/09/18,39935.08
2089,2013/09/19,32924.52
2090,2013/09/20,34266.66
2091,2013/09/21,34481.32
2092,2013/09/22,40442.99
2093,2013/09/23,41528.54
2094,2013/09/24,43454.68
2095,2013/09/25,37463.46
2096,2013/09/26,36041.74
2097,2013/09/27,35814.65
2098,2013/09/28,34298.99
2099,2013/09/29,34642.73
2100,2013/09/30,34817.23
2101,2013/10/01,25980.53
2102,2013/10/02,25775.22
2103,2013/10/03,26443.33
2104,2013/10/04,28756.11
2105,2013/10/05,30190.55
2106,2013/10/06,31000.89
2107,2013/10/07,31851.94
2108,2013/10/08,33650.91
2109,2013/10/09,34442.03
2110,2013/10/10,34928.87
2111,2013/10/11,35742.53
2112,2013/10/12,35223.88
2113,2013/10/13,32343.57
2114,2013/10/14,35857.21
2115,2013/10/15,34806.24
2116,2013/10/16,33638.67
2117,2013/10/17,34133.87
2118,2013/10/18,34281.09
2119,2013/10/19,32647.41
2120,2013/10/20,30755.25
2121,2013/10/21,33549.56
2122,2013/10/22,34278.41
2123,2013/10/23,34344.03
2124,2013/10/24,34236.71
2125,2013/10/25,34244.23
2126,2013/10/26,32291.1
2127,2013/10/27,30495.82
2128,2013/10/28,33526.14
2129,2013/10/29,34472.3
2130,2013/10/30,34719.94
2131,2013/10/31,34312.36
2132,2013/11/01,34347.4
2133,2013/11/02,32888.42
2134,2013/11/03,31019.37
2135,2013/11/04,33631.04
2136,2013/11/05,34328.14
2137,2013/11/06,34446.36
2138,2013/11/07,34339.57
2139,2013/11/08,34358.91
2140,2013/11/09,33283.98
2141,2013/11/10,30977.36
2142,2013/11/11,33707.05
2143,2013/11/12,34439.13
2144,2013/11/13,34142.58
2145,2013/11/14,34691.56
2146,2013/11/15,34492.06
2147,2013/11/16,33014.08
2148,2013/11/17,31530.84
2149,2013/11/18,35177.72
2150,2013/11/19,36155.44
2151,2013/11/20,35853.44
2152,2013/11/21,35995.03
2153,2013/11/22,35615.71
2154,2013/11/23,33593.27
2155,2013/11/24,32052.93
2156,2013/11/25,35440.16
2157,2013/11/26,36288.57
2158,2013/11/27,37354.97
2159,2013/11/28,38853.01
2160,2013/11/29,39170.66
2161,2013/11/30,36043.08
2162,2013/12/01,34144.4
2163,2013/12/02,37830.53
2164,2013/12/03,37669.78
2165,2013/12/04,37179.72
2166,2013/12/05,37056.77
2167,2013/12/06,37618.16
2168,2013/12/07,35619.08
2169,2013/12/08,33201.43
2170,2013/12/09,38208.35
2171,2013/12/10,39365.7
2172,2013/12/11,39963.51
2173,2013/12/12,40063.97
2174,2013/12/13,39834.51
2175,2013/12/14,36466.18
2176,2013/12/15,35208.28
2177,2013/12/16,40684.68
2178,2013/12/17,41845.05
2179,2013/12/18,41654.37
2180,2013/12/19,42362.6
2181,2013/12/20,43286.39
2182,2013/12/21,38505.39
2183,2013/12/22,38278.43
2184,2013/12/23,42664.78
2185,2013/12/24,43229.19
2186,2013/12/25,42757.89
2187,2013/12/26,44116.12
2188,2013/12/27,45046
2189,2013/12/28,43196.44
2190,2013/12/29,41460.95
2191,2013/12/30,43264.64
2192,2013/12/31,41862.37
2193,2014/01/01,35233.01
2194,2014/01/02,39881.06
2195,2014/01/03,40366.15
2196,2014/01/04,37774.35
2197,2014/01/05,37552.61
2198,2014/01/06,41287.9
2199,2014/01/07,40742.45
2200,2014/01/08,42354.27
2201,2014/01/09,43731.73
2202,2014/01/10,43389.41
2203,2014/01/11,41205.93
2204,2014/01/12,38978.4
2205,2014/01/13,43056.91
2206,2014/01/14,43281.75
2207,2014/01/15,42674.42
2208,2014/01/16,41688.86
2209,2014/01/17,38682.16
2210,2014/01/18,39183.53
2211,2014/01/19,37281.9
2212,2014/01/20,40311.1
2213,2014/01/21,41334.25
2214,2014/01/22,40950.99
2215,2014/01/23,40378.44
2216,2014/01/24,39328.99
2217,2014/01/25,35818.3
2218,2014/01/26,35152.8
2219,2014/01/27,34616.96
2220,2014/01/28,32271.34
2221,2014/01/29,30054.81
2222,2014/01/30,27346.18
2223,2014/01/31,24552.36
2224,2014/02/01,24226
2225,2014/02/02,22825.31
2226,2014/02/03,25065.74
2227,2014/02/04,26767
2228,2014/02/05,28263.06
2229,2014/02/06,29724.75
2230,2014/02/07,32586.12
2231,2014/02/08,35735.62
2232,2014/02/09,34204.78
2233,2014/02/10,40176.46
2234,2014/02/11,43209.47
2235,2014/02/12,43687.51
2236,2014/02/13,42833.64
2237,2014/02/14,42228.05
2238,2014/02/15,37945.76
2239,2014/02/16,37398.88
2240,2014/02/17,41124.02
2241,2014/02/18,43228.41
2242,2014/02/19,43832.35
2243,2014/02/20,42702.65
2244,2014/02/21,42061.43
2245,2014/02/22,38570.86
2246,2014/02/23,36552.23
2247,2014/02/24,40642.84
2248,2014/02/25,41797.41
2249,2014/02/26,40545.03
2250,2014/02/27,39793.17
2251,2014/02/28,39942.03
2252,2014/03/01,38733.04
2253,2014/03/02,36144.96
2254,2014/03/03,39604.37
2255,2014/03/04,40081.33
2256,2014/03/05,40120.43
2257,2014/03/06,41203.36
2258,2014/03/07,40615.42
2259,2014/03/08,38717.48
2260,2014/03/09,36842.97
2261,2014/03/10,38685.87
2262,2014/03/11,38357.51
2263,2014/03/12,38901.04
2264,2014/03/13,39713.65
2265,2014/03/14,38369.09
2266,2014/03/15,35457.79
2267,2014/03/16,33200.92
2268,2014/03/17,36847.22
2269,2014/03/18,34849.32
2270,2014/03/19,36033.63
2271,2014/03/20,37259.82
2272,2014/03/21,36703.5
2273,2014/03/22,34283.28
2274,2014/03/23,33180.02
2275,2014/03/24,35478.06
2276,2014/03/25,35612.07
2277,2014/03/26,35106.85
2278,2014/03/27,34957.95
2279,2014/03/28,35112.58
2280,2014/03/29,33311.15
2281,2014/03/30,30985.57
2282,2014/03/31,33791.71
2283,2014/04/01,34346.1
2284,2014/04/02,34281.33
2285,2014/04/03,33988.2
2286,2014/04/04,33584.5
2287,2014/04/05,28120.61
2288,2014/04/06,28376.41
2289,2014/04/07,31106.72
2290,2014/04/08,33543.87
2291,2014/04/09,33985.28
2292,2014/04/10,33923.62
2293,2014/04/11,33700.45
2294,2014/04/12,32800.23
2295,2014/04/13,31138.12
2296,2014/04/14,33486.74
2297,2014/04/15,34196.44
2298,2014/04/16,34409.43
2299,2014/04/17,34027.14
2300,2014/04/18,34599.6
2301,2014/04/19,33071.01
2302,2014/04/20,31451.26
2303,2014/04/21,33921.32
2304,2014/04/22,34163.11
2305,2014/04/23,34895.61
2306,2014/04/24,34879.23
2307,2014/04/25,34774.02
2308,2014/04/26,33558.6
2309,2014/04/27,31424.05
2310,2014/04/28,34587.62
2311,2014/04/29,34417.07
2312,2014/04/30,33695.4
2313,2014/05/01,26955.28
2314,2014/05/02,27491.44
2315,2014/05/03,29474.42
2316,2014/05/04,32907.31
2317,2014/05/05,33916.47
2318,2014/05/06,34147.64
2319,2014/05/07,34321.07
2320,2014/05/08,34700.18
2321,2014/05/09,34346.06
2322,2014/05/10,31716.32
2323,2014/05/11,31160.45
2324,2014/05/12,34422.8
2325,2014/05/13,34882.86
2326,2014/05/14,35103.13
2327,2014/05/15,35440.93
2328,2014/05/16,35436.62
2329,2014/05/17,33480.48
2330,2014/05/18,31280.84
2331,2014/05/19,34460.44
2332,2014/05/20,35565.19
2333,2014/05/21,34991.92
2334,2014/05/22,35885.35
2335,2014/05/23,36103.48
2336,2014/05/24,33961.22
2337,2014/05/25,32133.21
2338,2014/05/26,35857.83
2339,2014/05/27,38123.04
2340,2014/05/28,38305.95
2341,2014/05/29,39029.74
2342,2014/05/30,38945.32
2343,2014/05/31,35469.85
2344,2014/06/01,31411.91
2345,2014/06/02,28804.86
2346,2014/06/03,34066.12
2347,2014/06/04,35571.67
2348,2014/06/05,36201.21
2349,2014/06/06,36782.84
2350,2014/06/07,35422.63
2351,2014/06/08,33004.6
2352,2014/06/09,36715.32
2353,2014/06/10,37640.03
2354,2014/06/11,37990.84
2355,2014/06/12,38163.26
2356,2014/06/13,39027
2357,2014/06/14,37050.24
2358,2014/06/15,34520.38
2359,2014/06/16,37712.66
2360,2014/06/17,37894.82
2361,2014/06/18,36982.05
2362,2014/06/19,37806.71
2363,2014/06/20,38296.25
2364,2014/06/21,35683.25
2365,2014/06/22,33854.44
2366,2014/06/23,36602.86
2367,2014/06/24,38429.18
2368,2014/06/25,37419.32
2369,2014/06/26,37001.52
2370,2014/06/27,36827.45
2371,2014/06/28,35197.73
2372,2014/06/29,33521.04
2373,2014/06/30,36099.62
2374,2014/07/01,36874.01
2375,2014/07/02,37511.62
2376,2014/07/03,38065.14
2377,2014/07/04,38387.71
2378,2014/07/05,36510.99
2379,2014/07/06,34336.58
2380,2014/07/07,39058.41
2381,2014/07/08,40134.7
2382,2014/07/09,40869.58
2383,2014/07/10,42683.13
2384,2014/07/11,45729.51
2385,2014/07/12,40629.73
2386,2014/07/13,36608.46
2387,2014/07/14,40649.18
2388,2014/07/15,42088.63
2389,2014/07/16,44026
2390,2014/07/17,46118.94
2391,2014/07/18,47023.83
2392,2014/07/19,44298.67
2393,2014/07/20,44028.12
2394,2014/07/21,48756.57
2395,2014/07/22,50163.98
2396,2014/07/23,51565.7
2397,2014/07/24,51035.72
2398,2014/07/25,49217.88
2399,2014/07/26,45218.93
2400,2014/07/27,43731.11
2401,2014/07/28,48416.47
2402,2014/07/29,49653.01
2403,2014/07/30,50778.68
2404,2014/07/31,50582.55
2405,2014/08/01,47784.43
2406,2014/08/02,41384.05
2407,2014/08/03,41977.85
2408,2014/08/04,50571.7
2409,2014/08/05,51616.41
2410,2014/08/06,52564.96
2411,2014/08/07,51689.88
2412,2014/08/08,50535.6
2413,2014/08/09,43393.91
2414,2014/08/10,41236.73
2415,2014/08/11,46166.27
2416,2014/08/12,42271.09
2417,2014/08/13,43085.3
2418,2014/08/14,41637.08
2419,2014/08/15,42064.48
2420,2014/08/16,39580.24
2421,2014/08/17,37000.7
2422,2014/08/18,40094.78
2423,2014/08/19,38080.52
2424,2014/08/20,37935.35
2425,2014/08/21,39033.22
2426,2014/08/22,39979.1
2427,2014/08/23,39079.98
2428,2014/08/24,38200.58
2429,2014/08/25,39862.2
2430,2014/08/26,42846.29
2431,2014/08/27,40964.9
2432,2014/08/28,40852.25
2433,2014/08/29,39653.65
2434,2014/08/30,38555.94
2435,2014/08/31,38884.27
2436,2014/09/01,40942.56
2437,2014/09/02,41252.84
2438,2014/09/03,40300.74
2439,2014/09/04,39764.1
2440,2014/09/05,40332.24
2441,2014/09/06,35107.79
2442,2014/09/07,32889.52
2443,2014/09/08,31703.92
2444,2014/09/09,39108.16
2445,2014/09/10,40558.55
2446,2014/09/11,39268.52
2447,2014/09/12,38770.04
2448,2014/09/13,36526.17
2449,2014/09/14,34838.57
2450,2014/09/15,37885.86
2451,2014/09/16,38166.84
2452,2014/09/17,38004.68
2453,2014/09/18,36802.91
2454,2014/09/19,36079.88
2455,2014/09/20,34457.6
2456,2014/09/21,33913.66
2457,2014/09/22,36297.14
2458,2014/09/23,36468.23
2459,2014/09/24,36822.17
2460,2014/09/25,36957.17
2461,2014/09/26,37233.73
2462,2014/09/27,35530.97
2463,2014/09/28,36447.45
2464,2014/09/29,36960.7
2465,2014/09/30,33869.31
2466,2014/10/01,26208.71
2467,2014/10/02,26023.12
2468,2014/10/03,26226.64
2469,2014/10/04,28245.08
2470,2014/10/05,29462.55
2471,2014/10/06,30671.28
2472,2014/10/07,31667.7
2473,2014/10/08,33774.43
2474,2014/10/09,34536.99
2475,2014/10/10,34949.4
2476,2014/10/11,34938.97
2477,2014/10/12,32766.84
2478,2014/10/13,33794.88
2479,2014/10/14,33735.22
2480,2014/10/15,33966.17
2481,2014/10/16,34053
2482,2014/10/17,34175.31
2483,2014/10/18,32203.13
2484,2014/10/19,31079.11
2485,2014/10/20,33757.38
2486,2014/10/21,34423.12
2487,2014/10/22,34355.01
2488,2014/10/23,34478.29
2489,2014/10/24,34520.38
2490,2014/10/25,32693.77
2491,2014/10/26,31244.66
2492,2014/10/27,33792.22
2493,2014/10/28,34078.92
2494,2014/10/29,34441.87
2495,2014/10/30,34417.5
2496,2014/10/31,34415.64
2497,2014/11/01,32487.15
2498,2014/11/02,30603.56
2499,2014/11/03,33223.16
2500,2014/11/04,33961.18
2501,2014/11/05,34291.57
2502,2014/11/06,34624.56
2503,2014/11/07,34388.71
2504,2014/11/08,32888.38
2505,2014/11/09,30592.12
2506,2014/11/10,34212.25
2507,2014/11/11,34737.99
2508,2014/11/12,35106.52
2509,2014/11/13,35236.33
2510,2014/11/14,35346.86
2511,2014/11/15,33399.64
2512,2014/11/16,31726.75
2513,2014/11/17,35184.92
2514,2014/11/18,35933.26
2515,2014/11/19,35848.42
2516,2014/11/20,35648.78
2517,2014/11/21,35346.31
2518,2014/11/22,33068.96
2519,2014/11/23,31212.85
2520,2014/11/24,34833.69
2521,2014/11/25,35876.98
2522,2014/11/26,35677.64
2523,2014/11/27,35500.68
2524,2014/11/28,35663.65
2525,2014/11/29,33674.48
2526,2014/11/30,32119
2527,2014/12/01,37084.24
2528,2014/12/02,38814.43
2529,2014/12/03,40648.74
2530,2014/12/04,41177.12
2531,2014/12/05,42182.99
2532,2014/12/06,39590.82
2533,2014/12/07,37443.16
2534,2014/12/08,40704.17
2535,2014/12/09,41376.77
2536,2014/12/10,41499.57
2537,2014/12/11,42472.45
2538,2014/12/12,43318.31
2539,2014/12/13,40831.75
2540,2014/12/14,38208.46
2541,2014/12/15,42059.03
2542,2014/12/16,44770.64
2543,2014/12/17,45418.06
2544,2014/12/18,45186.92
2545,2014/12/19,43997.19
2546,2014/12/20,40406.38
2547,2014/12/21,39203.56
2548,2014/12/22,44565.81
2549,2014/12/23,43844.43
2550,2014/12/24,43299.54
2551,2014/12/25,43038.08
2552,2014/12/26,43076.21
2553,2014/12/27,39982.23
2554,2014/12/28,38748.08
2555,2014/12/29,41545.15
2556,2014/12/30,41267.78
2557,2014/12/31,40479.13
2558,2015/01/01,34920.1
2559,2015/01/02,37008.27
2560,2015/01/03,38611.69
2561,2015/01/04,40780.85
2562,2015/01/05,39729.67
2563,2015/01/06,42404.91
2564,2015/01/07,43629.51
2565,2015/01/08,44356.97
2566,2015/01/09,43699.1
2567,2015/01/10,40063.92
2568,2015/01/11,37686.21
2569,2015/01/12,41630.63
2570,2015/01/13,42953.88
2571,2015/01/14,43870.77
2572,2015/01/15,43475.31
2573,2015/01/16,43515.55
2574,2015/01/17,39463.45
2575,2015/01/18,37877.24
2576,2015/01/19,42507.21
2577,2015/01/20,43052.15
2578,2015/01/21,42130.11
2579,2015/01/22,43003.36
2580,2015/01/23,42812.77
2581,2015/01/24,39946.1
2582,2015/01/25,38552.49
2583,2015/01/26,41030.83
2584,2015/01/27,41808.89
2585,2015/01/28,44142.13
2586,2015/01/29,45819.42
2587,2015/01/30,45760.62
2588,2015/01/31,42465.75
2589,2015/02/01,40622.62
2590,2015/02/02,43983.75
2591,2015/02/03,44016.63
2592,2015/02/04,44432.87
2593,2015/02/05,43985.15
2594,2015/02/06,42916.83
2595,2015/02/07,39688.58
2596,2015/02/08,38779.54
2597,2015/02/09,42707.41
2598,2015/02/10,43086.64
2599,2015/02/11,41564.45
2600,2015/02/12,37427.97
2601,2015/02/13,35639.67
2602,2015/02/14,32981.29
2603,2015/02/15,31884.31
2604,2015/02/16,29413.73
2605,2015/02/17,27526.81
2606,2015/02/18,25976.53
2607,2015/02/19,22912.84
2608,2015/02/20,23657.35
2609,2015/02/21,24384.35
2610,2015/02/22,25002.56
2611,2015/02/23,26278.16
2612,2015/02/24,28298.7
2613,2015/02/25,32272.04
2614,2015/02/26,34481.61
2615,2015/02/27,36668.78
2616,2015/02/28,38216.58
2617,2015/03/01,36079.57
2618,2015/03/02,39228.73
2619,2015/03/03,39862.41
2620,2015/03/04,39487.48
2621,2015/03/05,40282.05
2622,2015/03/06,40852.11
2623,2015/03/07,37217.93
2624,2015/03/08,36268.03
2625,2015/03/09,40073.81
2626,2015/03/10,41132.07
2627,2015/03/11,41702.69
2628,2015/03/12,41472.09
2629,2015/03/13,39547.36
2630,2015/03/14,35859.18
2631,2015/03/15,34396.81
2632,2015/03/16,37302.36
2633,2015/03/17,36981.07
2634,2015/03/18,36358.49
2635,2015/03/19,36860.71
2636,2015/03/20,36625.81
2637,2015/03/21,34634.27
2638,2015/03/22,32443.26
2639,2015/03/23,35844.14
2640,2015/03/24,36604.59
2641,2015/03/25,36450.16
2642,2015/03/26,36520.99
2643,2015/03/27,37294.28
2644,2015/03/28,34002.19
2645,2015/03/29,31819
2646,2015/03/30,35001.71
2647,2015/03/31,35300.08
2648,2015/04/01,34841.06
2649,2015/04/02,34793.58
2650,2015/04/03,35174.37
2651,2015/04/04,28202.99
2652,2015/04/05,27968.15
2653,2015/04/06,31152.87
2654,2015/04/07,34138.21
2655,2015/04/08,38114.39
2656,2015/04/09,36818.8
2657,2015/04/10,35665.13
2658,2015/04/11,33067.93
2659,2015/04/12,31466.45
2660,2015/04/13,34724.44
2661,2015/04/14,34823.52
2662,2015/04/15,34738.24
2663,2015/04/16,34222.32
2664,2015/04/17,34423.88
2665,2015/04/18,33035.53
2666,2015/04/19,30885.98
2667,2015/04/20,34260.86
2668,2015/04/21,34201.51
2669,2015/04/22,34828
2670,2015/04/23,34838
2671,2015/04/24,35045.13
2672,2015/04/25,33052.28
2673,2015/04/26,31216.54
2674,2015/04/27,33910.28
2675,2015/04/28,35798.28
2676,2015/04/29,36252.32
2677,2015/04/30,35587.76
2678,2015/05/01,27349.24
2679,2015/05/02,28440.13
2680,2015/05/03,30324.01
2681,2015/05/04,34018.44
2682,2015/05/05,34679.8
2683,2015/05/06,34810.52
2684,2015/05/07,34887.74
2685,2015/05/08,35653.41
2686,2015/05/09,33692.44
2687,2015/05/10,31799.53
2688,2015/05/11,34761.57
2689,2015/05/12,35276.68
2690,2015/05/13,35883.97
2691,2015/05/14,36270.6
2692,2015/05/15,36209.25
2693,2015/05/16,33617.23
2694,2015/05/17,31824.92
2695,2015/05/18,35829.78
2696,2015/05/19,36787.21
2697,2015/05/20,36456.44
2698,2015/05/21,35469.98
2699,2015/05/22,35677.6
2700,2015/05/23,33827.23
2701,2015/05/24,31950.22
2702,2015/05/25,35487.98
2703,2015/05/26,35554.4
2704,2015/05/27,36383.73
2705,2015/05/28,36599.89
2706,2015/05/29,36388.45
2707,2015/05/30,34228.38
2708,2015/05/31,31830.32
2709,2015/06/01,36439.51
2710,2015/06/02,38133.58
2711,2015/06/03,36827.15
2712,2015/06/04,36757.85
2713,2015/06/05,37125.76
2714,2015/06/06,34562.69
2715,2015/06/07,32769.57
2716,2015/06/08,36392.76
2717,2015/06/09,37066.96
2718,2015/06/10,37444.85
2719,2015/06/11,38439.59
2720,2015/06/12,40250.08
2721,2015/06/13,38211.67
2722,2015/06/14,36535.46
2723,2015/06/15,38499.85
2724,2015/06/16,39006.72
2725,2015/06/17,38787.63
2726,2015/06/18,38059.46
2727,2015/06/19,38207.16
2728,2015/06/20,27196.56
2729,2015/06/21,30627.68
2730,2015/06/22,33552.61
2731,2015/06/23,39150.13
2732,2015/06/24,41044.18
2733,2015/06/25,43734.88
2734,2015/06/26,47809.1
2735,2015/06/27,45085.25
2736,2015/06/28,33118.53
2737,2015/06/29,40648.82
2738,2015/06/30,44038.02
2739,2015/07/01,39690.18
2740,2015/07/02,39455.16
2741,2015/07/03,39640.41
2742,2015/07/04,35440.83
2743,2015/07/05,33298.59
2744,2015/07/06,37923.81
2745,2015/07/07,35931.71
2746,2015/07/08,36837.83
2747,2015/07/09,38525.03
2748,2015/07/10,38761.08
2749,2015/07/11,33433.06
2750,2015/07/12,32724.78
2751,2015/07/13,41471.36
2752,2015/07/14,44006.66
2753,2015/07/15,44758.97
2754,2015/07/16,44286.61
2755,2015/07/17,42951.62
2756,2015/07/18,37422.69
2757,2015/07/19,36264.19
2758,2015/07/20,42152.26
2759,2015/07/21,44904.65
2760,2015/07/22,46299.46
2761,2015/07/23,47587.16
2762,2015/07/24,48485.33
2763,2015/07/25,46094.61
2764,2015/07/26,45304.74
2765,2015/07/27,51493.55
2766,2015/07/28,56047.35
2767,2015/07/29,58257.9
2768,2015/07/30,57661.1
2769,2015/07/31,56095.28
2770,2015/08/01,52105.58
2771,2015/08/02,50972.22
2772,2015/08/03,57800.62
2773,2015/08/04,58166.73
2774,2015/08/05,57425.94
2775,2015/08/06,55220.38
2776,2015/08/07,54534.63
2777,2015/08/08,48347.49
2778,2015/08/09,45514.51
2779,2015/08/10,50660.29
2780,2015/08/11,49849.55
2781,2015/08/12,46949.14
2782,2015/08/13,47159.03
2783,2015/08/14,47302.15
2784,2015/08/15,44222.66
2785,2015/08/16,41961.91
2786,2015/08/17,45746.86
2787,2015/08/18,46432.95
2788,2015/08/19,47099.55
2789,2015/08/20,47793.1
2790,2015/08/21,46193.17
2791,2015/08/22,40705.66
2792,2015/08/23,38197.47
2793,2015/08/24,43059.32
2794,2015/08/25,40971.11
2795,2015/08/26,41639.37
2796,2015/08/27,41941.39
2797,2015/08/28,42856.86
2798,2015/08/29,39550.12
2799,2015/08/30,37339.93
2800,2015/08/31,41146.62
2801,2015/09/01,43468.77
2802,2015/09/02,43741.58
2803,2015/09/03,32796.98
2804,2015/09/04,36263.13
2805,2015/09/05,36172.39
2806,2015/09/06,40120.92
2807,2015/09/07,42533.49
2808,2015/09/08,42334.43
2809,2015/09/09,41991.08
2810,2015/09/10,41078.1
2811,2015/09/11,41006.83
2812,2015/09/12,36579.17
2813,2015/09/13,33862.57
2814,2015/09/14,37993.87
2815,2015/09/15,38468.45
2816,2015/09/16,37759.6
2817,2015/09/17,37867.03
2818,2015/09/18,37674.58
2819,2015/09/19,35603.23
2820,2015/09/20,34068.99
2821,2015/09/21,37663.33
2822,2015/09/22,38292.63
2823,2015/09/23,38502.44
2824,2015/09/24,38823.46
2825,2015/09/25,38588.44
2826,2015/09/26,34631.43
2827,2015/09/27,31902.3
2828,2015/09/28,35706.05
2829,2015/09/29,36184.34
2830,2015/09/30,34449.96
2831,2015/10/01,26885.32
2832,2015/10/02,26496.31
2833,2015/10/03,27013.75
2834,2015/10/04,28609.92
2835,2015/10/05,29772.33
2836,2015/10/06,31007.05
2837,2015/10/07,32820.44
2838,2015/10/08,34931.5
2839,2015/10/09,35383.07
2840,2015/10/10,35032.28
2841,2015/10/11,31959.78
2842,2015/10/12,34471.07
2843,2015/10/13,35308.04
2844,2015/10/14,35636.09
2845,2015/10/15,35965.02
2846,2015/10/16,35862.03
2847,2015/10/17,33923.28
2848,2015/10/18,31877.59
2849,2015/10/19,35002.7
2850,2015/10/20,35777.49
2851,2015/10/21,35812.67
2852,2015/10/22,36167.32
2853,2015/10/23,36167.43
2854,2015/10/24,34174.29
2855,2015/10/25,32021.47
2856,2015/10/26,35326.17
2857,2015/10/27,35359.82
2858,2015/10/28,35137.61
2859,2015/10/29,35439.59
2860,2015/10/30,35204.27
2861,2015/10/31,32628.37
2862,2015/11/01,31408.7
2863,2015/11/02,34493.47
2864,2015/11/03,34889.71
2865,2015/11/04,35212.98
2866,2015/11/05,35790.32
2867,2015/11/06,35840.83
2868,2015/11/07,33993.51
2869,2015/11/08,31907.64
2870,2015/11/09,35470.17
2871,2015/11/10,35960.4
2872,2015/11/11,36245.57
2873,2015/11/12,36427.78
2874,2015/11/13,36432.68
2875,2015/11/14,33980.63
2876,2015/11/15,31635.82
2877,2015/11/16,35208
2878,2015/11/17,36175.77
2879,2015/11/18,36328.64
2880,2015/11/19,36595.22
2881,2015/11/20,36593.13
2882,2015/11/21,34677.31
2883,2015/11/22,32602.26
2884,2015/11/23,36104
2885,2015/11/24,37286.16
2886,2015/11/25,39355.7
2887,2015/11/26,42661.7
