date,hour,max_load,weekday,holiday
2011-01-01 00,0,14415,6,-1
2011-01-01 01,1,13253,6,-1
2011-01-01 02,2,12608,6,-1
2011-01-01 03,3,12129,6,-1
2011-01-01 04,4,11912,6,-1
2011-01-01 05,5,12102,6,-1
2011-01-01 06,6,12087,6,-1
2011-01-01 07,7,12476,6,-1
2011-01-01 08,8,13172,6,-1
2011-01-01 09,9,13818,6,-1
2011-01-01 10,10,14272,6,-1
2011-01-01 11,11,14392,6,-1
2011-01-01 12,12,14388,6,-1
2011-01-01 13,13,14138,6,-1
2011-01-01 14,14,13892,6,-1
2011-01-01 15,15,14340,6,-1
2011-01-01 16,16,15137,6,-1
2011-01-01 17,17,16284,6,-1
2011-01-01 18,18,16382,6,-1
2011-01-01 19,19,16544,6,-1
2011-01-01 20,20,16283,6,-1
2011-01-01 21,21,16077,6,-1
2011-01-01 22,22,15306,6,-1
2011-01-01 23,23,14207,6,-1
2011-01-02 00,0,12955,7,1
2011-01-02 01,1,11932,7,1
2011-01-02 02,2,11365,7,1
2011-01-02 03,3,11093,7,1
2011-01-02 04,4,11061,7,1
2011-01-02 05,5,11312,7,1
2011-01-02 06,6,11638,7,1
2011-01-02 07,7,12726,7,1
2011-01-02 08,8,14010,7,1
2011-01-02 09,9,14847,7,1
2011-01-02 10,10,15173,7,1
2011-01-02 11,11,15308,7,1
2011-01-02 12,12,15247,7,1
2011-01-02 13,13,15468,7,1
2011-01-02 14,14,15624,7,1
2011-01-02 15,15,15884,7,1
2011-01-02 16,16,16710,7,1
2011-01-02 17,17,17685,7,1
2011-01-02 18,18,17550,7,1
2011-01-02 19,19,17528,7,1
2011-01-02 20,20,17175,7,1
2011-01-02 21,21,16948,7,1
2011-01-02 22,22,16141,7,1
2011-01-02 23,23,15118,7,1
2011-01-03 00,0,13562,1,1
2011-01-03 01,1,12726,1,1
2011-01-03 02,2,11925,1,1
2011-01-03 03,3,11715,1,1
2011-01-03 04,4,11533,1,1
2011-01-03 05,5,11928,1,1
2011-01-03 06,6,12168,1,1
2011-01-03 07,7,13347,1,1
2011-01-03 08,8,15322,1,1
2011-01-03 09,9,16367,1,1
2011-01-03 10,10,16920,1,1
2011-01-03 11,11,16841,1,1
2011-01-03 12,12,16694,1,1
2011-01-03 13,13,17006,1,1
2011-01-03 14,14,16996,1,1
2011-01-03 15,15,17290,1,1
2011-01-03 16,16,18159,1,1
2011-01-03 17,17,19013,1,1
2011-01-03 18,18,19160,1,1
2011-01-03 19,19,19185,1,1
2011-01-03 20,20,18804,1,1
2011-01-03 21,21,18092,1,1
2011-01-03 22,22,17014,1,1
2011-01-03 23,23,15699,1,1
2011-01-04 00,0,14228,2,0
2011-01-04 01,1,13726,2,0
2011-01-04 02,2,13166,2,0
2011-01-04 03,3,12727,2,0
2011-01-04 04,4,12559,2,0
2011-01-04 05,5,13189,2,0
2011-01-04 06,6,14161,2,0
2011-01-04 07,7,15866,2,0
2011-01-04 08,8,18714,2,0
2011-01-04 09,9,20166,2,0
2011-01-04 10,10,20355,2,0
2011-01-04 11,11,20147,2,0
2011-01-04 12,12,19875,2,0
2011-01-04 13,13,19933,2,0
2011-01-04 14,14,19875,2,0
2011-01-04 15,15,20035,2,0
2011-01-04 16,16,20178,2,0
2011-01-04 17,17,19986,2,0
2011-01-04 18,18,20340,2,0
2011-01-04 19,19,20386,2,0
2011-01-04 20,20,20246,2,0
2011-01-04 21,21,19879,2,0
2011-01-04 22,22,18465,2,0
2011-01-04 23,23,16934,2,0
2011-01-05 00,0,15367,3,0
2011-01-05 01,1,13950,3,0
2011-01-05 02,2,13321,3,0
2011-01-05 03,3,13221,3,0
2011-01-05 04,4,13245,3,0
2011-01-05 05,5,13754,3,0
2011-01-05 06,6,14249,3,0
2011-01-05 07,7,16158,3,0
2011-01-05 08,8,19027,3,0
2011-01-05 09,9,20585,3,0
2011-01-05 10,10,21077,3,0
2011-01-05 11,11,20812,3,0
2011-01-05 12,12,20449,3,0
2011-01-05 13,13,20734,3,0
2011-01-05 14,14,20476,3,0
2011-01-05 15,15,20669,3,0
2011-01-05 16,16,20828,3,0
2011-01-05 17,17,20690,3,0
2011-01-05 18,18,20627,3,0
2011-01-05 19,19,20752,3,0
2011-01-05 20,20,20645,3,0
2011-01-05 21,21,20223,3,0
2011-01-05 22,22,18694,3,0
2011-01-05 23,23,17093,3,0
2011-01-06 00,0,15436,4,0
2011-01-06 01,1,14397,4,0
2011-01-06 02,2,13759,4,0
2011-01-06 03,3,13320,4,0
2011-01-06 04,4,13291,4,0
2011-01-06 05,5,13936,4,0
2011-01-06 06,6,14611,4,0
2011-01-06 07,7,16424,4,0
2011-01-06 08,8,19463,4,0
2011-01-06 09,9,20700,4,0
2011-01-06 10,10,20747,4,0
2011-01-06 11,11,20437,4,0
2011-01-06 12,12,20190,4,0
2011-01-06 13,13,20440,4,0
2011-01-06 14,14,20314,4,0
2011-01-06 15,15,20468,4,0
2011-01-06 16,16,20863,4,0
2011-01-06 17,17,20856,4,0
2011-01-06 18,18,20948,4,0
2011-01-06 19,19,21151,4,0
2011-01-06 20,20,21172,4,0
2011-01-06 21,21,20714,4,0
2011-01-06 22,22,19265,4,0
2011-01-06 23,23,17511,4,0
2011-01-07 00,0,15788,5,0
2011-01-07 01,1,14310,5,0
2011-01-07 02,2,13802,5,0
2011-01-07 03,3,13541,5,0
2011-01-07 04,4,13537,5,0
2011-01-07 05,5,13788,5,0
2011-01-07 06,6,14303,5,0
2011-01-07 07,7,16296,5,0
2011-01-07 08,8,19307,5,0
2011-01-07 09,9,20768,5,0
2011-01-07 10,10,21068,5,0
2011-01-07 11,11,20860,5,0
2011-01-07 12,12,19925,5,0
2011-01-07 13,13,19997,5,0
2011-01-07 14,14,19983,5,0
2011-01-07 15,15,20083,5,0
2011-01-07 16,16,20333,5,0
2011-01-07 17,17,20262,5,0
2011-01-07 18,18,20423,5,0
2011-01-07 19,19,20397,5,0
2011-01-07 20,20,20257,5,0
2011-01-07 21,21,19711,5,0
2011-01-07 22,22,18399,5,0
2011-01-07 23,23,16952,5,0
2011-01-08 00,0,15321,6,1
2011-01-08 01,1,14362,6,1
2011-01-08 02,2,14076,6,1
2011-01-08 03,3,13634,6,1
2011-01-08 04,4,13382,6,1
2011-01-08 05,5,13526,6,1
2011-01-08 06,6,13817,6,1
2011-01-08 07,7,15137,6,1
2011-01-08 08,8,16998,6,1
2011-01-08 09,9,17873,6,1
2011-01-08 10,10,18125,6,1
2011-01-08 11,11,17943,6,1
2011-01-08 12,12,17475,6,1
2011-01-08 13,13,17743,6,1
2011-01-08 14,14,17710,6,1
2011-01-08 15,15,17932,6,1
2011-01-08 16,16,18418,6,1
2011-01-08 17,17,18893,6,1
2011-01-08 18,18,18980,6,1
2011-01-08 19,19,18982,6,1
2011-01-08 20,20,18884,6,1
2011-01-08 21,21,18687,6,1
2011-01-08 22,22,17801,6,1
2011-01-08 23,23,16499,6,1
2011-01-09 00,0,15165,7,1
2011-01-09 01,1,14040,7,1
2011-01-09 02,2,13487,7,1
2011-01-09 03,3,13150,7,1
2011-01-09 04,4,12876,7,1
2011-01-09 05,5,13247,7,1
2011-01-09 06,6,13067,7,1
2011-01-09 07,7,14161,7,1
2011-01-09 08,8,15792,7,1
2011-01-09 09,9,16536,7,1
2011-01-09 10,10,17161,7,1
2011-01-09 11,11,17108,7,1
2011-01-09 12,12,16788,7,1
2011-01-09 13,13,16960,7,1
2011-01-09 14,14,17074,7,1
2011-01-09 15,15,17692,7,1
2011-01-09 16,16,18627,7,1
2011-01-09 17,17,18951,7,1
2011-01-09 18,18,19231,7,1
2011-01-09 19,19,19348,7,1
2011-01-09 20,20,19092,7,1
2011-01-09 21,21,18610,7,1
2011-01-09 22,22,17394,7,1
2011-01-09 23,23,16116,7,1
2011-01-10 00,0,14625,1,0
2011-01-10 01,1,13825,1,0
2011-01-10 02,2,13273,1,0
2011-01-10 03,3,12770,1,0
2011-01-10 04,4,12843,1,0
2011-01-10 05,5,13538,1,0
2011-01-10 06,6,14214,1,0
2011-01-10 07,7,16194,1,0
2011-01-10 08,8,19146,1,0
2011-01-10 09,9,20346,1,0
2011-01-10 10,10,20741,1,0
2011-01-10 11,11,20396,1,0
2011-01-10 12,12,20225,1,0
2011-01-10 13,13,20248,1,0
2011-01-10 14,14,19987,1,0
2011-01-10 15,15,20445,1,0
2011-01-10 16,16,20667,1,0
2011-01-10 17,17,20860,1,0
2011-01-10 18,18,20971,1,0
2011-01-10 19,19,20899,1,0
2011-01-10 20,20,20844,1,0
2011-01-10 21,21,19995,1,0
2011-01-10 22,22,18786,1,0
2011-01-10 23,23,17266,1,0
2011-01-11 00,0,15600,2,0
2011-01-11 01,1,14406,2,0
2011-01-11 02,2,13970,2,0
2011-01-11 03,3,13597,2,0
2011-01-11 04,4,13489,2,0
2011-01-11 05,5,14164,2,0
2011-01-11 06,6,14511,2,0
2011-01-11 07,7,16393,2,0
2011-01-11 08,8,19322,2,0
2011-01-11 09,9,20733,2,0
2011-01-11 10,10,21435,2,0
2011-01-11 11,11,21253,2,0
2011-01-11 12,12,20442,2,0
2011-01-11 13,13,20683,2,0
2011-01-11 14,14,20557,2,0
2011-01-11 15,15,20728,2,0
2011-01-11 16,16,20784,2,0
2011-01-11 17,17,21004,2,0
2011-01-11 18,18,21131,2,0
2011-01-11 19,19,21014,2,0
2011-01-11 20,20,20790,2,0
2011-01-11 21,21,19851,2,0
2011-01-11 22,22,18698,2,0
2011-01-11 23,23,17062,2,0
2011-01-12 00,0,15443,3,0
2011-01-12 01,1,14719,3,0
2011-01-12 02,2,13958,3,0
2011-01-12 03,3,13587,3,0
2011-01-12 04,4,13581,3,0
2011-01-12 05,5,14123,3,0
2011-01-12 06,6,14902,3,0
2011-01-12 07,7,16790,3,0
2011-01-12 08,8,19537,3,0
2011-01-12 09,9,20656,3,0
2011-01-12 10,10,20976,3,0
2011-01-12 11,11,20525,3,0
2011-01-12 12,12,20412,3,0
2011-01-12 13,13,20467,3,0
2011-01-12 14,14,20466,3,0
2011-01-12 15,15,20522,3,0
2011-01-12 16,16,20652,3,0
2011-01-12 17,17,20706,3,0
2011-01-12 18,18,20993,3,0
2011-01-12 19,19,21061,3,0
2011-01-12 20,20,20832,3,0
2011-01-12 21,21,20580,3,0
2011-01-12 22,22,19156,3,0
2011-01-12 23,23,17507,3,0
2011-01-13 00,0,15838,4,0
2011-01-13 01,1,14562,4,0
2011-01-13 02,2,13848,4,0
2011-01-13 03,3,13606,4,0
2011-01-13 04,4,13645,4,0
2011-01-13 05,5,14234,4,0
2011-01-13 06,6,14725,4,0
2011-01-13 07,7,16702,4,0
2011-01-13 08,8,19487,4,0
2011-01-13 09,9,20339,4,0
2011-01-13 10,10,20534,4,0
2011-01-13 11,11,20297,4,0
2011-01-13 12,12,20091,4,0
2011-01-13 13,13,20176,4,0
2011-01-13 14,14,19596,4,0
2011-01-13 15,15,19784,4,0
2011-01-13 16,16,19975,4,0
2011-01-13 17,17,20090,4,0
2011-01-13 18,18,20254,4,0
2011-01-13 19,19,20322,4,0
2011-01-13 20,20,20230,4,0
2011-01-13 21,21,19666,4,0
2011-01-13 22,22,18454,4,0
2011-01-13 23,23,16801,4,0
2011-01-14 00,0,15368,5,0
2011-01-14 01,1,14336,5,0
2011-01-14 02,2,13569,5,0
2011-01-14 03,3,13303,5,0
2011-01-14 04,4,13102,5,0
2011-01-14 05,5,13700,5,0
2011-01-14 06,6,14596,5,0
2011-01-14 07,7,16485,5,0
2011-01-14 08,8,19075,5,0
2011-01-14 09,9,20158,5,0
2011-01-14 10,10,20497,5,0
2011-01-14 11,11,20224,5,0
2011-01-14 12,12,19680,5,0
2011-01-14 13,13,19780,5,0
2011-01-14 14,14,19686,5,0
2011-01-14 15,15,19908,5,0
2011-01-14 16,16,20153,5,0
2011-01-14 17,17,19996,5,0
2011-01-14 18,18,19967,5,0
2011-01-14 19,19,19730,5,0
2011-01-14 20,20,19557,5,0
2011-01-14 21,21,19434,5,0
2011-01-14 22,22,18269,5,0
2011-01-14 23,23,16668,5,0
2011-01-15 00,0,15344,6,1
2011-01-15 01,1,14417,6,1
2011-01-15 02,2,13773,6,1
2011-01-15 03,3,13140,6,1
2011-01-15 04,4,12898,6,1
2011-01-15 05,5,13402,6,1
2011-01-15 06,6,13576,6,1
2011-01-15 07,7,14854,6,1
2011-01-15 08,8,16962,6,1
2011-01-15 09,9,18341,6,1
2011-01-15 10,10,18760,6,1
2011-01-15 11,11,18652,6,1
2011-01-15 12,12,18051,6,1
2011-01-15 13,13,18169,6,1
2011-01-15 14,14,17935,6,1
2011-01-15 15,15,18197,6,1
2011-01-15 16,16,18841,6,1
2011-01-15 17,17,19728,6,1
2011-01-15 18,18,20188,6,1
2011-01-15 19,19,20303,6,1
2011-01-15 20,20,20185,6,1
2011-01-15 21,21,19525,6,1
2011-01-15 22,22,18264,6,1
2011-01-15 23,23,17140,6,1
2011-01-16 00,0,15606,7,1
2011-01-16 01,1,14582,7,1
2011-01-16 02,2,14075,7,1
2011-01-16 03,3,13730,7,1
2011-01-16 04,4,13473,7,1
2011-01-16 05,5,13681,7,1
2011-01-16 06,6,13701,7,1
2011-01-16 07,7,14925,7,1
2011-01-16 08,8,16707,7,1
2011-01-16 09,9,17583,7,1
2011-01-16 10,10,18132,7,1
2011-01-16 11,11,18049,7,1
2011-01-16 12,12,17965,7,1
2011-01-16 13,13,17971,7,1
2011-01-16 14,14,17897,7,1
2011-01-16 15,15,18082,7,1
2011-01-16 16,16,18866,7,1
2011-01-16 17,17,19491,7,1
2011-01-16 18,18,19865,7,1
2011-01-16 19,19,20067,7,1
2011-01-16 20,20,19818,7,1
2011-01-16 21,21,19207,7,1
2011-01-16 22,22,18188,7,1
2011-01-16 23,23,16763,7,1
2011-01-17 00,0,15227,1,0
2011-01-17 01,1,14276,1,0
2011-01-17 02,2,13670,1,0
2011-01-17 03,3,13399,1,0
2011-01-17 04,4,13232,1,0
2011-01-17 05,5,13781,1,0
2011-01-17 06,6,14437,1,0
2011-01-17 07,7,16417,1,0
2011-01-17 08,8,19427,1,0
2011-01-17 09,9,20883,1,0
2011-01-17 10,10,21325,1,0
2011-01-17 11,11,21099,1,0
2011-01-17 12,12,20951,1,0
2011-01-17 13,13,21014,1,0
2011-01-17 14,14,20897,1,0
2011-01-17 15,15,20994,1,0
2011-01-17 16,16,21130,1,0
2011-01-17 17,17,21217,1,0
2011-01-17 18,18,21271,1,0
2011-01-17 19,19,21276,1,0
2011-01-17 20,20,21141,1,0
2011-01-17 21,21,20905,1,0
2011-01-17 22,22,19431,1,0
2011-01-17 23,23,17751,1,0
2011-01-18 00,0,15978,2,0
2011-01-18 01,1,14667,2,0
2011-01-18 02,2,14131,2,0
2011-01-18 03,3,13805,2,0
2011-01-18 04,4,13727,2,0
2011-01-18 05,5,14213,2,0
2011-01-18 06,6,14775,2,0
2011-01-18 07,7,16923,2,0
2011-01-18 08,8,20150,2,0
2011-01-18 09,9,21296,2,0
2011-01-18 10,10,21850,2,0
2011-01-18 11,11,21741,2,0
2011-01-18 12,12,21660,2,0
2011-01-18 13,13,21683,2,0
2011-01-18 14,14,21760,2,0
2011-01-18 15,15,21823,2,0
2011-01-18 16,16,21858,2,0
2011-01-18 17,17,21652,2,0
2011-01-18 18,18,21636,2,0
2011-01-18 19,19,21510,2,0
2011-01-18 20,20,21296,2,0
2011-01-18 21,21,21030,2,0
2011-01-18 22,22,19674,2,0
2011-01-18 23,23,17916,2,0
2011-01-19 00,0,16195,3,0
2011-01-19 01,1,14826,3,0
2011-01-19 02,2,14172,3,0
2011-01-19 03,3,13745,3,0
2011-01-19 04,4,13796,3,0
2011-01-19 05,5,14113,3,0
2011-01-19 06,6,14609,3,0
2011-01-19 07,7,16860,3,0
2011-01-19 08,8,19489,3,0
2011-01-19 09,9,21328,3,0
2011-01-19 10,10,21786,3,0
2011-01-19 11,11,21693,3,0
2011-01-19 12,12,21525,3,0
2011-01-19 13,13,21633,3,0
2011-01-19 14,14,21551,3,0
2011-01-19 15,15,21397,3,0
2011-01-19 16,16,21466,3,0
2011-01-19 17,17,21095,3,0
2011-01-19 18,18,21086,3,0
2011-01-19 19,19,21073,3,0
2011-01-19 20,20,20857,3,0
2011-01-19 21,21,20377,3,0
2011-01-19 22,22,19373,3,0
2011-01-19 23,23,17622,3,0
2011-01-20 00,0,16187,4,0
2011-01-20 01,1,14686,4,0
2011-01-20 02,2,14265,4,0
2011-01-20 03,3,14007,4,0
2011-01-20 04,4,13857,4,0
2011-01-20 05,5,14131,4,0
2011-01-20 06,6,14565,4,0
2011-01-20 07,7,16689,4,0
2011-01-20 08,8,19521,4,0
2011-01-20 09,9,21301,4,0
2011-01-20 10,10,21922,4,0
2011-01-20 11,11,21654,4,0
2011-01-20 12,12,21597,4,0
2011-01-20 13,13,21708,4,0
2011-01-20 14,14,21524,4,0
2011-01-20 15,15,21436,4,0
2011-01-20 16,16,21563,4,0
2011-01-20 17,17,21170,4,0
2011-01-20 18,18,21176,4,0
2011-01-20 19,19,21055,4,0
2011-01-20 20,20,20890,4,0
2011-01-20 21,21,20236,4,0
2011-01-20 22,22,18905,4,0
2011-01-20 23,23,17305,4,0
2011-01-21 00,0,15679,5,0
2011-01-21 01,1,14628,5,0
2011-01-21 02,2,14247,5,0
2011-01-21 03,3,13898,5,0
2011-01-21 04,4,13665,5,0
2011-01-21 05,5,14050,5,0
2011-01-21 06,6,14663,5,0
2011-01-21 07,7,16753,5,0
2011-01-21 08,8,19586,5,0
2011-01-21 09,9,20618,5,0
2011-01-21 10,10,20934,5,0
2011-01-21 11,11,20645,5,0
2011-01-21 12,12,20407,5,0
2011-01-21 13,13,20439,5,0
2011-01-21 14,14,20475,5,0
2011-01-21 15,15,20455,5,0
2011-01-21 16,16,20451,5,0
2011-01-21 17,17,20030,5,0
2011-01-21 18,18,20175,5,0
2011-01-21 19,19,20168,5,0
2011-01-21 20,20,20103,5,0
2011-01-21 21,21,19927,5,0
2011-01-21 22,22,18797,5,0
2011-01-21 23,23,17363,5,0
2011-01-22 00,0,15709,6,1
2011-01-22 01,1,14614,6,1
2011-01-22 02,2,14131,6,1
2011-01-22 03,3,13716,6,1
2011-01-22 04,4,13489,6,1
2011-01-22 05,5,13655,6,1
2011-01-22 06,6,13725,6,1
2011-01-22 07,7,14900,6,1
2011-01-22 08,8,16829,6,1
2011-01-22 09,9,18210,6,1
2011-01-22 10,10,18306,6,1
2011-01-22 11,11,18197,6,1
2011-01-22 12,12,17485,6,1
2011-01-22 13,13,17573,6,1
2011-01-22 14,14,17364,6,1
2011-01-22 15,15,17372,6,1
2011-01-22 16,16,17913,6,1
2011-01-22 17,17,18591,6,1
2011-01-22 18,18,18871,6,1
2011-01-22 19,19,19115,6,1
2011-01-22 20,20,18879,6,1
2011-01-22 21,21,18516,6,1
2011-01-22 22,22,17636,6,1
2011-01-22 23,23,16364,6,1
2011-01-23 00,0,14838,7,1
2011-01-23 01,1,14009,7,1
2011-01-23 02,2,13431,7,1
2011-01-23 03,3,13038,7,1
2011-01-23 04,4,12899,7,1
2011-01-23 05,5,13110,7,1
2011-01-23 06,6,12943,7,1
2011-01-23 07,7,14052,7,1
2011-01-23 08,8,15681,7,1
2011-01-23 09,9,16995,7,1
2011-01-23 10,10,17722,7,1
2011-01-23 11,11,17788,7,1
2011-01-23 12,12,17599,7,1
2011-01-23 13,13,17528,7,1
2011-01-23 14,14,17596,7,1
2011-01-23 15,15,17470,7,1
2011-01-23 16,16,17729,7,1
2011-01-23 17,17,18501,7,1
2011-01-23 18,18,18534,7,1
2011-01-23 19,19,18515,7,1
2011-01-23 20,20,18610,7,1
2011-01-23 21,21,17989,7,1
2011-01-23 22,22,17118,7,1
2011-01-23 23,23,15972,7,1
2011-01-24 00,0,14377,1,0
2011-01-24 01,1,13553,1,0
2011-01-24 02,2,13053,1,0
2011-01-24 03,3,12805,1,0
2011-01-24 04,4,12681,1,0
2011-01-24 05,5,13312,1,0
2011-01-24 06,6,13694,1,0
2011-01-24 07,7,15696,1,0
2011-01-24 08,8,18317,1,0
2011-01-24 09,9,19799,1,0
2011-01-24 10,10,20128,1,0
2011-01-24 11,11,19784,1,0
2011-01-24 12,12,19168,1,0
2011-01-24 13,13,19157,1,0
2011-01-24 14,14,19067,1,0
2011-01-24 15,15,19110,1,0
2011-01-24 16,16,19288,1,0
2011-01-24 17,17,19374,1,0
2011-01-24 18,18,19438,1,0
2011-01-24 19,19,19724,1,0
2011-01-24 20,20,19449,1,0
2011-01-24 21,21,18909,1,0
2011-01-24 22,22,17971,1,0
2011-01-24 23,23,16603,1,0
2011-01-25 00,0,15158,2,0
2011-01-25 01,1,13937,2,0
2011-01-25 02,2,13588,2,0
2011-01-25 03,3,13126,2,0
2011-01-25 04,4,12991,2,0
2011-01-25 05,5,13491,2,0
2011-01-25 06,6,14108,2,0
2011-01-25 07,7,15946,2,0
2011-01-25 08,8,18415,2,0
2011-01-25 09,9,19227,2,0
2011-01-25 10,10,19514,2,0
2011-01-25 11,11,19077,2,0
2011-01-25 12,12,19103,2,0
2011-01-25 13,13,18991,2,0
2011-01-25 14,14,18650,2,0
2011-01-25 15,15,18736,2,0
2011-01-25 16,16,18833,2,0
2011-01-25 17,17,18802,2,0
2011-01-25 18,18,19030,2,0
2011-01-25 19,19,19240,2,0
2011-01-25 20,20,19009,2,0
2011-01-25 21,21,18534,2,0
2011-01-25 22,22,17636,2,0
2011-01-25 23,23,16213,2,0
2011-01-26 00,0,14714,3,0
2011-01-26 01,1,13777,3,0
2011-01-26 02,2,13049,3,0
2011-01-26 03,3,12815,3,0
2011-01-26 04,4,12790,3,0
2011-01-26 05,5,13203,3,0
2011-01-26 06,6,13929,3,0
2011-01-26 07,7,15686,3,0
2011-01-26 08,8,17881,3,0
2011-01-26 09,9,18874,3,0
2011-01-26 10,10,19509,3,0
2011-01-26 11,11,19077,3,0
2011-01-26 12,12,19112,3,0
2011-01-26 13,13,18606,3,0
2011-01-26 14,14,18444,3,0
2011-01-26 15,15,18181,3,0
2011-01-26 16,16,18382,3,0
2011-01-26 17,17,18442,3,0
2011-01-26 18,18,18531,3,0
2011-01-26 19,19,18555,3,0
2011-01-26 20,20,18536,3,0
2011-01-26 21,21,18172,3,0
2011-01-26 22,22,17247,3,0
2011-01-26 23,23,16060,3,0
2011-01-27 00,0,14403,4,0
2011-01-27 01,1,13454,4,0
2011-01-27 02,2,12886,4,0
2011-01-27 03,3,12655,4,0
2011-01-27 04,4,12496,4,0
2011-01-27 05,5,13016,4,0
2011-01-27 06,6,13357,4,0
2011-01-27 07,7,14918,4,0
2011-01-27 08,8,17322,4,0
2011-01-27 09,9,18095,4,0
2011-01-27 10,10,18597,4,0
2011-01-27 11,11,18522,4,0
2011-01-27 12,12,18411,4,0
2011-01-27 13,13,18562,4,0
2011-01-27 14,14,18542,4,0
2011-01-27 15,15,18397,4,0
2011-01-27 16,16,18397,4,0
2011-01-27 17,17,18239,4,0
2011-01-27 18,18,18396,4,0
2011-01-27 19,19,18383,4,0
2011-01-27 20,20,18417,4,0
2011-01-27 21,21,18078,4,0
2011-01-27 22,22,17189,4,0
2011-01-27 23,23,15993,4,0
2011-01-28 00,0,14683,5,0
2011-01-28 01,1,13225,5,0
2011-01-28 02,2,12570,5,0
2011-01-28 03,3,12295,5,0
2011-01-28 04,4,12161,5,0
2011-01-28 05,5,12635,5,0
2011-01-28 06,6,13306,5,0
2011-01-28 07,7,14992,5,0
2011-01-28 08,8,17344,5,0
2011-01-28 09,9,18026,5,0
2011-01-28 10,10,18832,5,0
2011-01-28 11,11,18665,5,0
2011-01-28 12,12,18454,5,0
2011-01-28 13,13,18380,5,0
2011-01-28 14,14,18306,5,0
2011-01-28 15,15,18250,5,0
2011-01-28 16,16,18324,5,0
2011-01-28 17,17,18183,5,0
2011-01-28 18,18,18192,5,0
2011-01-28 19,19,18146,5,0
2011-01-28 20,20,18019,5,0
2011-01-28 21,21,17914,5,0
2011-01-28 22,22,16909,5,0
2011-01-28 23,23,15831,5,0
2011-01-29 00,0,14478,6,1
2011-01-29 01,1,13187,6,1
2011-01-29 02,2,12649,6,1
2011-01-29 03,3,12174,6,1
2011-01-29 04,4,12119,6,1
2011-01-29 05,5,12457,6,1
2011-01-29 06,6,12660,6,1
2011-01-29 07,7,13643,6,1
2011-01-29 08,8,14958,6,1
2011-01-29 09,9,15666,6,1
2011-01-29 10,10,15978,6,1
2011-01-29 11,11,15915,6,1
2011-01-29 12,12,15932,6,1
2011-01-29 13,13,15880,6,1
2011-01-29 14,14,15792,6,1
2011-01-29 15,15,15921,6,1
2011-01-29 16,16,16252,6,1
2011-01-29 17,17,16701,6,1
2011-01-29 18,18,17034,6,1
2011-01-29 19,19,17114,6,1
2011-01-29 20,20,17189,6,1
2011-01-29 21,21,17079,6,1
2011-01-29 22,22,16440,6,1
2011-01-29 23,23,15155,6,1
2011-01-30 00,0,13917,7,0
2011-01-30 01,1,13067,7,0
2011-01-30 02,2,12254,7,0
2011-01-30 03,3,11878,7,0
2011-01-30 04,4,11728,7,0
2011-01-30 05,5,12124,7,0
2011-01-30 06,6,12674,7,0
2011-01-30 07,7,14159,7,0
2011-01-30 08,8,16139,7,0
2011-01-30 09,9,16718,7,0
2011-01-30 10,10,16970,7,0
2011-01-30 11,11,16954,7,0
2011-01-30 12,12,16905,7,0
2011-01-30 13,13,16745,7,0
2011-01-30 14,14,16435,7,0
2011-01-30 15,15,16299,7,0
2011-01-30 16,16,16426,7,0
2011-01-30 17,17,16664,7,0
2011-01-30 18,18,16742,7,0
2011-01-30 19,19,16973,7,0
2011-01-30 20,20,17139,7,0
2011-01-30 21,21,16965,7,0
2011-01-30 22,22,16109,7,0
2011-01-30 23,23,14919,7,0
2011-01-31 00,0,13787,1,0
2011-01-31 01,1,12420,1,0
2011-01-31 02,2,11791,1,0
2011-01-31 03,3,11506,1,0
2011-01-31 04,4,11391,1,0
2011-01-31 05,5,11942,1,0
2011-01-31 06,6,12015,1,0
2011-01-31 07,7,13483,1,0
2011-01-31 08,8,15264,1,0
2011-01-31 09,9,15803,1,0
2011-01-31 10,10,15964,1,0
2011-01-31 11,11,15850,1,0
2011-01-31 12,12,15753,1,0
2011-01-31 13,13,15452,1,0
2011-01-31 14,14,15083,1,0
2011-01-31 15,15,14992,1,0
2011-01-31 16,16,14984,1,0
2011-01-31 17,17,15249,1,0
2011-01-31 18,18,15700,1,0
2011-01-31 19,19,15806,1,0
2011-01-31 20,20,15759,1,0
2011-01-31 21,21,15619,1,0
2011-01-31 22,22,14880,1,0
2011-01-31 23,23,13835,1,0
2011-02-01 00,0,12602,2,0
2011-02-01 01,1,11740,2,0
2011-02-01 02,2,11145,2,0
2011-02-01 03,3,10761,2,0
2011-02-01 04,4,10757,2,0
2011-02-01 05,5,11019,2,0
2011-02-01 06,6,11404,2,0
2011-02-01 07,7,12504,2,0
2011-02-01 08,8,13867,2,0
2011-02-01 09,9,14237,2,0
2011-02-01 10,10,14465,2,0
2011-02-01 11,11,14499,2,0
2011-02-01 12,12,14219,2,0
2011-02-01 13,13,14004,2,0
2011-02-01 14,14,13611,2,0
2011-02-01 15,15,13151,2,0
2011-02-01 16,16,13521,2,0
2011-02-01 17,17,14205,2,0
2011-02-01 18,18,14293,2,0
2011-02-01 19,19,14520,2,0
2011-02-01 20,20,14640,2,0
2011-02-01 21,21,14178,2,0
2011-02-01 22,22,13607,2,0
2011-02-01 23,23,12752,2,0
2011-02-02 00,0,11395,3,-1
2011-02-02 01,1,10702,3,-1
2011-02-02 02,2,10128,3,-1
2011-02-02 03,3,10022,3,-1
2011-02-02 04,4,9775,3,-1
2011-02-02 05,5,10055,3,-1
2011-02-02 06,6,9855,3,-1
