date,hour,max_load,weekday,holiday
2014-06-13 02,2,12580,5,0
2014-06-13 03,3,12417,5,0
2014-06-13 04,4,12625,5,0
2014-06-13 05,5,12913,5,0
2014-06-13 06,6,13567,5,0
2014-06-13 07,7,15678,5,0
2014-06-13 08,8,18026,5,0
2014-06-13 09,9,19201,5,0
2014-06-13 10,10,19543,5,0
2014-06-13 11,11,19278,5,0
2014-06-13 12,12,19044,5,0
2014-06-13 13,13,19501,5,0
2014-06-13 14,14,19566,5,0
2014-06-13 15,15,19411,5,0
2014-06-13 16,16,19358,5,0
2014-06-13 17,17,18446,5,0
2014-06-13 18,18,17728,5,0
2014-06-13 19,19,17671,5,0
2014-06-13 20,20,17491,5,0
2014-06-13 21,21,16937,5,0
2014-06-13 22,22,16117,5,0
2014-06-13 23,23,15040,5,0
2014-06-14 00,0,13961,6,1
2014-06-14 01,1,13054,6,1
2014-06-14 02,2,12706,6,1
2014-06-14 03,3,12391,6,1
2014-06-14 04,4,12462,6,1
2014-06-14 05,5,12726,6,1
2014-06-14 06,6,12971,6,1
2014-06-14 07,7,14455,6,1
2014-06-14 08,8,16092,6,1
2014-06-14 09,9,17337,6,1
2014-06-14 10,10,17525,6,1
2014-06-14 11,11,17314,6,1
2014-06-14 12,12,17265,6,1
2014-06-14 13,13,17494,6,1
2014-06-14 14,14,17496,6,1
2014-06-14 15,15,17496,6,1
2014-06-14 16,16,17473,6,1
2014-06-14 17,17,17035,6,1
2014-06-14 18,18,16740,6,1
2014-06-14 19,19,17015,6,1
2014-06-14 20,20,16910,6,1
2014-06-14 21,21,16446,6,1
2014-06-14 22,22,15626,6,1
2014-06-14 23,23,14631,6,1
2014-06-15 00,0,13538,7,1
2014-06-15 01,1,12998,7,1
2014-06-15 02,2,12504,7,1
2014-06-15 03,3,12134,7,1
2014-06-15 04,4,11975,7,1
2014-06-15 05,5,12221,7,1
2014-06-15 06,6,12501,7,1
2014-06-15 07,7,13643,7,1
2014-06-15 08,8,14774,7,1
2014-06-15 09,9,15742,7,1
2014-06-15 10,10,15897,7,1
2014-06-15 11,11,15791,7,1
2014-06-15 12,12,15706,7,1
2014-06-15 13,13,15744,7,1
2014-06-15 14,14,15690,7,1
2014-06-15 15,15,15823,7,1
2014-06-15 16,16,15766,7,1
2014-06-15 17,17,15657,7,1
2014-06-15 18,18,15715,7,1
2014-06-15 19,19,16071,7,1
2014-06-15 20,20,16039,7,1
2014-06-15 21,21,15422,7,1
2014-06-15 22,22,14554,7,1
2014-06-15 23,23,13548,7,1
2014-06-16 00,0,12387,1,0
2014-06-16 01,1,12043,1,0
2014-06-16 02,2,12067,1,0
2014-06-16 03,3,11895,1,0
2014-06-16 04,4,12173,1,0
2014-06-16 05,5,12276,1,0
2014-06-16 06,6,13034,1,0
2014-06-16 07,7,15272,1,0
2014-06-16 08,8,17652,1,0
2014-06-16 09,9,18964,1,0
2014-06-16 10,10,19142,1,0
2014-06-16 11,11,18689,1,0
2014-06-16 12,12,18023,1,0
2014-06-16 13,13,18177,1,0
2014-06-16 14,14,18072,1,0
2014-06-16 15,15,18142,1,0
2014-06-16 16,16,18127,1,0
2014-06-16 17,17,17563,1,0
2014-06-16 18,18,17035,1,0
2014-06-16 19,19,17169,1,0
2014-06-16 20,20,17014,1,0
2014-06-16 21,21,16420,1,0
2014-06-16 22,22,15437,1,0
2014-06-16 23,23,14330,1,0
2014-06-17 00,0,13400,2,0
2014-06-17 01,1,12958,2,0
2014-06-17 02,2,12571,2,0
2014-06-17 03,3,12340,2,0
2014-06-17 04,4,12517,2,0
2014-06-17 05,5,12901,2,0
2014-06-17 06,6,13686,2,0
2014-06-17 07,7,15760,2,0
2014-06-17 08,8,17960,2,0
2014-06-17 09,9,18764,2,0
2014-06-17 10,10,18897,2,0
2014-06-17 11,11,18413,2,0
2014-06-17 12,12,17963,2,0
2014-06-17 13,13,18249,2,0
2014-06-17 14,14,18221,2,0
2014-06-17 15,15,18330,2,0
2014-06-17 16,16,18295,2,0
2014-06-17 17,17,17838,2,0
2014-06-17 18,18,17086,2,0
2014-06-17 19,19,17131,2,0
2014-06-17 20,20,16838,2,0
2014-06-17 21,21,16191,2,0
2014-06-17 22,22,15304,2,0
2014-06-17 23,23,14274,2,0
2014-06-18 00,0,13228,3,0
2014-06-18 01,1,12798,3,0
2014-06-18 02,2,12408,3,0
2014-06-18 03,3,12252,3,0
2014-06-18 04,4,12386,3,0
2014-06-18 05,5,12790,3,0
2014-06-18 06,6,13652,3,0
2014-06-18 07,7,15483,3,0
2014-06-18 08,8,17223,3,0
2014-06-18 09,9,18059,3,0
2014-06-18 10,10,18273,3,0
2014-06-18 11,11,17877,3,0
2014-06-18 12,12,17654,3,0
2014-06-18 13,13,17872,3,0
2014-06-18 14,14,17820,3,0
2014-06-18 15,15,17875,3,0
2014-06-18 16,16,17979,3,0
2014-06-18 17,17,17511,3,0
2014-06-18 18,18,16880,3,0
2014-06-18 19,19,16965,3,0
2014-06-18 20,20,16762,3,0
2014-06-18 21,21,16245,3,0
2014-06-18 22,22,15452,3,0
2014-06-18 23,23,14439,3,0
2014-06-19 00,0,13429,4,0
2014-06-19 01,1,12754,4,0
2014-06-19 02,2,12394,4,0
2014-06-19 03,3,12154,4,0
2014-06-19 04,4,12343,4,0
2014-06-19 05,5,12634,4,0
2014-06-19 06,6,13531,4,0
2014-06-19 07,7,15423,4,0
2014-06-19 08,8,17624,4,0
2014-06-19 09,9,18627,4,0
2014-06-19 10,10,18867,4,0
2014-06-19 11,11,18399,4,0
2014-06-19 12,12,18014,4,0
2014-06-19 13,13,18350,4,0
2014-06-19 14,14,18408,4,0
2014-06-19 15,15,18479,4,0
2014-06-19 16,16,18464,4,0
2014-06-19 17,17,17856,4,0
2014-06-19 18,18,17192,4,0
2014-06-19 19,19,17222,4,0
2014-06-19 20,20,16928,4,0
2014-06-19 21,21,16378,4,0
2014-06-19 22,22,15347,4,0
2014-06-19 23,23,14305,4,0
2014-06-20 00,0,13492,5,0
2014-06-20 01,1,13094,5,0
2014-06-20 02,2,12631,5,0
2014-06-20 03,3,12343,5,0
2014-06-20 04,4,12597,5,0
2014-06-20 05,5,13020,5,0
2014-06-20 06,6,13841,5,0
2014-06-20 07,7,15733,5,0
2014-06-20 08,8,17594,5,0
2014-06-20 09,9,18541,5,0
2014-06-20 10,10,18727,5,0
2014-06-20 11,11,18437,5,0
2014-06-20 12,12,18149,5,0
2014-06-20 13,13,18428,5,0
2014-06-20 14,14,18391,5,0
2014-06-20 15,15,18600,5,0
2014-06-20 16,16,18700,5,0
2014-06-20 17,17,18226,5,0
2014-06-20 18,18,17492,5,0
2014-06-20 19,19,17527,5,0
2014-06-20 20,20,17353,5,0
2014-06-20 21,21,16808,5,0
2014-06-20 22,22,15919,5,0
2014-06-20 23,23,14830,5,0
2014-06-21 00,0,13834,6,1
2014-06-21 01,1,13191,6,1
2014-06-21 02,2,12526,6,1
2014-06-21 03,3,12266,6,1
2014-06-21 04,4,12389,6,1
2014-06-21 05,5,12657,6,1
2014-06-21 06,6,12978,6,1
2014-06-21 07,7,14323,6,1
2014-06-21 08,8,15979,6,1
2014-06-21 09,9,16801,6,1
2014-06-21 10,10,17055,6,1
2014-06-21 11,11,16821,6,1
2014-06-21 12,12,16348,6,1
2014-06-21 13,13,16434,6,1
2014-06-21 14,14,16239,6,1
2014-06-21 15,15,16328,6,1
2014-06-21 16,16,16409,6,1
2014-06-21 17,17,16216,6,1
2014-06-21 18,18,16238,6,1
2014-06-21 19,19,16303,6,1
2014-06-21 20,20,16209,6,1
2014-06-21 21,21,15777,6,1
2014-06-21 22,22,14919,6,1
2014-06-21 23,23,14130,6,1
2014-06-22 00,0,13007,7,1
2014-06-22 01,1,12423,7,1
2014-06-22 02,2,12060,7,1
2014-06-22 03,3,11749,7,1
2014-06-22 04,4,11813,7,1
2014-06-22 05,5,12067,7,1
2014-06-22 06,6,12426,7,1
2014-06-22 07,7,13454,7,1
2014-06-22 08,8,14694,7,1
2014-06-22 09,9,15557,7,1
2014-06-22 10,10,15860,7,1
2014-06-22 11,11,15855,7,1
2014-06-22 12,12,15609,7,1
2014-06-22 13,13,15606,7,1
2014-06-22 14,14,15577,7,1
2014-06-22 15,15,15564,7,1
2014-06-22 16,16,15565,7,1
2014-06-22 17,17,15494,7,1
2014-06-22 18,18,15328,7,1
2014-06-22 19,19,15535,7,1
2014-06-22 20,20,15478,7,1
2014-06-22 21,21,15149,7,1
2014-06-22 22,22,14447,7,1
2014-06-22 23,23,13691,7,1
2014-06-23 00,0,12625,1,0
2014-06-23 01,1,11970,1,0
2014-06-23 02,2,11632,1,0
2014-06-23 03,3,11506,1,0
2014-06-23 04,4,11661,1,0
2014-06-23 05,5,12125,1,0
2014-06-23 06,6,13223,1,0
2014-06-23 07,7,15274,1,0
2014-06-23 08,8,17181,1,0
2014-06-23 09,9,17981,1,0
2014-06-23 10,10,18144,1,0
2014-06-23 11,11,17811,1,0
2014-06-23 12,12,17641,1,0
2014-06-23 13,13,17730,1,0
2014-06-23 14,14,17721,1,0
2014-06-23 15,15,17836,1,0
2014-06-23 16,16,17770,1,0
2014-06-23 17,17,17506,1,0
2014-06-23 18,18,17071,1,0
2014-06-23 19,19,17070,1,0
2014-06-23 20,20,16902,1,0
2014-06-23 21,21,16419,1,0
2014-06-23 22,22,15642,1,0
2014-06-23 23,23,14477,1,0
2014-06-24 00,0,13537,2,0
2014-06-24 01,1,12991,2,0
2014-06-24 02,2,12578,2,0
2014-06-24 03,3,12200,2,0
2014-06-24 04,4,12410,2,0
2014-06-24 05,5,12787,2,0
2014-06-24 06,6,13548,2,0
2014-06-24 07,7,15761,2,0
2014-06-24 08,8,17806,2,0
2014-06-24 09,9,18751,2,0
2014-06-24 10,10,19054,2,0
2014-06-24 11,11,18693,2,0
2014-06-24 12,12,18697,2,0
2014-06-24 13,13,19023,2,0
2014-06-24 14,14,18959,2,0
2014-06-24 15,15,18914,2,0
2014-06-24 16,16,18799,2,0
2014-06-24 17,17,17907,2,0
2014-06-24 18,18,17335,2,0
2014-06-24 19,19,17430,2,0
2014-06-24 20,20,17238,2,0
2014-06-24 21,21,16703,2,0
2014-06-24 22,22,15653,2,0
2014-06-24 23,23,14555,2,0
2014-06-25 00,0,13593,3,0
2014-06-25 01,1,13004,3,0
2014-06-25 02,2,12569,3,0
2014-06-25 03,3,12305,3,0
2014-06-25 04,4,12378,3,0
2014-06-25 05,5,12767,3,0
2014-06-25 06,6,13528,3,0
2014-06-25 07,7,15423,3,0
2014-06-25 08,8,17536,3,0
2014-06-25 09,9,18325,3,0
2014-06-25 10,10,18460,3,0
2014-06-25 11,11,18045,3,0
2014-06-25 12,12,17750,3,0
2014-06-25 13,13,17895,3,0
2014-06-25 14,14,17896,3,0
2014-06-25 15,15,18030,3,0
2014-06-25 16,16,18071,3,0
2014-06-25 17,17,17827,3,0
2014-06-25 18,18,17136,3,0
2014-06-25 19,19,17074,3,0
2014-06-25 20,20,16903,3,0
2014-06-25 21,21,16430,3,0
2014-06-25 22,22,15693,3,0
2014-06-25 23,23,14716,3,0
2014-06-26 00,0,13602,4,0
2014-06-26 01,1,12914,4,0
2014-06-26 02,2,12326,4,0
2014-06-26 03,3,12115,4,0
2014-06-26 04,4,12262,4,0
2014-06-26 05,5,12616,4,0
2014-06-26 06,6,13526,4,0
2014-06-26 07,7,15350,4,0
2014-06-26 08,8,17158,4,0
2014-06-26 09,9,17986,4,0
2014-06-26 10,10,18231,4,0
2014-06-26 11,11,17872,4,0
2014-06-26 12,12,17825,4,0
2014-06-26 13,13,17641,4,0
2014-06-26 14,14,17535,4,0
2014-06-26 15,15,17907,4,0
2014-06-26 16,16,17987,4,0
2014-06-26 17,17,17804,4,0
2014-06-26 18,18,17191,4,0
2014-06-26 19,19,17064,4,0
2014-06-26 20,20,16883,4,0
2014-06-26 21,21,16400,4,0
2014-06-26 22,22,15669,4,0
2014-06-26 23,23,14706,4,0
2014-06-27 00,0,13602,5,0
2014-06-27 01,1,12872,5,0
2014-06-27 02,2,12408,5,0
2014-06-27 03,3,12171,5,0
2014-06-27 04,4,12236,5,0
2014-06-27 05,5,12653,5,0
2014-06-27 06,6,13384,5,0
2014-06-27 07,7,15186,5,0
2014-06-27 08,8,17044,5,0
2014-06-27 09,9,17876,5,0
2014-06-27 10,10,18051,5,0
2014-06-27 11,11,17804,5,0
2014-06-27 12,12,17360,5,0
2014-06-27 13,13,17632,5,0
2014-06-27 14,14,17679,5,0
2014-06-27 15,15,17702,5,0
2014-06-27 16,16,17740,5,0
2014-06-27 17,17,17123,5,0
2014-06-27 18,18,16583,5,0
2014-06-27 19,19,16657,5,0
2014-06-27 20,20,16465,5,0
2014-06-27 21,21,15994,5,0
2014-06-27 22,22,15188,5,0
2014-06-27 23,23,14135,5,0
2014-06-28 00,0,13067,6,1
2014-06-28 01,1,12694,6,1
2014-06-28 02,2,12240,6,1
2014-06-28 03,3,11966,6,1
2014-06-28 04,4,12067,6,1
2014-06-28 05,5,12286,6,1
2014-06-28 06,6,12480,6,1
2014-06-28 07,7,13872,6,1
2014-06-28 08,8,15619,6,1
2014-06-28 09,9,16529,6,1
2014-06-28 10,10,16858,6,1
2014-06-28 11,11,16622,6,1
2014-06-28 12,12,16246,6,1
2014-06-28 13,13,16331,6,1
2014-06-28 14,14,16249,6,1
2014-06-28 15,15,16478,6,1
2014-06-28 16,16,16553,6,1
2014-06-28 17,17,16395,6,1
2014-06-28 18,18,16185,6,1
2014-06-28 19,19,16447,6,1
2014-06-28 20,20,16210,6,1
2014-06-28 21,21,15537,6,1
2014-06-28 22,22,14819,6,1
2014-06-28 23,23,14095,6,1
2014-06-29 00,0,13033,7,1
2014-06-29 01,1,12341,7,1
2014-06-29 02,2,11873,7,1
2014-06-29 03,3,11743,7,1
2014-06-29 04,4,11828,7,1
2014-06-29 05,5,11978,7,1
2014-06-29 06,6,12063,7,1
2014-06-29 07,7,13050,7,1
2014-06-29 08,8,14240,7,1
2014-06-29 09,9,15095,7,1
2014-06-29 10,10,15516,7,1
2014-06-29 11,11,15277,7,1
2014-06-29 12,12,15265,7,1
2014-06-29 13,13,15381,7,1
2014-06-29 14,14,15283,7,1
2014-06-29 15,15,15413,7,1
2014-06-29 16,16,15592,7,1
2014-06-29 17,17,15528,7,1
2014-06-29 18,18,15459,7,1
2014-06-29 19,19,15551,7,1
2014-06-29 20,20,15542,7,1
2014-06-29 21,21,15209,7,1
2014-06-29 22,22,14457,7,1
2014-06-29 23,23,13525,7,1
2014-06-30 00,0,12624,1,0
2014-06-30 01,1,12077,1,0
2014-06-30 02,2,11551,1,0
2014-06-30 03,3,11486,1,0
2014-06-30 04,4,11685,1,0
2014-06-30 05,5,12082,1,0
2014-06-30 06,6,12915,1,0
2014-06-30 07,7,14961,1,0
2014-06-30 08,8,16868,1,0
2014-06-30 09,9,17631,1,0
2014-06-30 10,10,17895,1,0
2014-06-30 11,11,17517,1,0
2014-06-30 12,12,17460,1,0
2014-06-30 13,13,17696,1,0
2014-06-30 14,14,17682,1,0
2014-06-30 15,15,17543,1,0
2014-06-30 16,16,17566,1,0
2014-06-30 17,17,17220,1,0
2014-06-30 18,18,16774,1,0
2014-06-30 19,19,16785,1,0
2014-06-30 20,20,16615,1,0
2014-06-30 21,21,16107,1,0
2014-06-30 22,22,15201,1,0
2014-06-30 23,23,13978,1,0
2014-07-01 00,0,13178,2,0
2014-07-01 01,1,12881,2,0
2014-07-01 02,2,12567,2,0
2014-07-01 03,3,12204,2,0
2014-07-01 04,4,12267,2,0
2014-07-01 05,5,12612,2,0
2014-07-01 06,6,13288,2,0
2014-07-01 07,7,15229,2,0
2014-07-01 08,8,17295,2,0
2014-07-01 09,9,18031,2,0
2014-07-01 10,10,18285,2,0
2014-07-01 11,11,17908,2,0
2014-07-01 12,12,17558,2,0
2014-07-01 13,13,17825,2,0
2014-07-01 14,14,17654,2,0
2014-07-01 15,15,17928,2,0
2014-07-01 16,16,17988,2,0
2014-07-01 17,17,17464,2,0
2014-07-01 18,18,16838,2,0
2014-07-01 19,19,16762,2,0
2014-07-01 20,20,16505,2,0
2014-07-01 21,21,15839,2,0
2014-07-01 22,22,14893,2,0
2014-07-01 23,23,13973,2,0
2014-07-02 00,0,13108,3,0
2014-07-02 01,1,12696,3,0
2014-07-02 02,2,12331,3,0
2014-07-02 03,3,12030,3,0
2014-07-02 04,4,12177,3,0
2014-07-02 05,5,12561,3,0
2014-07-02 06,6,13228,3,0
2014-07-02 07,7,15258,3,0
2014-07-02 08,8,17616,3,0
2014-07-02 09,9,18490,3,0
2014-07-02 10,10,18877,3,0
2014-07-02 11,11,18530,3,0
2014-07-02 12,12,18260,3,0
2014-07-02 13,13,18518,3,0
2014-07-02 14,14,18507,3,0
2014-07-02 15,15,18427,3,0
2014-07-02 16,16,18205,3,0
2014-07-02 17,17,17356,3,0
2014-07-02 18,18,16762,3,0
2014-07-02 19,19,16949,3,0
2014-07-02 20,20,16669,3,0
2014-07-02 21,21,16056,3,0
2014-07-02 22,22,15486,3,0
2014-07-02 23,23,14276,3,0
2014-07-03 00,0,13281,4,0
2014-07-03 01,1,12845,4,0
2014-07-03 02,2,12304,4,0
2014-07-03 03,3,12048,4,0
2014-07-03 04,4,12098,4,0
2014-07-03 05,5,12703,4,0
2014-07-03 06,6,13410,4,0
2014-07-03 07,7,15456,4,0
2014-07-03 08,8,18033,4,0
2014-07-03 09,9,18865,4,0
2014-07-03 10,10,19228,4,0
2014-07-03 11,11,18982,4,0
2014-07-03 12,12,18545,4,0
2014-07-03 13,13,18913,4,0
2014-07-03 14,14,18922,4,0
2014-07-03 15,15,18919,4,0
2014-07-03 16,16,18498,4,0
2014-07-03 17,17,17611,4,0
2014-07-03 18,18,17142,4,0
2014-07-03 19,19,17108,4,0
2014-07-03 20,20,16806,4,0
2014-07-03 21,21,15994,4,0
2014-07-03 22,22,15156,4,0
2014-07-03 23,23,14246,4,0
2014-07-04 00,0,13588,5,0
2014-07-04 01,1,13092,5,0
2014-07-04 02,2,12569,5,0
2014-07-04 03,3,12391,5,0
2014-07-04 04,4,12559,5,0
2014-07-04 05,5,12782,5,0
2014-07-04 06,6,13547,5,0
2014-07-04 07,7,15922,5,0
2014-07-04 08,8,18052,5,0
2014-07-04 09,9,18962,5,0
2014-07-04 10,10,19066,5,0
2014-07-04 11,11,18776,5,0
2014-07-04 12,12,18386,5,0
2014-07-04 13,13,18589,5,0
2014-07-04 14,14,18503,5,0
2014-07-04 15,15,18557,5,0
2014-07-04 16,16,18570,5,0
2014-07-04 17,17,18271,5,0
2014-07-04 18,18,17674,5,0
2014-07-04 19,19,17620,5,0
2014-07-04 20,20,17454,5,0
2014-07-04 21,21,16888,5,0
2014-07-04 22,22,16116,5,0
2014-07-04 23,23,14984,5,0
2014-07-05 00,0,13814,6,1
2014-07-05 01,1,12701,6,1
2014-07-05 02,2,12447,6,1
2014-07-05 03,3,12167,6,1
2014-07-05 04,4,12187,6,1
2014-07-05 05,5,12423,6,1
2014-07-05 06,6,12718,6,1
2014-07-05 07,7,14228,6,1
2014-07-05 08,8,15910,6,1
2014-07-05 09,9,16880,6,1
2014-07-05 10,10,17164,6,1
2014-07-05 11,11,16999,6,1
2014-07-05 12,12,16950,6,1
2014-07-05 13,13,17190,6,1
2014-07-05 14,14,17096,6,1
2014-07-05 15,15,17287,6,1
2014-07-05 16,16,17298,6,1
2014-07-05 17,17,16924,6,1
2014-07-05 18,18,16718,6,1
2014-07-05 19,19,16918,6,1
2014-07-05 20,20,16869,6,1
2014-07-05 21,21,16219,6,1
2014-07-05 22,22,15535,6,1
2014-07-05 23,23,14719,6,1
2014-07-06 00,0,13320,7,1
2014-07-06 01,1,12862,7,1
2014-07-06 02,2,12163,7,1
2014-07-06 03,3,11892,7,1
2014-07-06 04,4,12050,7,1
2014-07-06 05,5,12324,7,1
2014-07-06 06,6,12447,7,1
2014-07-06 07,7,13323,7,1
2014-07-06 08,8,14495,7,1
2014-07-06 09,9,15602,7,1
2014-07-06 10,10,15766,7,1
2014-07-06 11,11,15700,7,1
2014-07-06 12,12,15540,7,1
2014-07-06 13,13,15744,7,1
2014-07-06 14,14,15778,7,1
2014-07-06 15,15,15786,7,1
2014-07-06 16,16,15820,7,1
2014-07-06 17,17,15617,7,1
2014-07-06 18,18,15720,7,1
2014-07-06 19,19,15974,7,1
2014-07-06 20,20,15993,7,1
2014-07-06 21,21,15618,7,1
2014-07-06 22,22,14915,7,1
2014-07-06 23,23,14030,7,1
2014-07-07 00,0,13158,1,0
2014-07-07 01,1,12325,1,0
2014-07-07 02,2,11917,1,0
2014-07-07 03,3,11744,1,0
2014-07-07 04,4,11996,1,0
2014-07-07 05,5,12348,1,0
2014-07-07 06,6,13243,1,0
2014-07-07 07,7,15770,1,0
2014-07-07 08,8,18336,1,0
2014-07-07 09,9,19537,1,0
2014-07-07 10,10,19771,1,0
2014-07-07 11,11,19677,1,0
2014-07-07 12,12,19570,1,0
2014-07-07 13,13,19772,1,0
2014-07-07 14,14,19785,1,0
2014-07-07 15,15,19815,1,0
2014-07-07 16,16,19661,1,0
2014-07-07 17,17,18979,1,0
2014-07-07 18,18,18273,1,0
2014-07-07 19,19,18344,1,0
2014-07-07 20,20,18037,1,0
2014-07-07 21,21,17195,1,0
2014-07-07 22,22,16187,1,0
2014-07-07 23,23,15047,1,0
2014-07-08 00,0,14018,2,0
2014-07-08 01,1,13193,2,0
2014-07-08 02,2,12814,2,0
2014-07-08 03,3,12346,2,0
2014-07-08 04,4,12621,2,0
2014-07-08 05,5,12826,2,0
2014-07-08 06,6,13694,2,0
2014-07-08 07,7,15991,2,0
2014-07-08 08,8,18742,2,0
2014-07-08 09,9,19905,2,0
2014-07-08 10,10,20131,2,0
2014-07-08 11,11,19944,2,0
2014-07-08 12,12,19808,2,0
2014-07-08 13,13,20005,2,0
2014-07-08 14,14,20107,2,0
2014-07-08 15,15,20329,2,0
2014-07-08 16,16,20300,2,0
2014-07-08 17,17,19331,2,0
2014-07-08 18,18,18550,2,0
2014-07-08 19,19,18494,2,0
2014-07-08 20,20,18245,2,0
2014-07-08 21,21,17346,2,0
2014-07-08 22,22,16517,2,0
2014-07-08 23,23,15458,2,0
2014-07-09 00,0,14191,3,0
2014-07-09 01,1,13404,3,0
2014-07-09 02,2,13040,3,0
2014-07-09 03,3,12717,3,0
2014-07-09 04,4,13004,3,0
2014-07-09 05,5,13183,3,0
2014-07-09 06,6,13993,3,0
2014-07-09 07,7,16433,3,0
2014-07-09 08,8,19221,3,0
2014-07-09 09,9,20475,3,0
2014-07-09 10,10,20739,3,0
2014-07-09 11,11,20493,3,0
2014-07-09 12,12,20453,3,0
2014-07-09 13,13,20708,3,0
2014-07-09 14,14,20668,3,0
2014-07-09 15,15,20752,3,0
2014-07-09 16,16,20592,3,0
2014-07-09 17,17,18990,3,0
2014-07-09 18,18,18164,3,0
2014-07-09 19,19,18072,3,0
2014-07-09 20,20,17862,3,0
2014-07-09 21,21,17382,3,0
2014-07-09 22,22,16238,3,0
2014-07-09 23,23,15125,3,0
2014-07-10 00,0,14171,4,0
2014-07-10 01,1,13807,4,0
2014-07-10 02,2,13433,4,0
2014-07-10 03,3,12970,4,0
2014-07-10 04,4,13286,4,0
2014-07-10 05,5,13667,4,0
2014-07-10 06,6,14118,4,0
2014-07-10 07,7,16838,4,0
2014-07-10 08,8,19867,4,0
2014-07-10 09,9,21740,4,0
2014-07-10 10,10,21951,4,0
2014-07-10 11,11,21804,4,0
2014-07-10 12,12,21613,4,0
2014-07-10 13,13,21929,4,0
2014-07-10 14,14,22030,4,0
2014-07-10 15,15,21995,4,0
2014-07-10 16,16,21439,4,0
2014-07-10 17,17,19889,4,0
2014-07-10 18,18,19233,4,0
2014-07-10 19,19,19264,4,0
2014-07-10 20,20,19003,4,0
2014-07-10 21,21,18202,4,0
2014-07-10 22,22,17060,4,0
2014-07-10 23,23,15811,4,0
2014-07-11 00,0,15249,5,0
2014-07-11 01,1,14858,5,0
2014-07-11 02,2,14139,5,0
2014-07-11 03,3,13816,5,0
2014-07-11 04,4,14125,5,0
2014-07-11 05,5,14307,5,0
2014-07-11 06,6,15436,5,0
2014-07-11 07,7,18026,5,0
2014-07-11 08,8,21356,5,0
2014-07-11 09,9,23089,5,0
2014-07-11 10,10,23394,5,0
2014-07-11 11,11,23162,5,0
2014-07-11 12,12,22293,5,0
2014-07-11 13,13,22777,5,0
2014-07-11 14,14,22851,5,0
2014-07-11 15,15,22806,5,0
2014-07-11 16,16,22454,5,0
2014-07-11 17,17,21246,5,0
2014-07-11 18,18,20451,5,0
2014-07-11 19,19,20554,5,0
2014-07-11 20,20,20493,5,0
2014-07-11 21,21,20038,5,0
2014-07-11 22,22,19117,5,0
2014-07-11 23,23,17919,5,0
2014-07-12 00,0,16769,6,1
2014-07-12 01,1,15791,6,1
2014-07-12 02,2,14934,6,1
2014-07-12 03,3,14430,6,1
2014-07-12 04,4,14268,6,1
2014-07-12 05,5,14357,6,1
2014-07-12 06,6,14722,6,1
2014-07-12 07,7,15559,6,1
2014-07-12 08,8,17277,6,1
2014-07-12 09,9,18497,6,1
2014-07-12 10,10,18769,6,1
2014-07-12 11,11,18518,6,1
2014-07-12 12,12,18542,6,1
2014-07-12 13,13,18768,6,1
2014-07-12 14,14,18782,6,1
2014-07-12 15,15,18877,6,1
2014-07-12 16,16,18895,6,1
2014-07-12 17,17,18671,6,1
2014-07-12 18,18,18472,6,1
2014-07-12 19,19,18838,6,1
2014-07-12 20,20,18691,6,1
2014-07-12 21,21,17668,6,1
2014-07-12 22,22,16752,6,1
2014-07-12 23,23,15775,6,1
2014-07-13 00,0,15124,7,1
2014-07-13 01,1,14110,7,1
2014-07-13 02,2,13649,7,1
2014-07-13 03,3,13461,7,1
2014-07-13 04,4,13414,7,1
2014-07-13 05,5,13536,7,1
2014-07-13 06,6,13084,7,1
2014-07-13 07,7,14185,7,1
2014-07-13 08,8,15742,7,1
2014-07-13 09,9,16623,7,1
2014-07-13 10,10,16867,7,1
2014-07-13 11,11,16740,7,1
2014-07-13 12,12,16591,7,1
2014-07-13 13,13,16765,7,1
2014-07-13 14,14,16789,7,1
2014-07-13 15,15,16874,7,1
2014-07-13 16,16,16892,7,1
2014-07-13 17,17,16677,7,1
2014-07-13 18,18,16781,7,1
2014-07-13 19,19,17133,7,1
2014-07-13 20,20,16992,7,1
2014-07-13 21,21,16400,7,1
2014-07-13 22,22,15428,7,1
2014-07-13 23,23,14561,7,1
2014-07-14 00,0,13963,1,0
2014-07-14 01,1,13192,1,0
2014-07-14 02,2,12572,1,0
2014-07-14 03,3,12458,1,0
2014-07-14 04,4,12753,1,0
2014-07-14 05,5,12907,1,0
2014-07-14 06,6,13473,1,0
2014-07-14 07,7,15926,1,0
2014-07-14 08,8,18801,1,0
2014-07-14 09,9,20410,1,0
2014-07-14 10,10,20749,1,0
2014-07-14 11,11,20605,1,0
2014-07-14 12,12,20440,1,0
2014-07-14 13,13,20692,1,0
2014-07-14 14,14,20771,1,0
2014-07-14 15,15,20796,1,0
2014-07-14 16,16,20164,1,0
2014-07-14 17,17,19216,1,0
2014-07-14 18,18,18569,1,0
2014-07-14 19,19,18265,1,0
2014-07-14 20,20,18054,1,0
2014-07-14 21,21,17558,1,0
2014-07-14 22,22,16441,1,0
2014-07-14 23,23,15328,1,0
2014-07-15 00,0,14443,2,0
2014-07-15 01,1,14020,2,0
2014-07-15 02,2,13701,2,0
2014-07-15 03,3,13443,2,0
2014-07-15 04,4,13465,2,0
2014-07-15 05,5,13734,2,0
2014-07-15 06,6,14235,2,0
2014-07-15 07,7,16844,2,0
2014-07-15 08,8,18972,2,0
2014-07-15 09,9,20653,2,0
