A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/4.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/4.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shanghai,PM2.5,1/30/2016 17:00,2016,1,30,17,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2016 18:00,2016,1,30,18,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2016 19:00,2016,1,30,19,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2016 20:00,2016,1,30,20,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2016 21:00,2016,1,30,21,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2016 22:00,2016,1,30,22,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2016 23:00,2016,1,30,23,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 0:00,2016,1,31,0,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 1:00,2016,1,31,1,61,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 2:00,2016,1,31,2,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 3:00,2016,1,31,3,65,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 4:00,2016,1,31,4,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 5:00,2016,1,31,5,62,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 6:00,2016,1,31,6,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 7:00,2016,1,31,7,56,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 8:00,2016,1,31,8,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 9:00,2016,1,31,9,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 10:00,2016,1,31,10,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 11:00,2016,1,31,11,67,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 12:00,2016,1,31,12,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 13:00,2016,1,31,13,63,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 14:00,2016,1,31,14,61,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 15:00,2016,1,31,15,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 16:00,2016,1,31,16,74,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 17:00,2016,1,31,17,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 18:00,2016,1,31,18,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 19:00,2016,1,31,19,65,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 20:00,2016,1,31,20,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 21:00,2016,1,31,21,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 22:00,2016,1,31,22,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2016 23:00,2016,1,31,23,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 0:00,2016,2,1,0,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 1:00,2016,2,1,1,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 2:00,2016,2,1,2,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 3:00,2016,2,1,3,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 4:00,2016,2,1,4,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 5:00,2016,2,1,5,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 6:00,2016,2,1,6,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 7:00,2016,2,1,7,67,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 8:00,2016,2,1,8,80,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 9:00,2016,2,1,9,82,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 10:00,2016,2,1,10,82,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 11:00,2016,2,1,11,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 12:00,2016,2,1,12,68,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 13:00,2016,2,1,13,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 14:00,2016,2,1,14,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 15:00,2016,2,1,15,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 16:00,2016,2,1,16,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 17:00,2016,2,1,17,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 18:00,2016,2,1,18,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 19:00,2016,2,1,19,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 20:00,2016,2,1,20,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 21:00,2016,2,1,21,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 22:00,2016,2,1,22,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/1/2016 23:00,2016,2,1,23,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 0:00,2016,2,2,0,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 1:00,2016,2,2,1,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 2:00,2016,2,2,2,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 3:00,2016,2,2,3,91,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 4:00,2016,2,2,4,90,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 5:00,2016,2,2,5,84,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 6:00,2016,2,2,6,86,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 7:00,2016,2,2,7,85,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 8:00,2016,2,2,8,90,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 9:00,2016,2,2,9,91,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 10:00,2016,2,2,10,92,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 11:00,2016,2,2,11,96,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 12:00,2016,2,2,12,101,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 13:00,2016,2,2,13,108,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 14:00,2016,2,2,14,107,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 15:00,2016,2,2,15,125,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 16:00,2016,2,2,16,126,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 17:00,2016,2,2,17,123,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 18:00,2016,2,2,18,132,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 19:00,2016,2,2,19,143,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 20:00,2016,2,2,20,138,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 21:00,2016,2,2,21,117,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 22:00,2016,2,2,22,96,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/2/2016 23:00,2016,2,2,23,71,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 0:00,2016,2,3,0,63,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 1:00,2016,2,3,1,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 2:00,2016,2,3,2,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 3:00,2016,2,3,3,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 4:00,2016,2,3,4,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 5:00,2016,2,3,5,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 6:00,2016,2,3,6,63,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 7:00,2016,2,3,7,61,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 8:00,2016,2,3,8,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 9:00,2016,2,3,9,89,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 10:00,2016,2,3,10,81,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 11:00,2016,2,3,11,83,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 12:00,2016,2,3,12,84,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 13:00,2016,2,3,13,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 14:00,2016,2,3,14,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 15:00,2016,2,3,15,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 16:00,2016,2,3,16,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 17:00,2016,2,3,17,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 18:00,2016,2,3,18,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 19:00,2016,2,3,19,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 20:00,2016,2,3,20,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 21:00,2016,2,3,21,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 22:00,2016,2,3,22,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/3/2016 23:00,2016,2,3,23,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 0:00,2016,2,4,0,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 1:00,2016,2,4,1,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 2:00,2016,2,4,2,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 3:00,2016,2,4,3,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 4:00,2016,2,4,4,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 5:00,2016,2,4,5,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 6:00,2016,2,4,6,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 7:00,2016,2,4,7,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 8:00,2016,2,4,8,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 9:00,2016,2,4,9,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 10:00,2016,2,4,10,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 11:00,2016,2,4,11,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 12:00,2016,2,4,12,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 13:00,2016,2,4,13,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 14:00,2016,2,4,14,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 15:00,2016,2,4,15,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 16:00,2016,2,4,16,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 17:00,2016,2,4,17,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 18:00,2016,2,4,18,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 19:00,2016,2,4,19,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 20:00,2016,2,4,20,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 21:00,2016,2,4,21,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 22:00,2016,2,4,22,44,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/4/2016 23:00,2016,2,4,23,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 0:00,2016,2,5,0,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 1:00,2016,2,5,1,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 2:00,2016,2,5,2,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 3:00,2016,2,5,3,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 4:00,2016,2,5,4,82,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 5:00,2016,2,5,5,91,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 6:00,2016,2,5,6,97,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 7:00,2016,2,5,7,108,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 8:00,2016,2,5,8,122,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 9:00,2016,2,5,9,133,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 10:00,2016,2,5,10,145,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 11:00,2016,2,5,11,151,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 12:00,2016,2,5,12,159,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 13:00,2016,2,5,13,143,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 14:00,2016,2,5,14,146,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 15:00,2016,2,5,15,162,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 16:00,2016,2,5,16,195,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 17:00,2016,2,5,17,178,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 18:00,2016,2,5,18,177,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 19:00,2016,2,5,19,188,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 20:00,2016,2,5,20,194,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 21:00,2016,2,5,21,199,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 22:00,2016,2,5,22,191,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/5/2016 23:00,2016,2,5,23,203,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 0:00,2016,2,6,0,164,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 1:00,2016,2,6,1,113,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 2:00,2016,2,6,2,81,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 3:00,2016,2,6,3,56,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 4:00,2016,2,6,4,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 5:00,2016,2,6,5,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 6:00,2016,2,6,6,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 7:00,2016,2,6,7,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 8:00,2016,2,6,8,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 9:00,2016,2,6,9,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 10:00,2016,2,6,10,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 11:00,2016,2,6,11,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 12:00,2016,2,6,12,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 13:00,2016,2,6,13,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 14:00,2016,2,6,14,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 15:00,2016,2,6,15,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 16:00,2016,2,6,16,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 17:00,2016,2,6,17,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 18:00,2016,2,6,18,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 19:00,2016,2,6,19,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 20:00,2016,2,6,20,65,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 21:00,2016,2,6,21,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 22:00,2016,2,6,22,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/6/2016 23:00,2016,2,6,23,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 0:00,2016,2,7,0,68,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 1:00,2016,2,7,1,67,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 2:00,2016,2,7,2,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 3:00,2016,2,7,3,63,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 4:00,2016,2,7,4,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 5:00,2016,2,7,5,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 6:00,2016,2,7,6,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 7:00,2016,2,7,7,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 8:00,2016,2,7,8,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 9:00,2016,2,7,9,68,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 10:00,2016,2,7,10,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 11:00,2016,2,7,11,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,2/7/2016 12:00,2016,2,7,12,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 13:00,2016,2,7,13,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 14:00,2016,2,7,14,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 15:00,2016,2,7,15,44,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 16:00,2016,2,7,16,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 17:00,2016,2,7,17,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 18:00,2016,2,7,18,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 19:00,2016,2,7,19,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 20:00,2016,2,7,20,62,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 21:00,2016,2,7,21,67,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 22:00,2016,2,7,22,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/7/2016 23:00,2016,2,7,23,74,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 0:00,2016,2,8,0,81,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 1:00,2016,2,8,1,87,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 2:00,2016,2,8,2,114,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 3:00,2016,2,8,3,132,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 4:00,2016,2,8,4,143,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 5:00,2016,2,8,5,145,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 6:00,2016,2,8,6,141,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 7:00,2016,2,8,7,128,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 8:00,2016,2,8,8,110,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 9:00,2016,2,8,9,108,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 10:00,2016,2,8,10,95,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 11:00,2016,2,8,11,87,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 12:00,2016,2,8,12,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 13:00,2016,2,8,13,61,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 14:00,2016,2,8,14,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 15:00,2016,2,8,15,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 16:00,2016,2,8,16,47,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 17:00,2016,2,8,17,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 18:00,2016,2,8,18,56,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 19:00,2016,2,8,19,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 20:00,2016,2,8,20,79,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 21:00,2016,2,8,21,109,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 22:00,2016,2,8,22,126,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/8/2016 23:00,2016,2,8,23,93,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 0:00,2016,2,9,0,86,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 1:00,2016,2,9,1,80,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 2:00,2016,2,9,2,83,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 3:00,2016,2,9,3,79,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 4:00,2016,2,9,4,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 5:00,2016,2,9,5,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 6:00,2016,2,9,6,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 7:00,2016,2,9,7,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 8:00,2016,2,9,8,78,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 9:00,2016,2,9,9,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 10:00,2016,2,9,10,65,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 11:00,2016,2,9,11,68,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 12:00,2016,2,9,12,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 13:00,2016,2,9,13,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 14:00,2016,2,9,14,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 15:00,2016,2,9,15,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 16:00,2016,2,9,16,77,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 17:00,2016,2,9,17,88,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 18:00,2016,2,9,18,92,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 19:00,2016,2,9,19,77,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 20:00,2016,2,9,20,77,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 21:00,2016,2,9,21,67,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 22:00,2016,2,9,22,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/9/2016 23:00,2016,2,9,23,65,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 0:00,2016,2,10,0,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 1:00,2016,2,10,1,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 2:00,2016,2,10,2,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 3:00,2016,2,10,3,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 4:00,2016,2,10,4,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 5:00,2016,2,10,5,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 6:00,2016,2,10,6,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 7:00,2016,2,10,7,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 8:00,2016,2,10,8,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 9:00,2016,2,10,9,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 10:00,2016,2,10,10,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 11:00,2016,2,10,11,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 12:00,2016,2,10,12,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 13:00,2016,2,10,13,18,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 14:00,2016,2,10,14,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 15:00,2016,2,10,15,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 16:00,2016,2,10,16,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 17:00,2016,2,10,17,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 18:00,2016,2,10,18,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 19:00,2016,2,10,19,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 20:00,2016,2,10,20,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 21:00,2016,2,10,21,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 22:00,2016,2,10,22,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/10/2016 23:00,2016,2,10,23,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/11/2016 0:00,2016,2,11,0,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/11/2016 1:00,2016,2,11,1,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/11/2016 2:00,2016,2,11,2,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/11/2016 3:00,2016,2,11,3,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,2/11/2016 4:00,2016,2,11,4,27,µg/m³,1 Hr,Valid
