A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/4.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/4.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shanghai,PM2.5,3/11/2016 2:00,2016,3,11,2,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 3:00,2016,3,11,3,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 4:00,2016,3,11,4,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 5:00,2016,3,11,5,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 6:00,2016,3,11,6,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 7:00,2016,3,11,7,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 8:00,2016,3,11,8,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 9:00,2016,3,11,9,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 10:00,2016,3,11,10,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 11:00,2016,3,11,11,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 12:00,2016,3,11,12,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 13:00,2016,3,11,13,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 14:00,2016,3,11,14,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 15:00,2016,3,11,15,85,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 16:00,2016,3,11,16,88,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 17:00,2016,3,11,17,86,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 18:00,2016,3,11,18,84,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 19:00,2016,3,11,19,86,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 20:00,2016,3,11,20,79,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 21:00,2016,3,11,21,83,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 22:00,2016,3,11,22,80,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/11/2016 23:00,2016,3,11,23,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 0:00,2016,3,12,0,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 1:00,2016,3,12,1,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 2:00,2016,3,12,2,78,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 3:00,2016,3,12,3,82,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 4:00,2016,3,12,4,78,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 5:00,2016,3,12,5,83,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 6:00,2016,3,12,6,89,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 7:00,2016,3,12,7,87,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 8:00,2016,3,12,8,91,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 9:00,2016,3,12,9,81,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 10:00,2016,3,12,10,82,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 11:00,2016,3,12,11,85,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 12:00,2016,3,12,12,92,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 13:00,2016,3,12,13,98,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 14:00,2016,3,12,14,86,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 15:00,2016,3,12,15,84,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 16:00,2016,3,12,16,86,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 17:00,2016,3,12,17,84,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 18:00,2016,3,12,18,81,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 19:00,2016,3,12,19,87,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 20:00,2016,3,12,20,84,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 21:00,2016,3,12,21,82,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 22:00,2016,3,12,22,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/12/2016 23:00,2016,3,12,23,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 0:00,2016,3,13,0,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 1:00,2016,3,13,1,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 3:00,2016,3,13,3,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 3:00,2016,3,13,3,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 4:00,2016,3,13,4,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 5:00,2016,3,13,5,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 6:00,2016,3,13,6,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 7:00,2016,3,13,7,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 8:00,2016,3,13,8,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 9:00,2016,3,13,9,47,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 10:00,2016,3,13,10,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 11:00,2016,3,13,11,86,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 12:00,2016,3,13,12,90,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 13:00,2016,3,13,13,89,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 14:00,2016,3,13,14,94,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 15:00,2016,3,13,15,92,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 16:00,2016,3,13,16,81,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 17:00,2016,3,13,17,68,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 18:00,2016,3,13,18,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 19:00,2016,3,13,19,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 20:00,2016,3,13,20,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 21:00,2016,3,13,21,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 22:00,2016,3,13,22,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/13/2016 23:00,2016,3,13,23,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 0:00,2016,3,14,0,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 1:00,2016,3,14,1,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 2:00,2016,3,14,2,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 3:00,2016,3,14,3,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 4:00,2016,3,14,4,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 5:00,2016,3,14,5,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 6:00,2016,3,14,6,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 7:00,2016,3,14,7,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 8:00,2016,3,14,8,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 9:00,2016,3,14,9,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 10:00,2016,3,14,10,61,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 11:00,2016,3,14,11,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 12:00,2016,3,14,12,92,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 13:00,2016,3,14,13,94,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 14:00,2016,3,14,14,101,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 15:00,2016,3,14,15,113,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 16:00,2016,3,14,16,113,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 17:00,2016,3,14,17,107,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 18:00,2016,3,14,18,106,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 19:00,2016,3,14,19,121,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 20:00,2016,3,14,20,100,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 21:00,2016,3,14,21,100,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 22:00,2016,3,14,22,81,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/14/2016 23:00,2016,3,14,23,75,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 0:00,2016,3,15,0,71,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 1:00,2016,3,15,1,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 2:00,2016,3,15,2,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 3:00,2016,3,15,3,71,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 4:00,2016,3,15,4,74,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 5:00,2016,3,15,5,80,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 6:00,2016,3,15,6,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 7:00,2016,3,15,7,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 8:00,2016,3,15,8,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 9:00,2016,3,15,9,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 10:00,2016,3,15,10,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 11:00,2016,3,15,11,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 12:00,2016,3,15,12,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 13:00,2016,3,15,13,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 14:00,2016,3,15,14,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 15:00,2016,3,15,15,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 16:00,2016,3,15,16,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 17:00,2016,3,15,17,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 18:00,2016,3,15,18,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 19:00,2016,3,15,19,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 20:00,2016,3,15,20,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 21:00,2016,3,15,21,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 22:00,2016,3,15,22,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/15/2016 23:00,2016,3,15,23,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 0:00,2016,3,16,0,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 1:00,2016,3,16,1,22,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 2:00,2016,3,16,2,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 3:00,2016,3,16,3,22,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 4:00,2016,3,16,4,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 5:00,2016,3,16,5,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 6:00,2016,3,16,6,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 7:00,2016,3,16,7,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 8:00,2016,3,16,8,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 9:00,2016,3,16,9,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 10:00,2016,3,16,10,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 11:00,2016,3,16,11,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 12:00,2016,3,16,12,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 13:00,2016,3,16,13,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 14:00,2016,3,16,14,55,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 15:00,2016,3,16,15,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 16:00,2016,3,16,16,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 17:00,2016,3,16,17,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 18:00,2016,3,16,18,62,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 19:00,2016,3,16,19,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 20:00,2016,3,16,20,63,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 21:00,2016,3,16,21,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 22:00,2016,3,16,22,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/16/2016 23:00,2016,3,16,23,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/17/2016 0:00,2016,3,17,0,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 1:00,2016,3,17,1,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 2:00,2016,3,17,2,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 3:00,2016,3,17,3,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 4:00,2016,3,17,4,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 5:00,2016,3,17,5,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 6:00,2016,3,17,6,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 7:00,2016,3,17,7,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 8:00,2016,3,17,8,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 9:00,2016,3,17,9,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 10:00,2016,3,17,10,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 11:00,2016,3,17,11,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 12:00,2016,3,17,12,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 13:00,2016,3,17,13,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 14:00,2016,3,17,14,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 15:00,2016,3,17,15,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 16:00,2016,3,17,16,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 17:00,2016,3,17,17,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 18:00,2016,3,17,18,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 19:00,2016,3,17,19,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 20:00,2016,3,17,20,44,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 21:00,2016,3,17,21,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 22:00,2016,3,17,22,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/17/2016 23:00,2016,3,17,23,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/18/2016 0:00,2016,3,18,0,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 1:00,2016,3,18,1,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 2:00,2016,3,18,2,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 3:00,2016,3,18,3,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 4:00,2016,3,18,4,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 5:00,2016,3,18,5,62,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 6:00,2016,3,18,6,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 7:00,2016,3,18,7,75,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 8:00,2016,3,18,8,100,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 9:00,2016,3,18,9,108,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 10:00,2016,3,18,10,109,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 11:00,2016,3,18,11,114,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 12:00,2016,3,18,12,117,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 13:00,2016,3,18,13,131,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 14:00,2016,3,18,14,149,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 15:00,2016,3,18,15,164,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 16:00,2016,3,18,16,164,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 17:00,2016,3,18,17,161,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 18:00,2016,3,18,18,123,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 19:00,2016,3,18,19,113,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 20:00,2016,3,18,20,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 21:00,2016,3,18,21,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 22:00,2016,3,18,22,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/18/2016 23:00,2016,3,18,23,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 0:00,2016,3,19,0,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/19/2016 1:00,2016,3,19,1,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/19/2016 2:00,2016,3,19,2,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/19/2016 3:00,2016,3,19,3,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/19/2016 4:00,2016,3,19,4,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/19/2016 5:00,2016,3,19,5,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/19/2016 6:00,2016,3,19,6,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/19/2016 7:00,2016,3,19,7,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/19/2016 8:00,2016,3,19,8,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 9:00,2016,3,19,9,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 10:00,2016,3,19,10,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 11:00,2016,3,19,11,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 12:00,2016,3,19,12,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 13:00,2016,3,19,13,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 14:00,2016,3,19,14,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 15:00,2016,3,19,15,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 16:00,2016,3,19,16,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 17:00,2016,3,19,17,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 18:00,2016,3,19,18,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 19:00,2016,3,19,19,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 20:00,2016,3,19,20,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 21:00,2016,3,19,21,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 22:00,2016,3,19,22,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/19/2016 23:00,2016,3,19,23,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 0:00,2016,3,20,0,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 1:00,2016,3,20,1,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 2:00,2016,3,20,2,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 3:00,2016,3,20,3,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 4:00,2016,3,20,4,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 5:00,2016,3,20,5,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 6:00,2016,3,20,6,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 7:00,2016,3,20,7,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 8:00,2016,3,20,8,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 9:00,2016,3,20,9,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 10:00,2016,3,20,10,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 11:00,2016,3,20,11,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 12:00,2016,3,20,12,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 13:00,2016,3,20,13,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 14:00,2016,3,20,14,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 15:00,2016,3,20,15,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 16:00,2016,3,20,16,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 17:00,2016,3,20,17,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 18:00,2016,3,20,18,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 19:00,2016,3,20,19,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 20:00,2016,3,20,20,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 21:00,2016,3,20,21,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 22:00,2016,3,20,22,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/20/2016 23:00,2016,3,20,23,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 0:00,2016,3,21,0,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 1:00,2016,3,21,1,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 2:00,2016,3,21,2,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 3:00,2016,3,21,3,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 4:00,2016,3,21,4,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 5:00,2016,3,21,5,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 6:00,2016,3,21,6,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 7:00,2016,3,21,7,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 8:00,2016,3,21,8,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 9:00,2016,3,21,9,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 10:00,2016,3,21,10,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 11:00,2016,3,21,11,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 12:00,2016,3,21,12,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 13:00,2016,3,21,13,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 14:00,2016,3,21,14,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 15:00,2016,3,21,15,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 16:00,2016,3,21,16,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,3/21/2016 17:00,2016,3,21,17,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/21/2016 18:00,2016,3,21,18,56,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/21/2016 19:00,2016,3,21,19,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/21/2016 20:00,2016,3,21,20,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/21/2016 21:00,2016,3,21,21,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/21/2016 22:00,2016,3,21,22,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/21/2016 23:00,2016,3,21,23,56,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 0:00,2016,3,22,0,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 1:00,2016,3,22,1,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 2:00,2016,3,22,2,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 3:00,2016,3,22,3,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 4:00,2016,3,22,4,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 5:00,2016,3,22,5,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 6:00,2016,3,22,6,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 7:00,2016,3,22,7,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 8:00,2016,3,22,8,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 9:00,2016,3,22,9,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 10:00,2016,3,22,10,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 11:00,2016,3,22,11,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,3/22/2016 12:00,2016,3,22,12,28,µg/m³,1 Hr,Valid
